Binder1,A_ZCON_13_swap,A_ZCON_150_swap,A_ZCON_154_swap,A_ZCON_155_swap,A_ZCON_15_re_loop_swap,A_ZCON_162_swap,A_ZCON_37_3_swap,A_ZCON_37_swap,A_ZCON_6_swap,B_ZCON_13_swap,B_ZCON_150_swap,B_ZCON_154_swap,B_ZCON_155_swap,B_ZCON_15_re_loop_swap,B_ZCON_162_swap,B_ZCON_37_3_swap,B_ZCON_37_swap,B_ZCON_6_swap,DHDr2_00_A,DHDr2_00_B,DHDr2_01_A,DHDr2_01_B,DHDr2_02_A,DHDr2_02_B,DHDr2_03_A,DHDr2_03_B,DHDr2_04_A,DHDr2_04_B,DHDr2_05_A,DHDr2_05_B,DHDr2_06_A,DHDr2_06_B,DHDr2_07_A,DHDr2_07_B,DHDr2_08_A,DHDr2_08_B,DHDr2_09_A,DHDr2_09_B,DHDr2_10_A,DHDr2_10_B,DHDr2_11_A,DHDr2_11_B,DHDr2_12_A,DHDr2_12_B,DHDr2_13_A,DHDr2_13_B,DHDr2_14_A,DHDr2_14_B,DHDr2_15_A,DHDr2_15_B,DHDr2_16_A,DHDr2_16_B,DHDr2_17_A,DHDr2_17_B,DHDr2_18_A,DHDr2_18_B,DHDr2_19_A,DHDr2_19_B,DHDr2_20_A,DHDr2_20_B,ZCON_150_LL_A,ZCON_150_LL_B,ZCON_150_resurf_A,ZCON_150_resurf_B,ZCON_152_A,ZCON_152_B,ZCON_152_T2_A,ZCON_152_T2_B,ZCON_152_T4_A,ZCON_152_T4_B,ZCON_154_LL_A,ZCON_154_LL_B,ZCON_154_resurf_A,ZCON_154_resurf_B,ZCON_155_LL_A,ZCON_155_LL_B,ZCON_155_cutT2_A,ZCON_155_cutT2_B,ZCON_155_cutT4_A,ZCON_155_cutT4_B,ZCON_155_cutT5_A,ZCON_155_cutT5_B,ZCON_155_resurf_A,ZCON_155_resurf_B,ZCON_15_re_loop_LL_A,ZCON_15_re_loop_LL_B,ZCON_15_re_loop_resurf_A,ZCON_15_re_loop_resurf_B,ZCON_2_CC_A,ZCON_2_CC_B,ZCON_2_CC_resurf_A,ZCON_2_CC_resurf_B,ZCON_2_CC_resurf_cutT2_A,ZCON_2_CC_resurf_cutT2_B,ZCON_2_CC_resurf_cutT4_A,ZCON_2_CC_resurf_cutT4_B,ZCON_2_CC_resurf_cutT6_A,ZCON_2_CC_resurf_cutT6_B,ZCON_37_LL_A,ZCON_37_LL_B,ZCON_37_resurf_A,ZCON_37_resurf_B,ZCON_VR_2_A,ZCON_VR_2_B,ZCON_VR_2_cutT2_A,ZCON_VR_2_cutT2_B,ZCON_VR_2_cutT4_A,ZCON_VR_2_cutT4_B,ZCON_VR_2_cutT6_A,ZCON_VR_2_cutT6_B,ZCON_VR_2_resurf_A,ZCON_VR_2_resurf_B,mALb8_A,mALb8_B,mALb8_cutT1_A,mALb8_cutT1_B,mALb8_cutT2_A,mALb8_cutT2_B,mALb8_cutT3_A,mALb8_cutT3_B,mALb8_cutT4_A,mALb8_cutT4_B
ZCON_155_resurf_B,81.0,2396.0,1873.0,1736.0,1498.0,2142.0,674.0,301.0,1889.0,1005.0,1851.0,3032.0,300.0,2768.0,1741.0,479.0,1030.0,337.0,3906.0,533.0,306.0,817.0,233.0,755.0,861.0,1972.0,707.0,3848.0,272.0,3010.0,98.0,122.0,419.0,3416.0,893.0,378.0,1467.0,31.0,662.0,2081.0,2100.0,1343.0,660.0,1621.0,3261.0,1165.0,194.0,136.0,308.0,1040.0,2640.0,1677.0,289.0,780.0,1744.0,3837.0,3083.0,3458.0,1041.0,267.0,6188.0,2716.0,1482.0,989.0,553.0,2799.0,1330.0,2951.0,1775.0,587.0,3550.0,5485.0,1424.0,18.0,2922.0,2751.0,585.0,2161.0,5.0,6.0,382.0,573.0,3669.0,1031.0,605.0,5942.0,1725.0,1770.0,29.0,2.0,928.0,2119.0,884.0,3575.0,1566.0,282.0,2.0,1.0,3279.0,4458.0,2471.0,2056.0,99.0,2961.0,632.0,2660.0,1108.0,1363.0,2.0,591.0,674.0,1982.0,2481.0,165.0,596.0,1071.0,291.0,398.0,197.0,3.0,4.0,1.0
ZCON_15_re_loop_LL_A,548.0,2885.0,4096.0,2225.0,3134.0,1761.0,467.0,2943.0,1699.0,1834.0,2311.0,5341.0,1011.0,5231.0,3492.0,2922.0,666.0,4337.0,7358.0,858.0,353.0,1439.0,1020.0,1418.0,1869.0,5252.0,2668.0,6612.0,3244.0,5317.0,2071.0,946.0,2295.0,2854.0,825.0,3235.0,1338.0,1006.0,3072.0,646.0,2910.0,6523.0,672.0,3015.0,3890.0,4219.0,4488.0,1453.0,6441.0,1908.0,3227.0,2288.0,172.0,1927.0,5619.0,4268.0,1234.0,2517.0,1202.0,951.0,6493.0,5270.0,2979.0,2807.0,793.0,1142.0,2810.0,341.0,446.0,7.0,5905.0,5879.0,2843.0,2108.0,11866.0,3268.0,1818.0,341.0,1876.0,1553.0,652.0,1975.0,9377.0,1224.0,3599.0,10701.0,1367.0,2185.0,4072.0,4.0,1536.0,3217.0,2001.0,6033.0,349.0,2132.0,760.0,5.0,9517.0,9257.0,1651.0,1112.0,445.0,9522.0,3750.0,3358.0,2300.0,706.0,3.0,1250.0,1166.0,4329.0,1196.0,2806.0,2542.0,1156.0,234.0,435.0,620.0,990.0,2.0,809.0
ZCON_15_re_loop_LL_B,1316.0,7470.0,2551.0,9297.0,4126.0,4902.0,2405.0,3312.0,6680.0,2398.0,4197.0,7437.0,989.0,7792.0,5119.0,1767.0,3981.0,3501.0,6998.0,1794.0,987.0,2228.0,1396.0,527.0,1626.0,5626.0,4340.0,5558.0,3750.0,5468.0,2421.0,1762.0,6224.0,3031.0,968.0,5913.0,2437.0,1745.0,1449.0,3491.0,3040.0,9386.0,1140.0,2285.0,896.0,8047.0,1990.0,2921.0,6167.0,6155.0,5490.0,1413.0,59.0,1824.0,3263.0,7323.0,2751.0,3447.0,2783.0,1740.0,7156.0,10523.0,3870.0,3054.0,1417.0,3480.0,1136.0,1913.0,1090.0,1695.0,11082.0,8914.0,3732.0,4241.0,10364.0,2953.0,1902.0,1672.0,2866.0,2516.0,3.0,876.0,7501.0,297.0,6357.0,7638.0,4554.0,6469.0,6264.0,8.0,6327.0,5802.0,3210.0,6434.0,1450.0,2049.0,1511.0,756.0,6276.0,10864.0,1473.0,887.0,1204.0,8109.0,5518.0,8334.0,1510.0,3866.0,2569.0,4455.0,3430.0,4277.0,2325.0,5460.0,578.0,1472.0,8.0,1165.0,413.0,361.0,575.0,535.0
ZCON_15_re_loop_resurf_A,94.0,4717.0,2959.0,3147.0,1578.0,1442.0,400.0,982.0,1828.0,1244.0,946.0,2904.0,687.0,2575.0,2762.0,496.0,1438.0,818.0,2521.0,764.0,346.0,1722.0,506.0,959.0,647.0,2396.0,4408.0,1907.0,871.0,861.0,810.0,405.0,849.0,1685.0,705.0,2242.0,1306.0,2229.0,1057.0,622.0,1591.0,3489.0,94.0,1016.0,1460.0,2644.0,1040.0,1178.0,1431.0,1547.0,2749.0,2011.0,20.0,1050.0,1095.0,1923.0,578.0,967.0,680.0,688.0,3173.0,7731.0,1733.0,1477.0,331.0,2716.0,1321.0,1059.0,668.0,519.0,4636.0,4191.0,1814.0,2951.0,4257.0,1406.0,598.0,1284.0,1582.0,586.0,228.0,415.0,3290.0,646.0,2895.0,5883.0,1605.0,1968.0,3429.0,1268.0,1917.0,1838.0,4750.0,2154.0,304.0,1388.0,3.0,7.0,1875.0,1324.0,2426.0,2157.0,452.0,3870.0,776.0,1988.0,1683.0,365.0,2.0,328.0,565.0,1105.0,505.0,9.0,4.0,669.0,127.0,1532.0,270.0,97.0,1.0,39.0
ZCON_15_re_loop_resurf_B,1016.0,2579.0,1777.0,1996.0,2146.0,2631.0,1227.0,1433.0,2627.0,215.0,700.0,1755.0,969.0,3555.0,2819.0,865.0,994.0,278.0,3182.0,1148.0,320.0,808.0,926.0,1090.0,691.0,2385.0,2328.0,1990.0,2399.0,2244.0,901.0,54.0,1403.0,1687.0,57.0,1831.0,1707.0,2.0,858.0,288.0,2128.0,2923.0,373.0,8.0,2643.0,192.0,993.0,9.0,1015.0,933.0,1555.0,1682.0,45.0,2773.0,2156.0,1241.0,77.0,2249.0,5.0,187.0,1518.0,4380.0,567.0,672.0,2000.0,1919.0,1332.0,468.0,218.0,454.0,8061.0,1650.0,1053.0,1143.0,3005.0,1182.0,858.0,1280.0,713.0,633.0,331.0,1071.0,21.0,595.0,1817.0,3379.0,1122.0,1815.0,1797.0,1.0,1274.0,3726.0,617.0,2373.0,1743.0,220.0,1853.0,560.0,1092.0,2535.0,1571.0,956.0,640.0,1284.0,1650.0,1337.0,991.0,302.0,3.0,1.0,1238.0,1519.0,876.0,528.0,3.0,33.0,973.0,9.0,275.0,1.0,249.0,2.0
ZCON_2_CC_A,249.0,5850.0,4892.0,1149.0,4366.0,3825.0,200.0,757.0,2709.0,2430.0,500.0,2507.0,259.0,2011.0,2068.0,249.0,239.0,2125.0,1768.0,1378.0,159.0,1561.0,799.0,1633.0,861.0,5802.0,3299.0,3276.0,3480.0,2699.0,2358.0,350.0,4986.0,3898.0,1720.0,907.0,2128.0,992.0,1618.0,3812.0,456.0,4018.0,1315.0,339.0,562.0,1731.0,1267.0,497.0,2066.0,669.0,1465.0,2343.0,521.0,686.0,3839.0,2694.0,1275.0,2490.0,1302.0,285.0,2672.0,3156.0,3481.0,1562.0,1084.0,2370.0,257.0,719.0,709.0,18.0,2789.0,4146.0,1820.0,2300.0,6089.0,3626.0,2034.0,548.0,14.0,734.0,5.0,1218.0,4061.0,1736.0,3210.0,6460.0,1266.0,6459.0,29.0,2.0,1654.0,1905.0,350.0,5152.0,1336.0,1138.0,2.0,243.0,2591.0,3990.0,551.0,1258.0,152.0,676.0,1035.0,2836.0,15.0,299.0,308.0,10.0,1707.0,1757.0,2003.0,513.0,769.0,129.0,1677.0,3203.0,3.0,922.0,1720.0,4.0
ZCON_2_CC_B,249.0,2679.0,1126.0,2259.0,1491.0,619.0,513.0,1388.0,2274.0,770.0,721.0,2790.0,75.0,2093.0,1475.0,304.0,6.0,1814.0,2292.0,605.0,100.0,739.0,895.0,1342.0,2272.0,2194.0,1165.0,600.0,1091.0,1108.0,104.0,182.0,569.0,1985.0,909.0,1242.0,2174.0,138.0,1212.0,2091.0,2184.0,1590.0,45.0,1138.0,451.0,912.0,482.0,535.0,331.0,504.0,1173.0,303.0,280.0,1582.0,1056.0,507.0,778.0,2388.0,10.0,429.0,2642.0,4132.0,150.0,948.0,994.0,2188.0,220.0,773.0,239.0,518.0,1492.0,2297.0,456.0,2010.0,2120.0,529.0,709.0,1.0,322.0,,448.0,274.0,1729.0,1938.0,2299.0,1201.0,669.0,2497.0,3186.0,4.0,735.0,166.0,950.0,770.0,355.0,3.0,3.0,539.0,1491.0,1188.0,923.0,375.0,138.0,587.0,1819.0,2141.0,1370.0,1599.0,105.0,469.0,1043.0,1706.0,128.0,132.0,2.0,168.0,6.0,594.0,819.0,4.0,216.0,2.0
ZCON_2_CC_resurf_A,824.0,5603.0,3890.0,415.0,2596.0,1930.0,2418.0,1152.0,1419.0,1217.0,207.0,2379.0,228.0,3064.0,3651.0,871.0,1018.0,1838.0,4104.0,975.0,250.0,2221.0,620.0,565.0,2863.0,3301.0,1847.0,3358.0,1407.0,1287.0,362.0,348.0,704.0,1665.0,383.0,1406.0,3487.0,508.0,2383.0,2713.0,3518.0,4440.0,1516.0,1511.0,781.0,3400.0,1154.0,276.0,1665.0,483.0,1074.0,4186.0,544.0,3662.0,2491.0,511.0,1457.0,1091.0,974.0,914.0,2252.0,5042.0,3251.0,1972.0,1877.0,1951.0,1042.0,1148.0,894.0,929.0,2824.0,4407.0,1571.0,1074.0,6167.0,3120.0,468.0,240.0,828.0,4.0,3.0,846.0,6319.0,1001.0,644.0,1862.0,2788.0,152.0,1421.0,2.0,785.0,1905.0,3798.0,1392.0,1050.0,1983.0,1868.0,2.0,1738.0,3926.0,3811.0,1010.0,563.0,612.0,674.0,4929.0,717.0,8.0,206.0,4.0,820.0,1617.0,483.0,1149.0,448.0,269.0,330.0,5.0,40.0,320.0,12.0,1389.0
ZCON_2_CC_resurf_B,307.0,1889.0,4350.0,1529.0,2163.0,3825.0,664.0,622.0,6320.0,1850.0,1750.0,3703.0,125.0,1576.0,1281.0,2310.0,89.0,4780.0,628.0,877.0,134.0,507.0,105.0,1162.0,1287.0,3189.0,5404.0,4418.0,3968.0,1438.0,240.0,740.0,2111.0,3643.0,1016.0,4710.0,593.0,87.0,1548.0,309.0,3243.0,7569.0,7.0,2312.0,2515.0,5490.0,1066.0,2131.0,2506.0,856.0,1795.0,1493.0,5.0,2523.0,357.0,1868.0,1376.0,2212.0,1712.0,1628.0,2284.0,4958.0,2537.0,87.0,738.0,1451.0,568.0,1490.0,378.0,711.0,5387.0,5248.0,2290.0,3581.0,3399.0,2147.0,1007.0,896.0,1286.0,170.0,272.0,612.0,2872.0,839.0,579.0,4161.0,951.0,3105.0,1335.0,,1653.0,1766.0,1131.0,5235.0,2.0,760.0,3.0,1871.0,3125.0,4387.0,1929.0,2367.0,102.0,2675.0,1496.0,2289.0,550.0,589.0,2.0,641.0,916.0,4427.0,178.0,939.0,6.0,275.0,5.0,1561.0,5.0,520.0,547.0,716.0
ZCON_2_CC_resurf_cutT2_A,1.0,233.0,1891.0,1870.0,944.0,1595.0,43.0,672.0,1733.0,625.0,1478.0,240.0,726.0,570.0,2130.0,327.0,316.0,1276.0,699.0,515.0,76.0,842.0,837.0,149.0,149.0,3103.0,642.0,697.0,113.0,590.0,276.0,602.0,7.0,119.0,1635.0,408.0,629.0,308.0,481.0,870.0,775.0,319.0,244.0,887.0,886.0,1212.0,277.0,68.0,14.0,1155.0,692.0,2273.0,6.0,1010.0,35.0,2556.0,277.0,15.0,1292.0,72.0,951.0,1827.0,205.0,418.0,1458.0,565.0,3.0,903.0,201.0,2.0,6081.0,905.0,640.0,1145.0,2025.0,1045.0,3.0,1.0,349.0,,2.0,808.0,966.0,827.0,1762.0,2963.0,2018.0,1007.0,926.0,3.0,479.0,1959.0,615.0,395.0,1.0,171.0,812.0,352.0,764.0,1476.0,851.0,5.0,308.0,1089.0,795.0,1307.0,5.0,1132.0,675.0,1.0,299.0,1629.0,1879.0,1275.0,179.0,4.0,2.0,4.0,416.0,843.0,486.0,1.0
ZCON_2_CC_resurf_cutT2_B,967.0,3944.0,5127.0,3336.0,2776.0,280.0,1157.0,729.0,1887.0,1443.0,1602.0,2878.0,6.0,556.0,4868.0,2041.0,1028.0,517.0,2532.0,171.0,542.0,979.0,1097.0,1109.0,1049.0,5422.0,408.0,4828.0,1396.0,3727.0,557.0,5.0,754.0,2426.0,141.0,290.0,321.0,782.0,1310.0,706.0,1582.0,2569.0,34.0,616.0,2055.0,1561.0,206.0,1110.0,3109.0,3312.0,1041.0,1224.0,1895.0,1336.0,1732.0,581.0,260.0,722.0,715.0,548.0,949.0,2825.0,1038.0,340.0,1352.0,2562.0,600.0,929.0,1593.0,425.0,3177.0,4589.0,148.0,1441.0,3673.0,1353.0,1536.0,931.0,512.0,1.0,760.0,949.0,905.0,820.0,2242.0,5735.0,904.0,1039.0,5461.0,1236.0,812.0,3584.0,2099.0,46.0,555.0,10.0,5.0,795.0,2646.0,4399.0,12.0,932.0,425.0,2567.0,1676.0,1540.0,9.0,1189.0,,896.0,2030.0,2736.0,599.0,293.0,6.0,832.0,4.0,1146.0,450.0,651.0,729.0,2.0
ZCON_2_CC_resurf_cutT4_A,272.0,1813.0,555.0,241.0,8.0,489.0,4.0,663.0,767.0,652.0,404.0,388.0,1341.0,522.0,453.0,448.0,295.0,4.0,584.0,112.0,,5.0,1.0,682.0,967.0,457.0,23.0,545.0,4.0,1527.0,312.0,43.0,4.0,1046.0,2.0,6.0,214.0,72.0,418.0,853.0,84.0,604.0,1.0,145.0,624.0,1206.0,2.0,1003.0,572.0,1.0,153.0,4.0,,5.0,564.0,1111.0,192.0,795.0,9.0,129.0,470.0,1409.0,685.0,2.0,303.0,1295.0,2.0,3.0,1.0,734.0,647.0,777.0,2.0,932.0,798.0,906.0,480.0,,1241.0,,,2.0,1463.0,5.0,1035.0,2465.0,339.0,2095.0,813.0,2.0,2143.0,182.0,6.0,277.0,198.0,1.0,,695.0,416.0,775.0,2.0,753.0,77.0,1244.0,6.0,1349.0,139.0,1.0,1.0,4.0,4.0,1669.0,,2.0,2.0,2.0,2.0,1.0,2.0,,,
ZCON_2_CC_resurf_cutT4_B,19.0,517.0,1788.0,505.0,1755.0,793.0,612.0,4.0,433.0,7.0,538.0,1948.0,3.0,3110.0,1424.0,324.0,8.0,338.0,1674.0,467.0,1.0,313.0,537.0,385.0,510.0,1975.0,1436.0,1831.0,800.0,919.0,211.0,1.0,38.0,1109.0,63.0,1018.0,956.0,1054.0,662.0,1330.0,397.0,2794.0,1.0,5.0,474.0,1372.0,2.0,4.0,761.0,1297.0,319.0,333.0,1.0,445.0,1104.0,13.0,3.0,7.0,1019.0,214.0,1634.0,2277.0,1394.0,300.0,1051.0,227.0,733.0,126.0,2.0,1.0,1699.0,1874.0,564.0,462.0,884.0,240.0,3.0,2.0,2.0,254.0,2.0,,752.0,210.0,749.0,1071.0,4.0,1282.0,640.0,,719.0,2706.0,1567.0,11.0,1.0,2.0,3.0,4.0,1760.0,3824.0,1337.0,596.0,618.0,2347.0,3277.0,1450.0,3688.0,3.0,287.0,964.0,425.0,928.0,633.0,7.0,1.0,553.0,,2865.0,2.0,1.0,,
ZCON_2_CC_resurf_cutT6_A,,443.0,5.0,334.0,412.0,257.0,1.0,3.0,7.0,,,652.0,,7.0,231.0,1.0,1.0,3.0,182.0,3.0,43.0,686.0,1140.0,1.0,1.0,4.0,921.0,5.0,136.0,4.0,,1.0,243.0,,,,1804.0,379.0,,226.0,227.0,265.0,1.0,176.0,2.0,471.0,1.0,109.0,1227.0,1.0,4.0,1.0,,179.0,2.0,454.0,,2.0,1.0,185.0,338.0,475.0,312.0,,1.0,209.0,683.0,2.0,1.0,460.0,4.0,1636.0,1.0,503.0,252.0,823.0,342.0,,,,1.0,1.0,413.0,164.0,5.0,547.0,71.0,1659.0,262.0,,,911.0,445.0,3.0,1.0,182.0,1.0,,243.0,9.0,3.0,1.0,,1236.0,2.0,814.0,3.0,1.0,,3.0,2.0,868.0,326.0,2.0,602.0,,241.0,4.0,,,,
ZCON_2_CC_resurf_cutT6_B,,3.0,213.0,3.0,517.0,315.0,2.0,2.0,340.0,176.0,157.0,544.0,1.0,287.0,2.0,299.0,2.0,411.0,253.0,811.0,,,,184.0,146.0,259.0,4.0,3.0,559.0,1.0,788.0,633.0,1.0,326.0,254.0,3.0,2.0,301.0,3.0,1942.0,,507.0,71.0,833.0,48.0,3.0,1.0,152.0,4.0,245.0,182.0,369.0,,457.0,261.0,2548.0,4.0,109.0,,295.0,563.0,120.0,640.0,598.0,3.0,239.0,355.0,1.0,1.0,,6.0,516.0,,176.0,57.0,56.0,,4.0,160.0,3.0,,1.0,930.0,557.0,62.0,1789.0,97.0,4.0,313.0,,5.0,2.0,2.0,693.0,1.0,275.0,1.0,,1019.0,3.0,474.0,585.0,327.0,5.0,651.0,2.0,,2.0,,820.0,192.0,673.0,2.0,,,319.0,1.0,,1.0,,,
ZCON_37_LL_A,1729.0,10532.0,8926.0,4012.0,5823.0,6758.0,2072.0,974.0,2874.0,1571.0,2093.0,4787.0,1295.0,4367.0,2721.0,468.0,3336.0,3927.0,5867.0,2191.0,487.0,667.0,1036.0,2352.0,414.0,4807.0,1898.0,5856.0,2784.0,2996.0,1386.0,467.0,2334.0,874.0,834.0,2987.0,3502.0,1879.0,1213.0,1009.0,2777.0,5788.0,513.0,4388.0,3547.0,2121.0,1637.0,2221.0,4132.0,973.0,2521.0,2782.0,431.0,2604.0,1946.0,5590.0,1497.0,3843.0,3468.0,762.0,6359.0,7962.0,7672.0,1784.0,1544.0,3477.0,1722.0,603.0,2108.0,1785.0,4683.0,3577.0,2205.0,2221.0,4420.0,4463.0,2020.0,505.0,896.0,538.0,229.0,1886.0,7715.0,2210.0,5635.0,10745.0,2627.0,2836.0,1305.0,2.0,2610.0,1978.0,2582.0,2129.0,784.0,1174.0,451.0,6.0,3385.0,3591.0,3037.0,2037.0,941.0,3692.0,1150.0,5776.0,1602.0,857.0,1039.0,425.0,3303.0,4185.0,750.0,22.0,1958.0,517.0,474.0,10.0,108.0,6.0,367.0,4.0
ZCON_37_LL_B,315.0,3546.0,1921.0,5152.0,2364.0,3522.0,956.0,2340.0,5207.0,691.0,2330.0,3145.0,882.0,3738.0,4161.0,893.0,675.0,1834.0,3878.0,1406.0,1010.0,636.0,1188.0,220.0,1375.0,4560.0,1874.0,4133.0,1822.0,804.0,676.0,1331.0,964.0,4509.0,1736.0,2863.0,2160.0,1066.0,2821.0,1392.0,2287.0,4581.0,849.0,1901.0,2046.0,4908.0,1380.0,1130.0,3527.0,3214.0,2382.0,1464.0,853.0,4045.0,5332.0,3163.0,546.0,2241.0,1396.0,1279.0,2774.0,4079.0,3720.0,1049.0,1316.0,2249.0,1195.0,461.0,836.0,999.0,7067.0,6963.0,3542.0,2146.0,6945.0,3628.0,532.0,2124.0,383.0,884.0,2.0,1342.0,3093.0,830.0,3191.0,10286.0,2999.0,2285.0,1754.0,,658.0,3997.0,881.0,3424.0,1319.0,6.0,458.0,2.0,2411.0,28.0,2397.0,2147.0,729.0,1598.0,2407.0,5467.0,742.0,2503.0,1.0,954.0,987.0,3159.0,2980.0,1508.0,1406.0,267.0,452.0,93.0,546.0,420.0,470.0,1563.0
ZCON_37_resurf_A,337.0,1372.0,2767.0,769.0,845.0,816.0,159.0,10.0,2082.0,1416.0,151.0,3615.0,576.0,2773.0,2173.0,7.0,754.0,600.0,1323.0,1656.0,265.0,537.0,181.0,608.0,399.0,1919.0,553.0,3914.0,2372.0,1388.0,433.0,263.0,894.0,297.0,495.0,1654.0,2482.0,930.0,680.0,859.0,1564.0,4498.0,299.0,192.0,657.0,2833.0,1948.0,503.0,1357.0,11.0,930.0,1594.0,67.0,2367.0,2614.0,1691.0,302.0,314.0,1010.0,27.0,896.0,4222.0,447.0,1772.0,688.0,1893.0,205.0,430.0,501.0,354.0,3096.0,3038.0,886.0,1211.0,3453.0,2157.0,3261.0,573.0,865.0,356.0,1.0,912.0,2222.0,89.0,914.0,1345.0,1295.0,1391.0,1836.0,1.0,1279.0,998.0,1477.0,1075.0,16.0,713.0,282.0,1.0,1021.0,3837.0,,2572.0,474.0,3403.0,941.0,1185.0,837.0,997.0,3.0,397.0,1075.0,1474.0,1.0,556.0,2111.0,327.0,586.0,3.0,1.0,394.0,1.0,1.0
ZCON_37_resurf_B,1028.0,2958.0,6639.0,2846.0,2443.0,1844.0,2389.0,1276.0,850.0,324.0,958.0,1117.0,631.0,1837.0,3538.0,350.0,1676.0,619.0,4565.0,691.0,107.0,261.0,67.0,960.0,1115.0,888.0,1956.0,726.0,702.0,386.0,1438.0,738.0,394.0,2135.0,418.0,714.0,2009.0,716.0,524.0,848.0,180.0,5591.0,218.0,2254.0,760.0,1840.0,536.0,1944.0,1532.0,1552.0,533.0,1375.0,644.0,2284.0,351.0,1596.0,1678.0,1637.0,1073.0,1108.0,3741.0,2734.0,1114.0,1019.0,1044.0,1821.0,331.0,477.0,911.0,243.0,2325.0,2902.0,1473.0,1619.0,2024.0,1308.0,925.0,585.0,247.0,33.0,94.0,722.0,1497.0,125.0,1502.0,5376.0,1470.0,4284.0,2639.0,3.0,341.0,3233.0,1665.0,2652.0,701.0,1013.0,149.0,1303.0,1657.0,959.0,948.0,437.0,49.0,1940.0,1722.0,293.0,1035.0,1378.0,275.0,961.0,624.0,770.0,544.0,698.0,784.0,759.0,19.0,598.0,366.0,597.0,187.0,1039.0
ZCON_VR_2_A,685.0,4753.0,5326.0,1045.0,3076.0,1327.0,1748.0,1472.0,1659.0,490.0,1001.0,4518.0,845.0,4079.0,2882.0,988.0,3375.0,1201.0,5039.0,1024.0,209.0,491.0,880.0,664.0,1863.0,4605.0,4027.0,3270.0,2551.0,2357.0,1945.0,520.0,2660.0,2687.0,1888.0,2691.0,2064.0,270.0,1373.0,2697.0,1009.0,4381.0,222.0,962.0,4668.0,6327.0,665.0,718.0,3149.0,2304.0,4356.0,3182.0,7.0,2771.0,2499.0,3164.0,786.0,2822.0,987.0,535.0,2458.0,4404.0,1897.0,764.0,4100.0,4821.0,4.0,859.0,1083.0,6.0,2900.0,3447.0,382.0,2512.0,5593.0,2988.0,40.0,963.0,954.0,1120.0,,215.0,2841.0,1309.0,1065.0,5648.0,1247.0,2066.0,4449.0,857.0,3936.0,2883.0,532.0,1539.0,279.0,817.0,2072.0,172.0,3660.0,4332.0,2788.0,2855.0,173.0,550.0,1407.0,4544.0,680.0,3012.0,1.0,892.0,1042.0,4191.0,470.0,1613.0,306.0,270.0,617.0,1117.0,216.0,159.0,3.0,3.0
ZCON_VR_2_B,411.0,5095.0,3406.0,1895.0,5493.0,3493.0,1433.0,1236.0,5055.0,1472.0,4582.0,3194.0,437.0,1920.0,1724.0,1230.0,1914.0,3280.0,3052.0,363.0,128.0,1162.0,244.0,1923.0,1451.0,4116.0,2509.0,3001.0,4507.0,3507.0,1512.0,166.0,3269.0,3829.0,3679.0,3964.0,2272.0,1807.0,1414.0,1605.0,3636.0,3914.0,808.0,1206.0,1759.0,4165.0,329.0,1594.0,2211.0,989.0,3293.0,2157.0,5.0,4348.0,5570.0,2345.0,3901.0,3985.0,661.0,1760.0,4462.0,7094.0,2209.0,4284.0,1030.0,3034.0,2433.0,1051.0,1364.0,565.0,8517.0,4329.0,1211.0,5648.0,6453.0,4995.0,1808.0,935.0,866.0,540.0,469.0,241.0,401.0,1492.0,1877.0,9174.0,248.0,2477.0,4267.0,1240.0,3553.0,4486.0,1142.0,2396.0,1098.0,455.0,1524.0,930.0,3933.0,5276.0,706.0,2006.0,949.0,5103.0,2797.0,1659.0,3636.0,652.0,124.0,279.0,2988.0,3327.0,1422.0,2316.0,1370.0,2204.0,1199.0,785.0,1442.0,353.0,138.0,5.0
ZCON_VR_2_cutT2_A,821.0,2409.0,2791.0,695.0,2202.0,847.0,268.0,229.0,1955.0,227.0,2134.0,1288.0,215.0,2184.0,1134.0,468.0,662.0,304.0,1243.0,522.0,153.0,757.0,838.0,656.0,596.0,2625.0,978.0,475.0,1991.0,920.0,576.0,165.0,646.0,14.0,848.0,3459.0,579.0,255.0,101.0,985.0,384.0,3329.0,3.0,806.0,11.0,616.0,5.0,556.0,859.0,1358.0,1776.0,17.0,52.0,653.0,466.0,585.0,2366.0,599.0,291.0,452.0,970.0,1603.0,1583.0,776.0,1062.0,1033.0,4.0,250.0,434.0,534.0,3339.0,1789.0,630.0,1972.0,1352.0,464.0,107.0,392.0,4.0,2.0,2.0,217.0,2854.0,1392.0,636.0,2674.0,532.0,1882.0,1941.0,456.0,1069.0,557.0,1740.0,1722.0,973.0,385.0,1.0,2.0,924.0,1978.0,1642.0,174.0,435.0,1064.0,2.0,362.0,3.0,105.0,398.0,886.0,436.0,907.0,291.0,2.0,1015.0,1.0,384.0,635.0,1.0,3.0,2.0,
