,trp1_l43,his1_l43,trp1_l44,his1_l44,trp1_l49,his1_l49
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_A,1421.0,71.0,373.0,19.0,32.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_B,2.0,0.0,2.0,0.0,6.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_A,785.0,18.0,346.0,21.0,20.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_B,1905.0,66.0,315.0,37.0,50.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT2_A,3798.0,30.0,200.0,12.0,34.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT2_B,1392.0,21.0,428.0,12.0,100.0,6.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT4_A,1050.0,44.0,66.0,5.0,40.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT4_B,1983.0,10.0,153.0,11.0,48.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT6_A,1868.0,54.0,254.0,7.0,31.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_2_CC_resurf_cutT6_B,2.0,0.0,165.0,6.0,22.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_37_LL_A,1738.0,34.0,391.0,40.0,54.0,6.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_37_LL_B,3926.0,82.0,444.0,33.0,57.0,10.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_37_resurf_A,3811.0,256.0,114.0,88.0,29.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_37_resurf_B,1010.0,8.0,132.0,33.0,11.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_A,563.0,10.0,285.0,6.0,40.0,25.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_B,612.0,69.0,455.0,39.0,45.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT2_A,674.0,73.0,314.0,53.0,41.0,7.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT2_B,4929.0,48556.0,275.0,9.0,73.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT4_A,717.0,12.0,249.0,39.0,76.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT4_B,8.0,33.0,274.0,30.0,53.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT6_A,206.0,0.0,190.0,7.0,41.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_cutT6_B,4.0,0.0,394.0,33.0,85.0,5.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_resurf_A,820.0,573.0,235.0,74.0,8.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:ZCON_VR_2_resurf_B,1617.0,215.0,163.0,77.0,38.0,30.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_A,483.0,20.0,128.0,15.0,33.0,3.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_B,1149.0,44.0,41.0,2.0,63.0,1.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT1_A,448.0,23.0,170.0,15.0,103.0,4.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT1_B,269.0,5.0,156.0,9.0,38.0,9.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT2_A,330.0,0.0,267.0,48.0,61.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT2_B,5.0,4.0,110.0,11.0,56.0,2.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT3_A,40.0,19.0,265.0,17.0,55.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT3_B,320.0,0.0,99.0,9.0,30.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT4_A,12.0,0.0,148.0,37.0,31.0,0.0
DBD:ZCON_2_CC_resurf_A:AD:mALb8_cutT4_B,1389.0,91.0,98.0,7.0,17.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_13,307.0,19.0,291.0,1602.0,18.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_150,1889.0,61.0,223.0,27.0,33.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_154,4350.0,520.0,901.0,98.0,85.0,8.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_155,1529.0,58.0,366.0,78.0,87.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_15_re_loop,2163.0,315.0,69.0,49.0,38.0,17.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_162,3825.0,161.0,326.0,57.0,29.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_37_3,664.0,3.0,208.0,21.0,21.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_37,622.0,43.0,302.0,11.0,76.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:A_ZCON_6,6320.0,206.0,240.0,24.0,37.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_13,1850.0,42.0,104.0,4.0,15.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_150,1750.0,365.0,310.0,43.0,32.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_154,3703.0,273.0,297.0,532.0,42.0,5.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_155,125.0,18.0,96.0,9.0,18.0,9.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_15_re_loop,1576.0,693.0,756.0,90.0,75.0,34.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_162,1281.0,25.0,188.0,6.0,16.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_37_3,2310.0,67.0,324.0,100.0,25.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_37,89.0,12.0,293.0,27.0,30.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:B_ZCON_6,4780.0,265.0,323.0,95.0,29.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_00_A,628.0,25.0,287.0,52.0,29.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_00_B,877.0,18.0,205.0,9.0,25.0,9.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_01_A,134.0,0.0,72.0,6.0,18.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_01_B,507.0,3.0,187.0,5.0,21.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_02_A,105.0,17.0,65.0,13.0,7.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_02_B,1162.0,97.0,146.0,22.0,97.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_03_A,1287.0,46.0,253.0,44.0,25.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_03_B,3189.0,94.0,230.0,9.0,95.0,21.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_04_A,5404.0,248.0,282.0,103.0,15.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_04_B,4418.0,64.0,493.0,21.0,56.0,28.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_05_A,3968.0,65.0,111.0,6.0,30.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_05_B,1438.0,240.0,681.0,19.0,85.0,11.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_06_A,240.0,2.0,277.0,11.0,13.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_06_B,740.0,21.0,291.0,34.0,18.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_07_A,2111.0,60.0,566.0,48.0,58.0,141.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_07_B,3643.0,316.0,272.0,28.0,21.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_08_A,1016.0,19.0,269.0,45.0,13.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_08_B,4710.0,159.0,377.0,67.0,35.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_09_A,593.0,41.0,136.0,9.0,27.0,7.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_09_B,87.0,16.0,144.0,23.0,18.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_10_A,1548.0,41.0,238.0,80.0,25.0,6.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_10_B,309.0,8.0,184.0,8.0,33.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_11_A,3243.0,105.0,389.0,1321.0,16.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_11_B,7569.0,650.0,311.0,113.0,77.0,11.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_12_A,7.0,28.0,14.0,19.0,6.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_12_B,2312.0,266.0,98.0,2.0,35.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_13_A,2515.0,645.0,191.0,62.0,42.0,15.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_13_B,5490.0,194.0,662.0,57.0,44.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_14_A,1066.0,14.0,213.0,25.0,16.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_14_B,2131.0,100.0,282.0,50.0,22.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_15_A,2506.0,57.0,345.0,122.0,54.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_15_B,856.0,61.0,412.0,41.0,18.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_16_A,1795.0,324.0,452.0,35.0,9.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_16_B,1493.0,191.0,236.0,16.0,40.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_17_A,5.0,6.0,13.0,3.0,14.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_17_B,2523.0,15889.0,306.0,2616.0,17.0,9.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_18_A,357.0,16.0,294.0,24.0,45.0,7.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_18_B,1868.0,57.0,480.0,64.0,55.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_19_A,1376.0,129.0,208.0,20.0,19.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_19_B,2212.0,198.0,691.0,326.0,38.0,25.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_20_A,1712.0,37.0,154.0,52.0,10.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:DHDr2_20_B,1628.0,47.0,235.0,47.0,42.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_150_LL_A,2284.0,175.0,564.0,45.0,34.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_150_LL_B,4958.0,63.0,549.0,88.0,49.0,36.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_150_resurf_A,2537.0,145.0,430.0,76.0,20.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_150_resurf_B,87.0,9.0,258.0,130.0,24.0,6.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_A,738.0,90.0,226.0,7.0,5.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_B,1451.0,123.0,323.0,64.0,19.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_T2_A,568.0,39.0,178.0,58.0,66.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_T2_B,1490.0,122.0,183.0,34.0,12.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_T4_A,378.0,2.0,322.0,28.0,44.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_152_T4_B,711.0,2.0,140.0,20.0,23.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_154_LL_A,5387.0,780.0,951.0,37605.0,98.0,15.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_154_LL_B,5248.0,268.0,717.0,211.0,52.0,6.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_154_resurf_A,2290.0,350.0,471.0,15.0,23.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_154_resurf_B,3581.0,552.0,251.0,38.0,24.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_LL_A,3399.0,599.0,1031.0,165.0,314.0,47.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_LL_B,2147.0,124.0,336.0,120.0,48.0,9.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT2_A,1007.0,3.0,301.0,66.0,46.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT2_B,896.0,6.0,367.0,76.0,50.0,11.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT4_A,1286.0,5.0,372.0,5.0,78.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT4_B,170.0,0.0,325.0,114.0,92.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT5_A,272.0,0.0,270.0,91.0,122.0,30.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_cutT5_B,612.0,54.0,775.0,4206.0,379.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_resurf_A,2872.0,146.0,1107.0,74.0,158.0,21.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_155_resurf_B,839.0,54.0,294.0,44.0,20.0,18.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_15_re_loop_LL_A,579.0,119.0,382.0,41.0,38.0,7.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_15_re_loop_LL_B,4161.0,92.0,553.0,43.0,136.0,20.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_15_re_loop_resurf_A,951.0,660.0,385.0,78.0,17.0,5.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_15_re_loop_resurf_B,3105.0,88057.0,474.0,25.0,36.0,3.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_A,1335.0,88.0,417.0,24.0,33.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_A,1653.0,142.0,174.0,8.0,31.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_B,1766.0,86.0,298.0,27.0,71.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT2_A,1131.0,16.0,324.0,7.0,28.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT2_B,5235.0,112.0,774.0,63.0,152.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT4_A,2.0,11.0,224.0,48.0,40.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT4_B,760.0,54.0,483.0,24.0,57.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT6_A,3.0,0.0,249.0,22.0,46.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_2_CC_resurf_cutT6_B,1871.0,14.0,310.0,32.0,52.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_37_LL_A,3125.0,61.0,290.0,51.0,64.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_37_LL_B,4387.0,366.0,217.0,34.0,42.0,15.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_37_resurf_A,1929.0,59.0,332.0,16.0,20.0,2.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_37_resurf_B,2367.0,129.0,278.0,15.0,14.0,1.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_A,102.0,7.0,154.0,14.0,44.0,14.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_B,2675.0,5787.0,361.0,90.0,53.0,12.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT2_A,1496.0,161.0,367.0,26.0,37.0,6.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT2_B,2289.0,235.0,515.0,42.0,60.0,24.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT4_A,550.0,4.0,565.0,147.0,131.0,13.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT4_B,589.0,113.0,488.0,63.0,63.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT6_A,2.0,0.0,246.0,57.0,73.0,15.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_cutT6_B,641.0,45.0,397.0,54.0,75.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_resurf_A,916.0,429.0,59.0,24.0,13.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:ZCON_VR_2_resurf_B,4427.0,929.0,207.0,41.0,33.0,86.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_A,178.0,10.0,376.0,24.0,53.0,7.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_B,939.0,62.0,69.0,5.0,40.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT1_A,6.0,11.0,304.0,20.0,39.0,14.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT1_B,275.0,65.0,272.0,79.0,102.0,5.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT2_A,5.0,0.0,256.0,46.0,46.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT2_B,1561.0,8.0,565.0,20.0,85.0,4.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT3_A,5.0,9.0,280.0,21.0,80.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT3_B,520.0,4.0,254.0,7.0,76.0,5.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT4_A,547.0,22.0,258.0,52.0,41.0,0.0
DBD:ZCON_2_CC_resurf_B:AD:mALb8_cutT4_B,716.0,3.0,127.0,21.0,31.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_13,1.0,17.0,229.0,13.0,6.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_150,233.0,10.0,387.0,114.0,8.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_154,1891.0,215.0,608.0,49.0,22.0,3.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_155,1870.0,51613.0,292.0,55.0,47.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_15_re_loop,944.0,100.0,251.0,19.0,9.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_162,1595.0,98.0,226.0,29.0,7.0,2.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_37_3,43.0,3.0,135.0,89.0,6.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_37,672.0,14.0,463.0,108.0,15.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:A_ZCON_6,1733.0,59.0,127.0,12.0,16.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_13,625.0,32.0,363.0,56.0,22.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_150,1478.0,135.0,197.0,99.0,25.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_154,240.0,104.0,351.0,53.0,12.0,3.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_155,726.0,11.0,63.0,22.0,7.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_15_re_loop,570.0,36.0,354.0,62.0,13.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_162,2130.0,46.0,287.0,10.0,16.0,2.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_37_3,327.0,2.0,390.0,9.0,11.0,2.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_37,316.0,7.0,59.0,8.0,22.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:B_ZCON_6,1276.0,35.0,211.0,68.0,11.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_00_A,699.0,27.0,187.0,26.0,10.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_00_B,515.0,8.0,159.0,46.0,10.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_01_A,76.0,7.0,65.0,11.0,6.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_01_B,842.0,138.0,224.0,25.0,1.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_02_A,837.0,15.0,108.0,12.0,5.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_02_B,149.0,1.0,128.0,141.0,11.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_03_A,149.0,54.0,145.0,0.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_03_B,3103.0,90.0,533.0,53.0,21.0,11.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_04_A,642.0,6.0,178.0,52.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_04_B,697.0,3.0,275.0,8.0,19.0,6.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_05_A,113.0,9.0,120.0,30.0,7.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_05_B,590.0,41.0,417.0,48.0,38.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_06_A,276.0,70.0,170.0,54.0,3.0,56.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_06_B,602.0,24.0,186.0,26.0,11.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_07_A,7.0,3.0,402.0,131.0,13.0,2.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_07_B,119.0,51.0,142.0,56.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_08_A,1635.0,125.0,130.0,48.0,16.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_08_B,408.0,60.0,183.0,35.0,9.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_09_A,629.0,17.0,137.0,31.0,10.0,2.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_09_B,308.0,87.0,191.0,49.0,14.0,3.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_10_A,481.0,2344.0,282.0,49.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_10_B,870.0,40.0,215.0,32.0,5.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_11_A,775.0,20787.0,210.0,21.0,4.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_11_B,319.0,185.0,463.0,100.0,22.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_12_A,244.0,59.0,13.0,4.0,2.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_12_B,887.0,42.0,273.0,15.0,21.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_13_A,886.0,217.0,226.0,14.0,14.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_13_B,1212.0,118.0,314.0,34.0,18.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_14_A,277.0,15.0,192.0,21.0,14.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_14_B,68.0,4.0,197.0,14.0,7.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_15_A,14.0,5.0,297.0,45.0,15.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_15_B,1155.0,106.0,276.0,3.0,6.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_16_A,692.0,25.0,130.0,25.0,6.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_16_B,2273.0,107.0,302.0,55.0,13.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_17_A,6.0,8.0,25.0,0.0,1.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_17_B,1010.0,58.0,155.0,44.0,10.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_18_A,35.0,7.0,187.0,14.0,20.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_18_B,2556.0,21350.0,516.0,24.0,24.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_19_A,277.0,458.0,74.0,26.0,8.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_19_B,15.0,118.0,443.0,85.0,9.0,7.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_20_A,1292.0,5.0,122.0,1742.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:DHDr2_20_B,72.0,6.0,207.0,25.0,13.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_150_LL_A,951.0,160.0,336.0,125.0,25.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_150_LL_B,1827.0,191.0,480.0,80.0,16.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_150_resurf_A,205.0,4.0,214.0,30.0,8.0,1.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_150_resurf_B,418.0,60.0,213.0,50.0,16.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_A,1458.0,60.0,164.0,101.0,3.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_B,565.0,77.0,94.0,14.0,12.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_T2_A,3.0,13.0,208.0,21.0,46.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_T2_B,903.0,51.0,165.0,31.0,2.0,3.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_T4_A,201.0,0.0,234.0,32.0,17.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_152_T4_B,2.0,0.0,147.0,22.0,10.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_154_LL_A,6081.0,489.0,785.0,52.0,43.0,0.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_154_LL_B,905.0,123.0,677.0,266.0,25.0,5.0
DBD:ZCON_2_CC_resurf_cutT2_A:AD:ZCON_154_resurf_A,640.0,33.0,119.0,13.0,11.0,0.0
