"","trp1_l43","his1_l43","trp1_l44","his1_l44","trp1_l49","his1_l49","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:A_ZCON_150:AD:DHDr2_17_B",3404,255,350,1456,25,3,482.100927327804,0.700351564335892,1.22612171734755,0.0473857981345121,0.205144396757323
"DBD:A_ZCON_150:AD:DHDr2_18_A",4072,135,439,21,34,2,111.849034759113,-0.205396986693837,0.558773772725512,0.167557312310538,NA
"DBD:A_ZCON_150:AD:DHDr2_18_B",4967,245,801,56,49,3,172.510098567694,-0.113216043149627,0.400793784515791,0.312028511666655,0.630997427548764
"DBD:A_ZCON_150:AD:DHDr2_19_A",6561,531,423,14,20,4,195.486017789235,-0.0132878676487427,0.386723094134652,0.904784162604344,0.968341168703377
"DBD:A_ZCON_150:AD:DHDr2_19_B",2163,459,573,54,50,30,216.435958022504,0.120019472608354,0.387071947992072,0.276067323394855,0.595827811566556
"DBD:A_ZCON_150:AD:DHDr2_20_A",1805,258,349,6,18,2,89.0145612857419,0.00293410206367371,0.364621184567842,0.977813574429304,NA
"DBD:A_ZCON_150:AD:DHDr2_20_B",1947,165,629,66,21,1,103.45703683767,-0.0364529695497159,0.323993798114027,0.702068660778509,NA
"DBD:A_ZCON_150:AD:ZCON_150_LL_A",11541,803,462,57,47,1,313.530029689371,-0.0280651550307411,0.41072871655643,0.810260405984646,0.929441002067723
"DBD:A_ZCON_150:AD:ZCON_150_LL_B",8350,988,697,144,37,4,338.318271587769,0.0384959085974862,0.367183072038449,0.714230131509767,0.897354129329599
"DBD:A_ZCON_150:AD:ZCON_150_resurf_A",1978,201,669,48,10,2,103.251671951459,-0.0215705250331592,0.328634299114112,0.823115286229773,NA
"DBD:A_ZCON_150:AD:ZCON_150_resurf_B",1799,145,263,65,17,5,88.6820903447996,0.0300264168120682,0.277307614969773,0.729616973427075,NA
"DBD:A_ZCON_150:AD:ZCON_152_A",2266,296,495,61,3,1,111.43334916333,0.0308874922489348,0.391209064880333,0.781933682023454,NA
"DBD:A_ZCON_150:AD:ZCON_152_B",3472,318,491,85,13,0,137.339703996017,0.00569161685227179,0.388660761227121,0.959371900412121,0.984744077706022
"DBD:A_ZCON_150:AD:ZCON_152_T2_A",1298,166,452,75,52,3,109.231107544651,-0.0173104870175672,0.272976608286587,0.840197776851871,NA
"DBD:A_ZCON_150:AD:ZCON_152_T2_B",2604,91,399,80,21,2,95.4357423368074,-0.0534441302961135,0.320225251831698,0.572548297270899,NA
"DBD:A_ZCON_150:AD:ZCON_152_T4_A",1052,224,756,75,30,1,114.062514238685,-0.0052004048568976,0.319410199464053,0.956145925589313,NA
"DBD:A_ZCON_150:AD:ZCON_152_T4_B",18,0,320,62,22,5,50.2089239841273,0.00595888059503971,0.504207400189783,0.966832042730762,NA
"DBD:A_ZCON_150:AD:ZCON_154_LL_A",11645,310,1233,240,115,25,400.090883192016,-0.0731889334795943,0.297694137521391,0.430126417216965,0.73208547997835
"DBD:A_ZCON_150:AD:ZCON_154_LL_B",15346,19931,1056,356,66,24,3408.01322185043,1.5971042247302,1.80681240768801,NA,NA
"DBD:A_ZCON_150:AD:ZCON_154_resurf_A",4274,205,402,44,16,0,116.603647045577,-0.0709066798155841,0.437112373574786,0.55731137928099,NA
"DBD:A_ZCON_150:AD:ZCON_154_resurf_B",6524,75603,495,55,57,7,11588.6021374975,4.92371421312196,2.0610540192951,NA,NA
"DBD:A_ZCON_150:AD:ZCON_155_LL_A",15214,664,1543,267,151,12,506.164551602054,-0.0751271650611171,0.332303769339561,0.442191565343855,0.74077536407776
"DBD:A_ZCON_150:AD:ZCON_155_LL_B",5189,386,762,110,41,23,244.671743209718,0.0238592109901397,0.269814978028706,0.780557514870716,0.919959752640212
"DBD:A_ZCON_150:AD:ZCON_155_cutT2_A",2327,180,448,43,46,2,110.104477574507,-0.0648403974219403,0.327731079154704,0.501380665591178,NA
"DBD:A_ZCON_150:AD:ZCON_155_cutT2_B",934,19,219,12,58,10,73.3903909034429,-0.110112241293763,0.437829209348467,0.355968336388949,NA
"DBD:A_ZCON_150:AD:ZCON_155_cutT4_A",2751,39,571,116,44,0,112.702202727768,-0.111015160160428,0.472581000741658,0.383075995312793,NA
"DBD:A_ZCON_150:AD:ZCON_155_cutT4_B",698,13,701,92,65,8,110.374213152285,-0.0723054774844788,0.38662852847778,0.504747083590136,NA
"DBD:A_ZCON_150:AD:ZCON_155_cutT5_A",1237,14,422,28,46,1,65.4391875577085,-0.789166328188286,1.0840001954919,0.0221192571872793,NA
"DBD:A_ZCON_150:AD:ZCON_155_cutT5_B",1693,160,1740,344,162,5,292.960029504935,-0.0433186991505292,0.338996754460482,0.659854894185479,0.874230452443784
"DBD:A_ZCON_150:AD:ZCON_155_resurf_A",8087,289,1355,124,192,16,349.604592767183,-0.224911489028901,0.457729115898254,0.0958649390388892,0.328297653224431
"DBD:A_ZCON_150:AD:ZCON_155_resurf_B",1449,95,285,9,23,9,74.5468008103211,-0.0240001195310462,0.306697391138333,0.793708493044513,NA
"DBD:A_ZCON_150:AD:ZCON_15_re_loop_LL_A",3173,736,769,293,18,10,284.54010554447,0.209104355331254,0.555035698674893,0.158973779731437,0.448952893538418
"DBD:A_ZCON_150:AD:ZCON_15_re_loop_LL_B",13866,584,916,152,99,32,437.493446694434,-0.0365664510100399,0.294918523421168,0.683847101092819,0.882452312038218
"DBD:A_ZCON_150:AD:ZCON_15_re_loop_resurf_A",2565,49,285,85,20,8,96.4675782954629,-0.0199710757175353,0.28796161206875,0.820961512297066,NA
"DBD:A_ZCON_150:AD:ZCON_15_re_loop_resurf_B",7271,323,619,22,24,3,182.659589410462,-0.100237411948534,0.452898502556184,0.414926877634102,0.721674932798175
"DBD:A_ZCON_150:AD:ZCON_2_CC_A",4555,133,548,114,30,0,139.710917785884,-0.0802915756848168,0.427848554411071,0.495621852360462,0.778222279242344
"DBD:A_ZCON_150:AD:ZCON_2_CC_B",317,0,114,12,7,2,18.9500977275616,-0.0837294525880257,0.498025308817571,0.53815782459877,NA
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_A",5170,137,478,31,29,3,128.744342931413,-0.209194684216938,0.557796249933606,0.160297141740063,0.449692782296985
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_B",11346,325,1099,75,78,1,285.747567609847,-0.231098632955908,0.636830760080385,0.166173821753063,0.458999589160984
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT2_A",5179,56,455,37,19,0,106.44963446907,-0.492794829723443,0.978155577885651,0.0670482959012281,NA
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT2_B",4795,148,1244,125,167,11,263.948379664171,-0.280051011227529,0.525029543871667,0.068536965328205,0.264423415085283
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT4_A",2633,9,277,20,26,0,61.1172201593537,-1.37101165780727,1.48080412259517,0.0115958284624003,NA
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT4_B",3160,177,562,38,47,0,119.432882631008,-0.12284129078678,0.476224607695648,0.336594013413709,NA
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT6_A",375,0,498,37,68,0,67.2623281962438,-0.385558961355155,1.01902733834922,0.146055853062002,NA
"DBD:A_ZCON_150:AD:ZCON_2_CC_resurf_cutT6_B",13,0,571,15,21,3,44.6061010212786,-0.2188814146208,0.788096307752054,0.284755356366831,NA
"DBD:A_ZCON_150:AD:ZCON_37_LL_A",7413,230,779,68,60,4,207.776590802497,-0.181260404701344,0.496460777168947,0.178902779337125,0.479428309825571
"DBD:A_ZCON_150:AD:ZCON_37_LL_B",5054,113,796,124,40,6,172.443118180666,-0.103227130654015,0.360514423884958,0.322900047794116,0.643391451089549
"DBD:A_ZCON_150:AD:ZCON_37_resurf_A",3187,197,364,30,11,2,99.2564110010636,-0.0396843573834716,0.353352177934154,0.696566431561761,NA
"DBD:A_ZCON_150:AD:ZCON_37_resurf_B",1961,129,507,63,13,0,86.363708503004,-0.0404276742869104,0.371615494920096,0.703260961947682,NA
"DBD:A_ZCON_150:AD:ZCON_VR_2_A",852,16,219,12,33,192,423.709998647398,1.13018736639104,1.65120039000104,NA,NA
"DBD:A_ZCON_150:AD:ZCON_VR_2_B",4611,236,698,97,39,6,174.318536177315,-0.0488078846877664,0.295106433712562,0.589091643706305,0.830903375735909
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT2_A",5645,317,713,73,39,5,191.061759560842,-0.0550729765289317,0.326535873989147,0.565829618084615,0.819641210706751
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT2_B",4673,370,730,55,57,1,184.43643716429,-0.0565735305106743,0.370589581224464,0.59075427762423,0.831912398721694
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT4_A",3082,154,726,27,72,4,139.071568094189,-0.235313893621574,0.542583460711042,0.115233047926813,0.370852778622011
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT4_B",1386,39,943,39,69,0,105.157520300053,-0.805823388660383,1.16348433163916,0.0262640285978833,NA
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT6_A",948,57,450,47,48,3,79.5945409141744,-0.123689250183312,0.375004639200247,0.255383785892558,NA
"DBD:A_ZCON_150:AD:ZCON_VR_2_cutT6_B",1040,1,628,23,48,1,69.8043758612952,-1.0895673657742,1.45495287919394,0.0217683952593737,NA
"DBD:A_ZCON_150:AD:ZCON_VR_2_resurf_A",4459,327,523,3743,11,2,1087.30526590122,1.41680582289876,1.78804810589372,0.0186649066305517,0.103236712557047
"DBD:A_ZCON_150:AD:ZCON_VR_2_resurf_B",5136,468,377,56,50,62,308.06855413919,0.122280374849324,0.438671594876484,0.306987887301922,0.62540690724003
"DBD:A_ZCON_150:AD:mALb8_A",4183,361,684,31,54,8,181.864608208667,-0.0359150168090295,0.312111241380521,0.699031332399703,0.88990784424644
"DBD:A_ZCON_150:AD:mALb8_B",1390,142,396,17,25,0,70.8006983862182,-0.0669099011744937,0.402305787983099,0.551304809588826,NA
"DBD:A_ZCON_150:AD:mALb8_cutT1_A",1841,11,272,17,27,2,55.7430345590194,-0.976132668434596,1.16684957459106,0.0145882191272843,NA
"DBD:A_ZCON_150:AD:mALb8_cutT1_B",2802,62,546,190,141,70,319.787980420483,0.0654115420497526,0.369895868353037,0.532579168992422,0.800796751698888
"DBD:A_ZCON_150:AD:mALb8_cutT2_A",1881,30,807,100,65,0,117.292210892442,-0.187828596650354,0.593781416303692,0.226478137607297,NA
"DBD:A_ZCON_150:AD:mALb8_cutT2_B",13,2,600,11,56,3,61.5479627161996,-0.508934802903828,1.13156208837136,0.0930795286513448,NA
"DBD:A_ZCON_150:AD:mALb8_cutT3_A",754,49,377,7,55,0,60.0604193566886,-0.575649760136419,1.03956180467299,0.050975735107636,NA
"DBD:A_ZCON_150:AD:mALb8_cutT3_B",582,4,176,10,47,1,41.547589307679,-1.4192219563929,1.4871029718579,0.0106024564038799,NA
"DBD:A_ZCON_150:AD:mALb8_cutT4_A",2592,519,264,17,33,3,145.735272716675,0.0601742938861574,0.401670552618646,NA,NA
"DBD:A_ZCON_150:AD:mALb8_cutT4_B",1393,12,209,35,21,1,47.7598174181858,-0.19357137148751,0.548353848615093,0.184251741045471,NA
"DBD:A_ZCON_154:AD:A_ZCON_13",1835,67,32,7,37,1,53.8599855733803,-0.172008427824388,0.587285199880468,0.262954098278351,NA
"DBD:A_ZCON_154:AD:A_ZCON_150",9654,1257,644,100,52,1,381.604595746721,0.0351666900364179,0.412073318757361,0.763459326487796,0.914712445793866
"DBD:A_ZCON_154:AD:A_ZCON_154",5082,1016,520,74,92,16,328.966822187688,0.0727066337760733,0.366012466119181,0.484202702187419,0.771002392754737
"DBD:A_ZCON_154:AD:A_ZCON_155",2651,380,754,119,146,0,219.63799324158,-0.0492185847686053,0.397639026011563,0.660864201321888,0.874230452443784
"DBD:A_ZCON_154:AD:A_ZCON_15_re_loop",5376,305,118,4,33,13,155.863085470168,-0.0150693017793816,0.39500600417764,0.894119261667897,0.964875372441521
"DBD:A_ZCON_154:AD:A_ZCON_162",3687,103,299,116,35,5,127.159322301198,-0.0353335854106184,0.296684698278237,0.694802846778727,0.886512988823321
"DBD:A_ZCON_154:AD:A_ZCON_37_3",1393,55,309,49,12,6,67.9453107262426,-0.0133215597935928,0.271147636934398,0.876195733946868,NA
"DBD:A_ZCON_154:AD:A_ZCON_37",1754,116,678,89,32,5,114.947795540789,-0.0361269568063046,0.270403688190285,0.675699209829305,NA
"DBD:A_ZCON_154:AD:A_ZCON_6",4854,406,263,43,43,4,168.062654865034,-0.00895781984659332,0.331609984378398,0.926681545813153,0.97696980892169
"DBD:A_ZCON_154:AD:B_ZCON_13",2649,508,333,39,36,9,166.723974455593,0.0791031027395304,0.371258821246084,0.451474801679244,0.747299184974076
"DBD:A_ZCON_154:AD:B_ZCON_150",3663,477,177,32,47,4,160.367265073798,0.0271909754305284,0.354617140174977,0.79076827432594,0.921920085677559
"DBD:A_ZCON_154:AD:B_ZCON_154",4714,178547,272,25222,110,215,33988.4759235044,7.32421827546301,1.24966081110231,3.74649528431812e-10,1.60498444208383e-08
"DBD:A_ZCON_154:AD:B_ZCON_155",1816,275,121,122,11,7,118.093790285546,0.238291096317561,0.590594321523253,0.132169924924889,NA
"DBD:A_ZCON_154:AD:B_ZCON_15_re_loop",2591,194,292,70,71,16,155.054386907243,0.00548558980329565,0.260776201804516,0.947998726687611,0.981891112975586
"DBD:A_ZCON_154:AD:B_ZCON_162",7383,832,427,72,116,37,376.366795861251,0.0436244380867108,0.32742219931102,0.649446642345334,0.869951977253735
"DBD:A_ZCON_154:AD:B_ZCON_37_3",2596,102,340,70,53,16,134.845426966077,-0.0141322065262859,0.258680872202106,0.866508935400892,0.95146039127292
"DBD:A_ZCON_154:AD:B_ZCON_37",940,25,430,241,50,3,124.197320370692,0.0399418276471638,0.367995465765209,0.704358045529432,0.893180202046915
"DBD:A_ZCON_154:AD:B_ZCON_6",2329,442,158,11,71,3,142.717728718084,0.0167920179404333,0.377313615820182,0.877048085737709,0.95737494506773
"DBD:A_ZCON_154:AD:DHDr2_00_A",6248,1347,785,25,45,0,337.563072812023,0.0627427858649542,0.502946673208115,0.65296195965163,0.870829795557149
"DBD:A_ZCON_154:AD:DHDr2_00_B",1118,199,435,82,10,11,109.484212932686,0.128471879907147,0.393320514920647,0.251499000414007,NA
"DBD:A_ZCON_154:AD:DHDr2_01_A",979,14,62,1,6,0,19.1961358710046,-0.505231091944413,1.08060437885785,0.0834592526371232,NA
"DBD:A_ZCON_154:AD:DHDr2_01_B",2185,157,186,89,20,0,89.1568093142928,0.013678449149369,0.359910602497339,0.895531484504364,NA
"DBD:A_ZCON_154:AD:DHDr2_02_A",997,197,159,53,6,8,80.535464698546,0.258004695277562,0.594037217984026,0.109801709568756,NA
"DBD:A_ZCON_154:AD:DHDr2_02_B",1696,159,148,16,59,8,97.7901701727078,-0.0252741735008389,0.315839752348872,0.787259289613154,NA
"DBD:A_ZCON_154:AD:DHDr2_03_A",1873,166,279,34,9,4,79.7593808744504,0.0141605652853075,0.305226177347831,0.876991283682069,NA
"DBD:A_ZCON_154:AD:DHDr2_03_B",6197,191,385,79,70,103,375.888336051446,0.113686153503143,0.454374920388529,0.355141577879993,0.674451576683977
"DBD:A_ZCON_154:AD:DHDr2_04_A",940,153,294,36,38,6,85.7491903081353,0.013183139635735,0.266098601690824,0.87653073275273,NA
"DBD:A_ZCON_154:AD:DHDr2_04_B",11692,1056,445,67,41,63,476.356697068299,0.0764236205679894,0.408668319084864,0.500257849794671,0.781179812901514
"DBD:A_ZCON_154:AD:DHDr2_05_A",7254,11405,158,46,35,6,1856.15179340955,1.57344134755625,1.93476553914431,NA,NA
"DBD:A_ZCON_154:AD:DHDr2_05_B",2519,183,858,168,107,5,197.032382034803,-0.0529744706242997,0.294733643270397,0.558598842035972,0.815266570599896
"DBD:A_ZCON_154:AD:DHDr2_06_A",747,62,495,263,18,8,130.986515975851,0.163925519862272,0.505900163096739,0.225485980201634,0.542624184470387
"DBD:A_ZCON_154:AD:DHDr2_06_B",523,13,157,14,16,2,29.8931052053939,-0.162725333761225,0.462617792278726,0.200126180540769,NA
"DBD:A_ZCON_154:AD:DHDr2_07_A",296,42,201,58,55,7,73.0445671667412,-0.00948110352694345,0.310999640516289,0.918543738523281,NA
"DBD:A_ZCON_154:AD:DHDr2_07_B",3366,387,257,73,19,11,158.10622650871,0.0784007183846733,0.360518501403728,0.446229304101308,0.741794313402861
"DBD:A_ZCON_154:AD:DHDr2_08_A",1924,715,311,205,23,31,268.868826380396,1.45344808666655,1.13504600708018,0.00377243865177407,0.0289368985096386
"DBD:A_ZCON_154:AD:DHDr2_08_B",3020,583,104,86,51,7,187.431985770692,0.104770227209467,0.433369090341909,0.375884650543964,0.690211159773612
"DBD:A_ZCON_154:AD:DHDr2_09_A",4642,17874,152,795,7,36,3042.07303175145,4.63446917464654,1.5851637709524,0.000161253968350917,0.00194748476138701
"DBD:A_ZCON_154:AD:DHDr2_09_B",2611,415,74,10,12,12,128.317197602262,0.125421447942849,0.517989158687628,0.362998062801529,0.68028219092543
"DBD:A_ZCON_154:AD:DHDr2_10_A",1774,563,353,27,38,11,167.667320969121,0.128103637029689,0.452782892146223,0.296764990714883,0.615307629856497
"DBD:A_ZCON_154:AD:DHDr2_10_B",3129,495,186,26,31,2,144.286400088658,0.0495612195544063,0.395279929203689,0.656871131642048,0.872770137357249
"DBD:A_ZCON_154:AD:DHDr2_11_A",1625,136,266,21,14,3,68.820187019821,-0.0159560748200157,0.30074805550018,0.860180962225596,NA
"DBD:A_ZCON_154:AD:DHDr2_11_B",4608,616,665,48,64,13,243.533591863468,0.0220159958753345,0.305251285368593,0.809831923685308,0.929441002067723
"DBD:A_ZCON_154:AD:DHDr2_12_A",6,116,91,53,16,4,50.5688514055952,0.253622819985183,0.736562469914805,0.183908883516759,NA
"DBD:A_ZCON_154:AD:DHDr2_12_B",498,131,406,68,29,3,80.1271726296903,0.0267967797801469,0.290638396223219,0.762896214444986,NA
"DBD:A_ZCON_154:AD:DHDr2_13_A",1613,115187,230,7659,48,920,21266.3239572883,8.05464631857344,1.06720607229961,NA,NA
"DBD:A_ZCON_154:AD:DHDr2_13_B",7456,771,988,122,45,5,307.929762447365,0.00725847322096659,0.324548543154579,0.939556000116296,0.979653376680528
"DBD:A_ZCON_154:AD:DHDr2_14_A",788,72,175,26,20,2,47.5982145922285,-0.0196682334026399,0.273871609569314,0.819172876258147,NA
"DBD:A_ZCON_154:AD:DHDr2_14_B",1517,93,209,30,16,0,55.8322345359069,-0.0507170910070925,0.364153616598955,0.625500380332166,NA
"DBD:A_ZCON_154:AD:DHDr2_15_A",5545,127,291,21,52,4,133.669178318999,-0.278942753319858,0.659463908650825,0.113271688371951,0.366619199498953
"DBD:A_ZCON_154:AD:DHDr2_15_B",2317,375,372,93,15,4,138.404607394559,0.0890470778715278,0.382778442181897,0.407646023290824,0.715823894726848
"DBD:A_ZCON_154:AD:DHDr2_16_A",3796,274,324,28,13,14,140.598459070669,0.0217729785770187,0.327841959099232,0.821150717371033,0.935016401098761
"DBD:A_ZCON_154:AD:DHDr2_16_B",4304,852,468,35,30,1,223.954930480793,0.066723698215992,0.443718003914221,0.587208154750188,0.829913548310179
"DBD:A_ZCON_154:AD:DHDr2_17_A",1148,22,69,3,4,6,34.2185743548972,-0.0304335209796547,0.388071604938125,0.783557547175382,NA
"DBD:A_ZCON_154:AD:DHDr2_17_B",7057,972,165,20,29,9,272.45932259041,0.0659969197350108,0.446512312400337,0.593705899284022,0.834450947234223
"DBD:A_ZCON_154:AD:DHDr2_18_A",4228,247,420,93,54,41,235.379859550503,0.0647627317592726,0.314442808661283,0.492032939915397,0.776075574906501
"DBD:A_ZCON_154:AD:DHDr2_18_B",8760,217,681,310,55,7,282.48227851971,-0.0277319433169629,0.313630456131083,0.766001222355533,0.914767265327498
"DBD:A_ZCON_154:AD:DHDr2_19_A",2348,200,222,29,12,10,100.031089978129,0.0402951413501325,0.322380442356814,0.671289912783302,NA
"DBD:A_ZCON_154:AD:DHDr2_19_B",3044,909,331,44,51,62,346.004947816098,0.399164798090806,0.818758122810852,0.0738641049200152,0.27743333369875
"DBD:A_ZCON_154:AD:DHDr2_20_A",4795,308,422,32,37,1,147.854372477033,-0.0592815945985463,0.390156134326031,0.589051542089037,0.830903375735909
"DBD:A_ZCON_154:AD:DHDr2_20_B",606,84,364,81,40,177,428.371064622322,1.46443092277676,1.63267396194734,NA,NA
"DBD:A_ZCON_154:AD:ZCON_150_LL_A",7336,337,741,125,52,6,236.202065142073,-0.0558170288646357,0.320932963239965,0.556447783736524,0.814710179899304
"DBD:A_ZCON_154:AD:ZCON_150_LL_B",11480,889,461,56,44,7,336.111826468211,-0.00692600454316014,0.364544320905966,NA,NA
"DBD:A_ZCON_154:AD:ZCON_150_resurf_A",7257,473,433,27,25,7,206.841696189044,-0.025487516532934,0.359623648204874,0.805984575749868,0.92846316634748
"DBD:A_ZCON_154:AD:ZCON_150_resurf_B",1184,48,377,34,43,2,70.1364501631771,-0.213308090021597,0.492963369874871,0.122979539460153,NA
"DBD:A_ZCON_154:AD:ZCON_152_A",969,124,117,24,5,0,43.5059375694143,0.0412629486712807,0.392850090329432,0.711187721074125,NA
"DBD:A_ZCON_154:AD:ZCON_152_B",5847,977,494,522,19,2,382.855523929877,0.196016878290009,0.623356337750729,0.227402626035835,0.543929136018217
"DBD:A_ZCON_154:AD:ZCON_152_T2_A",1576,781,291,59,98,6,221.952380360745,0.0964574112984683,0.428596094287713,0.411130674415046,0.719439072261551
"DBD:A_ZCON_154:AD:ZCON_152_T2_B",2384,406,218,45,21,22,163.696212016937,0.185599451335472,0.516382939463207,0.181552550874439,0.482544653867847
"DBD:A_ZCON_154:AD:ZCON_152_T4_A",2219,130,501,18,42,1,93.3480926939686,-0.167876317292822,0.503467896249191,0.213713591999252,NA
"DBD:A_ZCON_154:AD:ZCON_152_T4_B",1271,78,172,23,30,1,55.8837005501745,-0.0824560948658128,0.357806865500702,0.421407755949704,NA
"DBD:A_ZCON_154:AD:ZCON_154_LL_A",10590,2001,983,181,100,36,632.736643339129,0.112120179054109,0.417650156684441,0.330129098301155,0.649652571169969
"DBD:A_ZCON_154:AD:ZCON_154_LL_B",2705,133834,692,48224,56,71,32771.8385150484,7.66223893219712,1.25471503920543,6.81931267540368e-11,3.3297310601084e-09
"DBD:A_ZCON_154:AD:ZCON_154_resurf_A",557,537,295,49,22,5,133.275589236906,0.363418329703867,0.782376514218048,0.0850954032246108,0.304368826388553
"DBD:A_ZCON_154:AD:ZCON_154_resurf_B",1494,78578,166,13711,20,1149,17711.4416792687,8.52754628052977,0.920703735189233,9.48641150668689e-22,2.87185297679101e-19
"DBD:A_ZCON_154:AD:ZCON_155_LL_A",12711,1404,963,143,246,26,604.830114606471,-0.00083022929715422,0.302504862885882,0.992715774487386,0.996666445268013
"DBD:A_ZCON_154:AD:ZCON_155_LL_B",2118,124,513,271,42,22,198.240720457659,0.134048317172651,0.387689384898667,0.230657446636754,0.547525073276268
"DBD:A_ZCON_154:AD:ZCON_155_cutT2_A",774,4,267,48,58,0,60.5667320924955,-0.241428425575786,0.72104696060864,0.196125449145653,NA
"DBD:A_ZCON_154:AD:ZCON_155_cutT2_B",13,23,288,31,49,36,118.891032698826,0.117580581213902,0.566650130740976,0.437732302902745,NA
"DBD:A_ZCON_154:AD:ZCON_155_cutT4_A",2664,5,685,12,43,0,84.5170149346468,-3.70428741853567,1.1572251584021,0.000115294374050039,NA
"DBD:A_ZCON_154:AD:ZCON_155_cutT4_B",871,49,553,49,74,0,88.6696149369793,-0.26734844011018,0.68187960753036,0.136188061575969,NA
"DBD:A_ZCON_154:AD:ZCON_155_cutT5_A",226,0,355,43,58,0,56.172942426448,-0.227123909238636,0.800751410589808,0.274033184289742,NA
"DBD:A_ZCON_154:AD:ZCON_155_cutT5_B",1392,3,1140,315,247,6,274.099534440886,-0.0886877290431982,0.498631105937007,0.513335954590103,0.7876713100375
"DBD:A_ZCON_154:AD:ZCON_155_resurf_A",5387,440,1553,113,245,32,403.809561703398,-0.0746150122658664,0.297716925596843,0.422018082069396,0.727317913604221
"DBD:A_ZCON_154:AD:ZCON_155_resurf_B",2199,439,181,96,24,12,159.383452157662,0.223133462688755,0.547176034099375,0.133157768413286,0.402308334241339
"DBD:A_ZCON_154:AD:ZCON_15_re_loop_LL_A",3643,407,295,97,53,16,198.020187819292,0.0617184857820764,0.308245669436491,0.507446891319733,0.784820972673382
"DBD:A_ZCON_154:AD:ZCON_15_re_loop_LL_B",7718,782,1214,280,130,31,454.474241182677,0.0369766547926095,0.256191074134333,0.664380174732194,0.874230452443784
"DBD:A_ZCON_154:AD:ZCON_15_re_loop_resurf_A",1437,170,454,149,23,23,156.748943535648,0.215753377482977,0.467613818833557,0.109802523591789,0.358954538974599
"DBD:A_ZCON_154:AD:ZCON_15_re_loop_resurf_B",1776,287,557,61,49,8,142.631606739528,0.0179132975511285,0.266148660321089,0.833058817058041,0.939015214382117
"DBD:A_ZCON_154:AD:ZCON_2_CC_A",4024,360,296,27,25,1,134.43628583362,-0.0116517000420452,0.368631951897811,0.912819435717815,0.972346483132677
"DBD:A_ZCON_154:AD:ZCON_2_CC_B",2,1,8,1,6,5,13.5727248864416,0.164155544609138,0.732718218382295,0.396110866481238,NA
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_A",2245,114,500,50,46,2,103.215606151794,-0.123043785680606,0.380449327108632,0.261050565913618,NA
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_B",5362,265,764,30,102,1,192.705851359854,-0.205851052187727,0.589363708747166,0.184413902210862,0.48772482815348
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT2_A",2485,29,753,71,32,0,98.921657420483,-0.255079040075325,0.680750450654944,0.152170577157676,NA
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT2_B",1355,83,869,241,233,6,248.574436627253,-0.0921756306645434,0.411960252501543,0.417496959453636,0.724161074438105
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT4_A",1238,55,253,6,76,2,74.7568880216934,-0.550506834606034,0.965974434312487,0.046474615091507,NA
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT4_B",738,19,231,9,74,1,60.4054226542067,-1.63772912374249,1.44691139518522,0.00629483542747572,NA
"DBD:A_ZCON_154:AD:ZCON_2_CC_resurf_cutT6_A",4,1,523,22,71,0,61.7908695311545,-0.585684984782726,1.30164186159526,0.0926319635652324,NA
