"","trp1_l68","his1_l68","trp1_new_1_smaller","his1_new_1_smaller","trp1_new_2_smaller","his1_new_2_smaller","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:AN35:AD:PUMA_M144A_W133F",14520,940,6530,420,3966,379,2245.01737573859,-0.200111884276286,0.415007781501063,0.282244352641661,0.435714719390564
"DBD:AN35:AD:PUMA_M144A_Y152A",12710,892,4464,333,4060,751,2130.17777969806,-0.115113799534579,0.37876302408586,0.519349110598497,0.668120991238691
"DBD:AN35:AD:Jerala_P1",2509,185,4985,395,3288,593,1317.58883699164,-0.104242926711166,0.368474498146146,0.562298154012891,NA
"DBD:AN35:AD:Jerala_P2",3959,806,8870,522,6315,1499,2644.36366827408,-0.0189098894713629,0.389096076384114,0.910798062125088,0.945744269549507
"DBD:AN35:AD:Jerala_P3",4503,333,6384,455,3830,550,1626.37343783036,-0.161546565096775,0.374210954880135,0.382082091702268,0.549434088676332
"DBD:AN35:AD:Jerala_P4",3682,307,8372,494,5515,2043,2525.98424585293,0.00744654123952143,0.402120652060738,0.964229580786193,0.978089143549033
"DBD:AN35:AD:Jerala_P5",3596,185,7661,454,6066,883,1971.25071838283,-0.164199990869294,0.423227669780225,0.36201610555684,0.527539693643301
"DBD:AN35:AD:Jerala_P6",4369,792,6848,522,5608,896,2204.6289230975,-0.049070620633933,0.373732329976847,0.77817406748215,0.860265185773114
"DBD:AN35:AD:Jerala_P7",4030,310,4881,194,3466,377,1235.80726507211,-0.357261160477536,0.409459016919501,0.086006342820128,NA
"DBD:AN35:AD:Jerala_P8",2442,147,7448,784,4196,1358,2100.27648365624,0.0245639914242863,0.401603826180279,0.882749636280982,0.933786553153758
"DBD:AN35:AD:Jerala_P9",2464,233,4358,334,2706,475,1151.04892209745,-0.114216361504005,0.351165849510522,0.537680645434635,NA
"DBD:AN35:AD:Jerala_P10",2850,216,4360,880,3697,505,1601.35511347373,0.0214149458074082,0.377225092750014,0.900900821010461,0.945633986139376
"DBD:AN35:AD:Jerala_P11",2643,244,5649,442,4003,582,1485.33994495297,-0.124020057493446,0.376999818905889,0.490815846700949,0.648296867032805
"DBD:AN35:AD:Jerala_P12",1473,122,7098,619,4355,683,1658.93764774712,-0.0778235960662054,0.403300775462034,0.647529184871486,0.767863002824714
"DBD:AN4:AD:BN3",16520,1291,2328,8679,1405,206,6835.80999505385,0.596337900585953,1.08086707334267,0.0699319131672059,0.182785000553438
"DBD:AN4:AD:BN35",25368,305957,3070,31438,1690,23292,156461.457072165,6.30848191986696,1.07026212747615,1.1813229694606e-09,1.24164584449688e-08
"DBD:AN4:AD:BN4",10651,348604,2498,31175,1624,40787,180583.713628337,7.41663328768531,1.00376642021988,NA,NA
"DBD:AN4:AD:PUMA_M144A_A139G",5755,3954,2516,319,1217,178,2431.44712963228,0.420843379152998,0.74391215035948,0.0908148051973234,0.214653175920946
"DBD:AN4:AD:PUMA_M144A_A139G_A150G",7494,414,1866,125,1540,286,966.639045227981,-0.221488994314753,0.363030696562175,0.251233721110539,NA
"DBD:AN4:AD:PUMA_M144A_D147G",10535,557,1187,71,1041,91,951.211759289781,-0.240762982617837,0.451751309782975,0.210128410141537,NA
"DBD:AN4:AD:PUMA_M144A_E132A",8308,668,2271,103,1622,272,1121.73243980932,-0.145667283385965,0.372004040656848,0.427016390311528,NA
"DBD:AN4:AD:PUMA_M144A_E136G",8505,552,2334,152,1585,1004,1419.81544092239,0.0292255704683003,0.36722442384785,0.867643559501278,NA
"DBD:AN4:AD:PUMA_M144A_E158A",9313,447,2180,218,1612,127,1075.70781795222,-0.267562200944418,0.40611895639141,0.172949077078112,NA
"DBD:AN4:AD:PUMA_M144A_I137A",6877,607,2104,193,1003,246,1003.95084569941,-0.0520723327823599,0.346409664418059,0.776563087193075,NA
"DBD:AN4:AD:PUMA_M144A_R143A",10429,666,1101,71,940,2684,2066.20222319862,0.212363450832035,0.534399399139571,0.267026417833818,0.421441055622702
"DBD:AN4:AD:PUMA_M144A_W133F",6745,490,654,21,288,231,677.120478007187,-0.0433199062301846,0.3891573467841,0.798696156379795,NA
"DBD:AN4:AD:PUMA_M144A_Y152A",6005,340,1479,108,1001,116,710.518650659071,-0.270141563881841,0.376601045071165,0.171370678192242,NA
"DBD:AN4:AD:Jerala_P1",3509,3068,4062,375,2294,470,2329.65364682269,0.312149433808103,0.560908055383402,0.137616556142775,0.273757954249151
"DBD:AN4:AD:Jerala_P2",1399,67756,2639,85713,1653,35987,94913.8524257556,7.63316313268102,0.806860730513934,6.06635315367235e-22,2.99677845791414e-20
"DBD:AN4:AD:Jerala_P3",840,200,1498,93,1330,244,506.163813732559,-0.0440598563977231,0.331640864007236,0.815018523514357,NA
"DBD:AN4:AD:Jerala_P4",1912,177,2877,393,2085,499,993.556523952026,0.0358793385760268,0.344982216234337,0.845004803756494,NA
"DBD:AN4:AD:Jerala_P5",1653,200,2048,304,1538,351,768.795740604393,0.0725829039129337,0.325828065586571,0.703491959329166,NA
"DBD:AN4:AD:Jerala_P6",2176,183,1954,7207,1084,6357,7398.47354428449,3.71886752259028,1.60454360330644,0.000501432623055186,0.00334740156471976
"DBD:AN4:AD:Jerala_P7",1210,106,1596,317,932,143,541.314300557676,0.0738298941273601,0.341578005028074,0.691321936278744,NA
"DBD:AN4:AD:Jerala_P8",970,75,2648,198,1094,239,569.387331706108,-0.101350077645745,0.348571334816384,0.584187823904594,NA
"DBD:AN4:AD:Jerala_P9",2016,110,1096,64,931,242,436.612808808982,-0.149239436130441,0.33201858650648,0.437434022357685,NA
"DBD:AN4:AD:Jerala_P10",2234,2228,2093,278,1643,187,1560.51615456427,0.404412196396991,0.618913083677549,0.0804677033025273,0.203851515033069
"DBD:AN4:AD:Jerala_P11",1912,718,1591,229,1003,665,998.280131380207,0.561334502719114,0.491683175499374,0.0189961858803185,NA
"DBD:AN4:AD:Jerala_P12",2276,178,1655,215,1362,429,723.909664967863,0.060564235895978,0.319360324655253,0.752636863646103,NA
"DBD:BN3:AD:BN35",16123,1150,4812,196,2750,14015,7769.95877279939,0.522109078469479,0.979906825638725,0.0820516138273242,0.205753793049229
"DBD:BN3:AD:BN4",26328,1995,4062,379,2126,362,2824.29098344999,-0.0684160310728917,0.42611831937697,0.68234991156357,0.793918633604404
"DBD:BN3:AD:PUMA_M144A_A139G",9618,501,4333,240,2970,429,1523.91545875707,-0.273365219004492,0.392017378281062,0.166105063825839,0.305040526133696
"DBD:BN3:AD:PUMA_M144A_A139G_A150G",14744,820,2583,143,1383,100,1412.97644236231,-0.214117584522246,0.459267559350418,0.254229696380536,NA
"DBD:BN3:AD:PUMA_M144A_D147G",18946,1359,2647,157,1622,254,1920.60099814088,-0.10603516307613,0.423898525312636,0.53667686067763,0.67989445122916
"DBD:BN3:AD:PUMA_M144A_E132A",19296,1171,4921,256,2414,450,2222.81570166754,-0.152806555235741,0.420539296994575,0.392038187343976,0.559396900273056
"DBD:BN3:AD:PUMA_M144A_E136G",17355,964,3059,179,1887,174,1720.13604110309,-0.202135546569254,0.453270124194486,0.276458605788011,0.429467142324772
"DBD:BN3:AD:PUMA_M144A_E158A",13501,4172,450,40,292,17,2401.95086785155,0.194338560385473,0.647539964642369,NA,NA
"DBD:BN3:AD:PUMA_M144A_I137A",13610,796,4810,246,2279,371,1759.52892629709,-0.204842449045595,0.406107601771149,0.274051766290177,0.427737334834057
"DBD:BN3:AD:PUMA_M144A_R143A",18940,2160,3224,192,2333,566,2511.37079627773,-0.00393133788321436,0.409724778263981,0.980988727804616,0.99101928739362
"DBD:BN3:AD:PUMA_M144A_W133F",13350,846,3809,106,2046,1778,2190.04639945866,0.0297925591348997,0.402477050841226,0.858103921806383,0.91753969128215
"DBD:BN3:AD:PUMA_M144A_Y152A",14311,1175,2908,134,2222,358,1748.94907385772,-0.104180841851978,0.40090090544947,0.548350409453983,0.684053288561282
"DBD:BN3:AD:Jerala_P1",2148,126,2405,133,1791,127,611.117343510767,-0.543032900992918,0.430205364210781,0.0178625397364573,NA
"DBD:BN3:AD:Jerala_P2",359,14,6210,387,3904,436,1221.31094880962,-0.154535529547192,0.475773452307965,0.386756547681975,NA
"DBD:BN3:AD:Jerala_P3",6246,606,4469,438,3127,549,1613.4634948883,-0.0640946768177218,0.346400493626251,0.727495822312403,0.823586238741293
"DBD:BN3:AD:Jerala_P4",2688,162,5324,362,3473,5463,3383.68837802401,0.305751271204567,0.683833039517496,0.169117619360021,0.309422607273519
"DBD:BN3:AD:Jerala_P5",3770,252,5325,472,4016,425,1470.89094553026,-0.175925199856273,0.380533381814897,0.343317655484427,0.510840125931647
"DBD:BN3:AD:Jerala_P6",3104,294,4319,239,3372,848,1368.97223030774,-0.0665341063562438,0.360833140575448,0.710474645959704,NA
"DBD:BN3:AD:Jerala_P7",1547,124,4895,4870,2978,531,3871.38141671608,0.488903836678807,0.932041217494969,0.0887539945194779,0.211685736936563
"DBD:BN3:AD:Jerala_P8",3479,216,3785,1129,2747,512,1649.00467305242,0.116696177684101,0.395177096294714,0.507163474896186,0.661317260660356
"DBD:BN3:AD:Jerala_P9",3572,318,3231,179,1646,257,872.066305900147,-0.237527816872891,0.323455231861509,0.230743851396898,NA
"DBD:BN3:AD:Jerala_P10",3880,245,2060,77,1705,400,786.837119262787,-0.192285151267161,0.343293706396356,0.31895847180768,NA
"DBD:BN3:AD:Jerala_P11",4169,279,4084,296,2162,391,1114.27727564614,-0.178747489265955,0.337303832532369,0.354246275610161,NA
"DBD:BN3:AD:Jerala_P12",4875,396,4409,3917,2680,207,3360.74706493662,0.342852928663034,0.716001428929928,NA,NA
"DBD:BN35:AD:BN4",35968,2789,4972,751,2412,2059,4596.28664858198,0.031692870676116,0.428399001292638,0.847140235676518,0.913727677782096
"DBD:BN35:AD:PUMA_M144A_A139G",33382,2883,3862,210,2439,396,3431.43007624806,-0.0551598109901512,0.449417777203973,NA,NA
"DBD:BN35:AD:PUMA_M144A_A139G_A150G",38354,2543,2344,126,1711,3928,4774.21264738214,0.0606765686577616,0.480700328491662,0.718511312259224,0.817844673401052
"DBD:BN35:AD:PUMA_M144A_D147G",43662,3047,2882,4641,1770,318,6444.40606244162,0.115759456348452,0.522991102954269,0.514050012454561,0.666511039770481
"DBD:BN35:AD:PUMA_M144A_E132A",37327,2924,3899,155,2041,106,3427.99933047275,-0.0828142819271629,0.48773891769298,NA,NA
"DBD:BN35:AD:PUMA_M144A_E136G",35051,2505,2697,147,1731,5804,5439.63147326796,0.123695186492209,0.525971272535449,0.488383875045509,0.646814032902095
"DBD:BN35:AD:PUMA_M144A_E158A",26055,1483,538,36,270,27,1845.57679381997,-0.115910613219501,0.530633139986092,NA,NA
"DBD:BN35:AD:PUMA_M144A_I137A",29465,3389,3750,96,2308,494,3421.66335648899,-0.0103247312281429,0.450099286989648,0.9497915359135,0.968957321338876
"DBD:BN35:AD:PUMA_M144A_R143A",31390,2353,3602,273,1955,8972,6703.78309857013,0.222881911384004,0.622551057589269,0.270783174430035,0.424955212905531
"DBD:BN35:AD:PUMA_M144A_W133F",31559,2501,3775,311,2287,353,3215.65457445939,-0.0635300178663186,0.442484719181834,0.702622755062158,0.805326313226696
"DBD:BN35:AD:PUMA_M144A_Y152A",29890,6378,3215,175,2517,420,4678.34021647822,0.0939157057702943,0.503943641460344,NA,NA
"DBD:BN35:AD:Jerala_P1",7674,5568,2508,4837,2030,342,6042.39013191854,1.25564015848508,1.43769949442264,0.014614678326476,0.0568476464037727
"DBD:BN35:AD:Jerala_P2",9139,987,7216,424,5451,709,2363.51329320254,-0.126456712624388,0.383018314325461,0.480233937175562,0.641177202607372
"DBD:BN35:AD:Jerala_P3",8468,734,3784,184,2515,464,1470.51856195154,-0.134060056694099,0.363416788382376,0.466113587224033,0.629125989313313
"DBD:BN35:AD:Jerala_P4",11474,897,5615,1580,3230,453,2689.12937703369,0.0655534052140535,0.39851320457616,0.69935757751249,0.803448007653883
"DBD:BN35:AD:Jerala_P5",8310,607,5597,2327,4231,2637,3897.45343654129,0.249121891460909,0.531205854503272,0.20640111961131,0.354035253777733
"DBD:BN35:AD:Jerala_P6",4658,1536,3808,420,2979,1660,2327.9450787305,0.262230175628133,0.458697320354607,0.180432047217985,0.319474664249765
"DBD:BN35:AD:Jerala_P7",7424,412,4386,238,3125,321,1363.62856408268,-0.354597898426763,0.404671968605232,0.0875928977241215,NA
"DBD:BN35:AD:Jerala_P8",12169,925,3876,153,2146,292,1588.75051932735,-0.167097769753057,0.402126894628531,0.358637751981944,0.527128043182787
"DBD:BN35:AD:Jerala_P9",5226,399,3018,280,1673,383,1080.75560708196,-0.0883532175184004,0.323592318565773,0.644885185268084,NA
"DBD:BN35:AD:Jerala_P10",8420,1008,2149,182,1719,266,1314.04333103222,-0.0199185509525836,0.366022917424718,0.909651852544756,NA
"DBD:BN35:AD:Jerala_P11",6485,514,4858,333,2587,12091,6345.56396550334,0.780097110746868,1.21217115709505,NA,NA
"DBD:BN35:AD:Jerala_P12",6226,497,5455,501,2766,384,1561.34224532295,-0.117521658936794,0.35501435375487,0.524224716255046,0.672641583974008
"DBD:BN4:AD:PUMA_M144A_A139G",16434,1048,4137,122,2980,280,1903.09541482952,-0.220564312144571,0.460709516450496,0.242965783815968,0.396122433020093
"DBD:BN4:AD:PUMA_M144A_A139G_A150G",18702,1108,3202,2801,1631,248,3425.36477641732,0.140627423967191,0.49233307659424,0.428015078309699,0.587331801902753
"DBD:BN4:AD:PUMA_M144A_D147G",24673,1618,3519,185,2060,480,2488.76658103379,-0.103638172968731,0.433488093098834,0.544205031408977,0.682227309988164
"DBD:BN4:AD:PUMA_M144A_E132A",22242,2267,3441,1587,2328,1631,3997.53516699412,0.147714187882639,0.457541224562238,0.403992230180977,0.565360231471395
"DBD:BN4:AD:PUMA_M144A_E136G",18026,832,3253,177,2054,2027,2501.91923225155,0.0193791734461529,0.408451936619815,0.906737397590112,0.945633986139376
"DBD:BN4:AD:PUMA_M144A_E158A",12483,1902,581,15,236,66,1428.24951233329,0.0442626822490459,0.603106304922292,NA,NA
"DBD:BN4:AD:PUMA_M144A_I137A",18930,1214,4458,565,2805,537,2456.98164845022,-0.0756744449000405,0.392122927829599,0.659627026684535,0.775847026624192
"DBD:BN4:AD:PUMA_M144A_R143A",21698,1315,3528,280,2229,529,2328.81151894988,-0.107062510845125,0.414285293247509,0.534713505001203,0.67989445122916
"DBD:BN4:AD:PUMA_M144A_W133F",15201,942,4123,12412,2743,29009,21231.2018152953,3.59813694090331,1.32578320560252,0.000227081303630687,0.00169966915141757
"DBD:BN4:AD:PUMA_M144A_Y152A",19989,1485,3432,218,2009,3457,3489.90421413842,0.118277773289076,0.465324312201148,0.494157722119585,0.650970439272199
"DBD:BN4:AD:Jerala_P1",2413,41614,2438,33095,2926,34069,51912.7506001704,6.34562931886692,0.736098923946738,2.18080255562396e-18,6.73322789048899e-17
"DBD:BN4:AD:Jerala_P2",7704,6686,7361,5465,6029,2530,8510.84660275973,0.858084176728903,1.07270514873579,0.0218699583657607,0.078689148070436
"DBD:BN4:AD:Jerala_P3",3304,155,5211,544,3452,744,1523.5820291106,-0.0489221027507346,0.373519503290909,0.778895110487392,0.860265185773114
"DBD:BN4:AD:Jerala_P4",8023,447,7035,462,3497,752,1923.64599939424,-0.14305288202368,0.371940735090339,0.434662038518428,0.591523545531965
"DBD:BN4:AD:Jerala_P5",3953,205,6449,453,4448,499,1593.4038237813,-0.214031284725891,0.408393976109843,0.256243705314076,0.408336743306948
"DBD:BN4:AD:Jerala_P6",2117,150,5830,612,4277,12459,6558.2324078225,0.674424274663274,1.16482917458324,0.0584738155377923,0.159591518650107
"DBD:BN4:AD:Jerala_P7",6465,590,4359,464,2970,389,1541.97666053622,-0.0910484336298654,0.349170034447095,0.621453430346342,0.750514035585377
"DBD:BN4:AD:Jerala_P8",5360,406,5128,528,2570,473,1499.18035544126,-0.0714936084692247,0.349086374859804,0.696612771378562,0.803448007653883
"DBD:BN4:AD:Jerala_P9",4773,327,4089,502,2802,410,1357.09034463688,-0.0857766632961036,0.34733018117871,0.642284786407673,NA
"DBD:BN4:AD:Jerala_P10",3472,155,2599,3185,2447,572,2777.18354999746,0.463054048121224,0.813367324637765,0.0809594946835407,0.20405097129423
"DBD:BN4:AD:Jerala_P11",6870,345,4913,1559,2752,2714,3105.55143123163,0.269201244331557,0.543151783999134,0.181494489727664,0.319518512815118
"DBD:BN4:AD:Jerala_P12",2876,154,4510,4635,2899,2487,4591.18031125012,0.698086006644277,1.09212121712539,0.0452258103446345,0.13298541851339
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_A139G_A150G",9276,1015,1177,725,565,58,1414.91694349112,0.124567703316818,0.435617659005274,0.473239557020901,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_D147G",8244,583,2174,99,1119,1311,1461.32928134043,0.0974796576689288,0.394219336030873,0.574813046136446,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_E132A",6650,569,2731,211,1029,131,982.74353588452,-0.120867973454904,0.357808087477679,0.511450949672897,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_E136G",5398,396,1703,156,1246,1055,1169.52465409984,0.147762930526975,0.37405656817257,0.420042350390878,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_E158A",4519,286,232,5,156,30,361.625029080225,-0.0863994623671881,0.568450800009348,NA,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_I137A",7885,570,2213,6680,1382,214,4955.36200924574,0.857805104872665,1.28059029392441,NA,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_R143A",7288,360,1619,87,1170,138,797.401528561499,-0.336684175524948,0.419059072442119,0.101921548751909,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_W133F",7304,592,2242,189,1876,205,1093.73217438458,-0.158274628585193,0.357897894109947,0.398395182196304,NA
"DBD:PUMA_M144A_A139G:AD:PUMA_M144A_Y152A",7750,499,2056,362,1365,181,1105.15886550607,-0.0755012939914914,0.352994166930239,0.678739098897797,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P1",1611,110,2088,159,2038,295,672.353376812801,-0.204249991679462,0.34825798205041,0.290388312928949,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P2",1874,124,4524,4526,3254,486,3665.06407850755,0.432200135682618,0.859198811854232,0.105413281115794,0.235629687200011
"DBD:PUMA_M144A_A139G:AD:Jerala_P3",2825,132,2881,143,2112,293,781.312358794523,-0.376188759464287,0.377035009695332,0.0714848381169958,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P4",1610,353,3611,775,2283,2304,2107.13405096083,0.402244239652826,0.628433251660604,0.0829610643989291,0.205943546799352
"DBD:PUMA_M144A_A139G:AD:Jerala_P5",1785,394,3839,513,2037,1115,1464.07974121703,0.214674697537446,0.402057298806539,0.255900531866879,0.408336743306948
"DBD:PUMA_M144A_A139G:AD:Jerala_P6",3901,314,3183,292,1853,268,975.12423069255,-0.153453939449826,0.324012400075882,0.428841601718047,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P7",1668,104,2440,621,1278,210,858.962242653988,0.123833742074131,0.372381208623986,0.493719549031685,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P8",2754,193,2659,1857,1877,6991,4609.93114696704,1.5168801902795,1.55010565347904,0.0099104270235859,0.0429451837688722
"DBD:PUMA_M144A_A139G:AD:Jerala_P9",1964,153,2433,558,1458,141,843.103511241723,0.0620279523012451,0.35756411919213,0.730473065009783,NA
"DBD:PUMA_M144A_A139G:AD:Jerala_P10",1282,350,1644,674,1504,6980,3794.81493653553,2.29290675031209,1.66829850033461,0.00318974940186657,0.0165866968897062
"DBD:PUMA_M144A_A139G:AD:Jerala_P11",2131,188,2682,3266,2116,589,2759.6426898616,0.649314661417194,0.986994248267699,0.0445045685111277,0.132441306292151
"DBD:PUMA_M144A_A139G:AD:Jerala_P12",1056,103,3240,109,1822,352,689.599465266842,-0.219620737289898,0.376941110408398,0.251383512825111,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_D147G",11231,636,1622,193,1162,109,1134.53464928269,-0.167796714169783,0.404435611272746,0.356360264775865,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_E132A",8020,473,1628,41,1039,237,877.418209561625,-0.200072145110952,0.399809087019019,0.284640939556624,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_E136G",8514,542,1626,126,868,166,931.222112826329,-0.154365060000368,0.37609652236942,0.400648038897753,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_E158A",4459,361,228,6,133,13,380.846741988412,-0.0516789058774826,0.57596708886847,NA,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_I137A",9636,827,1343,43,834,83,992.091288569848,-0.10347441712429,0.409674297680216,0.548444699856024,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_R143A",7366,537,1765,702,1106,60,1212.67001553312,0.0581355110777664,0.387741737760587,0.734160356236016,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_W133F",6891,444,1767,127,502,59,747.236826773853,-0.170842255249137,0.390810071949657,0.352417264929601,NA
"DBD:PUMA_M144A_A139G_A150G:AD:PUMA_M144A_Y152A",9101,749,1448,38,730,8204,4344.03000155402,0.733774108606129,1.21770596728023,0.0508926044677483,0.145323390792299
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P1",1924,165,1911,157,1228,157,556.509436929585,-0.215044661926424,0.31487096613915,0.276920309040141,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P2",3502,187,4233,389,2339,4790,2979.70956260669,0.386699352632522,0.738623632099843,0.110750720803542,0.237763082380877
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P3",2344,201,3270,154,1431,252,733.668366593766,-0.26908883134846,0.331380413545887,0.177609638202645,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P4",2086,259,3214,278,1820,171,822.482819499169,-0.156251377635482,0.336296872014794,0.41503429807735,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P5",4215,299,3038,184,1997,210,898.96071630928,-0.340353861284579,0.345664134899141,0.0960575698710921,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P6",1169,91,2723,131,2053,3716,2108.09850656373,0.435478690593232,0.804187774394789,NA,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P7",2251,178,2526,237,1712,615,904.253453763103,0.0432666390977232,0.337475760048162,0.816408461755748,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P8",1531,74,3126,129,1766,295,673.608149879359,-0.295515376587559,0.391223339502573,0.139908173058152,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P9",1959,119,2479,222,1644,628,853.766938229179,0.0370176808725236,0.346127358023148,0.839817320493159,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P10",2519,158,1330,73,1177,194,503.200578885646,-0.285364407408724,0.331062499031745,0.154975824444396,NA
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P11",1750,136,2895,8471,1684,5460,7861.15606567463,3.01853341151349,1.81531806240375,0.0017595408469667,0.00987742248183578
"DBD:PUMA_M144A_A139G_A150G:AD:Jerala_P12",2608,127,3246,141,1300,181,662.251420040093,-0.462236372205658,0.390340536494119,0.0335741002087147,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_E132A",8975,436,1775,157,1019,164,949.978631235578,-0.230312242147117,0.388740478671416,0.230147466173209,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_E136G",9474,509,1585,63,877,296,974.778300289776,-0.164828192536967,0.39223541658766,0.367052863008853,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_E158A",7215,466,225,48,108,11,566.338930956983,-0.0626993876661103,0.57970428149746,0.733506426753624,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_I137A",7013,403,1555,113,1017,80,774.854712072021,-0.261913879148837,0.402681049344588,0.180602953797069,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_R143A",9574,590,1551,81,1395,986,1363.75630944544,0.0211552858030067,0.381979927203629,0.901327803291572,NA
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_W133F",7264,441,2280,128,1174,3411,2272.39435268372,0.315090637690455,0.622491378885239,0.145824257281185,0.284468937348534
"DBD:PUMA_M144A_D147G:AD:PUMA_M144A_Y152A",6869,414,1660,79,1105,72,764.830636774303,-0.300864214372563,0.430343570982081,0.134767333659862,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P1",969,97,1889,197,1352,107,500.804209437715,-0.167691015281029,0.352646128935143,0.375680890000091,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P2",1765,99,4379,5633,2767,411,4224.07382974627,0.604502542791732,1.07593447085618,0.0666530048746241,0.175141406425874
"DBD:PUMA_M144A_D147G:AD:Jerala_P3",3296,205,2884,141,1583,217,745.58690377183,-0.394728632815794,0.343250532923213,0.0579757794192394,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P4",1337,185,3049,2091,2125,392,1960.02801164357,0.384458194670407,0.676153904517161,0.100874585201806,0.229640760781992
"DBD:PUMA_M144A_D147G:AD:Jerala_P5",3122,288,3622,10788,2175,5303,9402.89936425297,2.9087265838273,1.72489944632028,0.00163859189258279,0.00941237668530112
"DBD:PUMA_M144A_D147G:AD:Jerala_P6",3148,164,2503,83,2273,1369,1217.63183489286,0.0803867116497834,0.391433220276806,0.641042811739996,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P7",2395,99,2976,141,1590,621,838.762978392684,-0.0605678769586373,0.35220789120117,0.739014772820735,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P8",2365,171,2877,108,2178,222,732.882841714051,-0.48453226516021,0.412102105906656,0.0289217609268756,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P9",2289,124,1915,355,1213,329,745.349851254149,0.0738386782935796,0.333526818181286,0.695247062815761,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P10",1700,152,990,322,1265,148,582.492981824889,0.0832794604558643,0.336642682342729,0.657564903338278,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P11",2296,139,2662,1283,1591,210,1343.52132593436,0.232669666976334,0.474284327481427,0.22385922310215,NA
"DBD:PUMA_M144A_D147G:AD:Jerala_P12",2370,90,2663,147,1881,289,707.755619564397,-0.319135421510656,0.373127455911285,0.115803939667544,NA
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_E136G",8182,429,1852,62,949,536,1009.5935588184,-0.0881097448545735,0.37052433162307,0.620475394409305,NA
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_E158A",5134,305,298,10,195,14,400.716649833913,-0.107341411958426,0.584072023846067,NA,NA
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_I137A",11049,628,2546,1919,1557,195,2292.60126299125,0.156034679633961,0.464143276141873,0.381797971406385,0.549434088676332
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_R143A",9984,577,1725,3833,926,68,3204.27965442171,0.393540917519395,0.81663872880284,0.121999149480135,0.254293585836231
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_W133F",6812,728,2651,92,1694,200,1075.34951894505,-0.134609040155971,0.370761554368245,0.460579137005718,NA
"DBD:PUMA_M144A_E132A:AD:PUMA_M144A_Y152A",11237,553,2249,88,1408,211,1144.64331919177,-0.278421017505834,0.443362390235349,0.15974289132576,NA
