"","trp1_l68","his1_l68","trp1_new_1_smaller","his1_new_1_smaller","trp1_new_2_smaller","his1_new_2_smaller","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:N5:AD:N6",1937,102019,1281,19854,715,19554,62494.0823995013,7.75330023548206,0.81199076092061,2.46858452615638e-22,1.35497861769028e-20
"DBD:N5:AD:N7",6874,1107,3562,378,1784,492,1595.128832177,0.0873397649633106,0.359572826883172,0.629387842778214,0.756464695354892
"DBD:N5:AD:N8",7233,777,2047,4276,1524,7930,6818.54389828451,2.16148965901922,1.63437025378612,0.00359340846862483,0.0183004513762955
"DBD:N5:AD:P5A",8702,810,3228,183,1877,483,1420.11993366479,-0.0648815200390634,0.358531062503754,0.718338625684417,NA
"DBD:N5:AD:P6A",6925,330383,2063,23359,957,56728,174816.383026342,7.92897598156777,0.989018803551238,1.81135482631211e-16,4.47404642099091e-15
"DBD:N5:AD:P7A",4275,559,2470,244,1556,316,1009.27017377612,0.0108503682814402,0.3232549674318,0.954598140327791,NA
"DBD:N5:AD:P8A",8017,605,1884,125,1440,742,1251.1171000715,0.0124953498960806,0.361795210091284,0.943686052990654,NA
"DBD:N5:AD:N1",2183,339,1575,472,1225,578,984.247464228942,0.410066012176991,0.400553658758561,0.0547725179175312,NA
"DBD:N5:AD:N2",8765,1053,1264,6718,1138,2946,6280.53221778477,1.87424954909757,1.64009691959321,0.00590660407910244,0.0288897268819466
"DBD:N5:AD:AN3",10896,906,3724,218,2240,3656,2978.59430345716,0.200333428406624,0.505963886709852,0.284905324969001,0.437090778058033
"DBD:N5:AD:AN35",6175,484,1822,67,1300,285,875.633564971395,-0.145428833876935,0.358877196946633,0.434326680420415,NA
"DBD:N5:AD:AN4",7249,86741,1721,18216,749,6551,49999.0441162251,6.31206267542217,0.945823908859821,8.01903106331677e-12,1.01574393468679e-10
"DBD:N5:AD:BN3",5167,341,1921,238,1313,209,850.649001951357,-0.131253609097177,0.325634929091289,0.495780500979129,NA
"DBD:N5:AD:BN35",7439,7365,3556,163,2175,560,4142.75363938708,0.475181108749124,0.884228476848933,0.0870106470482077,0.210484898387741
"DBD:N5:AD:BN4",8018,11401,2240,1821,1442,28683,18496.7347774691,4.53789568432402,1.02949846360494,3.53863315927813e-06,2.86571275521868e-05
"DBD:N5:AD:PUMA_M144A_A139G",4691,489,2806,109,1382,260,897.518075332434,-0.152161371615968,0.339526045271385,0.425093138149019,NA
"DBD:N5:AD:PUMA_M144A_A139G_A150G",10406,2638,1331,114,729,4254,3558.48432371353,0.567921977594534,0.964723433109486,0.0630718513771989,0.168041603569683
"DBD:N5:AD:PUMA_M144A_D147G",8391,494,1500,105,868,970,1223.56424033107,0.0634577431544032,0.379413692209513,0.714685682315468,NA
"DBD:N5:AD:PUMA_M144A_E132A",10389,7770,2489,242,1702,291,4258.48378538913,0.455453939995781,0.886868210262415,NA,NA
"DBD:N5:AD:PUMA_M144A_E136G",11711,1248,2927,277,1010,206,1565.90022575829,-0.0105750627481241,0.385418381772166,0.950252099114708,0.968957321338876
"DBD:N5:AD:PUMA_M144A_E158A",7801,649,371,34,223,50,696.31643611295,-0.0359017899309591,0.522861160796338,NA,NA
"DBD:N5:AD:PUMA_M144A_I137A",7385,610,2347,211,1423,132,1047.98498227261,-0.133804759129539,0.36333567130289,0.46694733559024,NA
"DBD:N5:AD:PUMA_M144A_R143A",10509,2141,1964,188,1377,169,1789.85428266104,0.0962412267878275,0.425133820374033,NA,NA
"DBD:N5:AD:PUMA_M144A_W133F",10951,683,2033,3175,1389,1901,3732.49042461495,0.510886499522349,0.831951528895956,0.0642170267378786,0.16964284068723
"DBD:N5:AD:PUMA_M144A_Y152A",7203,834,1843,73,981,138,975.956520249394,-0.0536949468860631,0.375152307448065,0.757714547111233,NA
"DBD:N5:AD:Jerala_P1",1531,163,1571,379,1437,2487,1651.10891132661,0.760565259957536,0.938358711159411,0.0231595973176954,0.082308209172241
"DBD:N5:AD:Jerala_P2",1342,81,4141,566,3457,2882,2252.73584827807,0.215498143989191,0.541934221491591,0.262839849843188,0.417501240586928
"DBD:N5:AD:Jerala_P3",1731,131,2401,7259,1907,3144,6149.10269580206,2.34219856345177,1.83187511545482,0.00421578294783565,0.0212509875125593
"DBD:N5:AD:Jerala_P4",3122,440,3948,308,2308,506,1196.76349748472,-0.0293619798209374,0.333105704980368,0.875631945360862,NA
"DBD:N5:AD:Jerala_P5",1385,1105,3339,350,2225,4089,2880.47781950916,0.759921310501768,1.01822126824879,0.0288431549097515,0.095627641110183
"DBD:N5:AD:Jerala_P6",1779,2264,1942,36867,1613,55896,46911.8848022217,6.66024606775639,0.960562436723216,1.15815530199453e-12,1.54629383563594e-11
"DBD:N5:AD:Jerala_P7",2418,294,2901,341,1611,324,912.795389199951,0.0125548962599184,0.321945509740719,0.947580979848514,NA
"DBD:N5:AD:Jerala_P8",791,66,2873,2264,2011,1789,2555.57945487326,0.681334771536816,1.03620624880182,0.0429472497871574,0.12868476108927
"DBD:N5:AD:Jerala_P9",1650,145,2657,10831,1482,2140,7844.77854071575,3.12602056125925,1.86484629333704,0.00172879716121679,0.00981638847863326
"DBD:N5:AD:Jerala_P10",365,59,1727,254,1001,1571,1062.77107418575,0.562603922100046,0.791368035469425,0.043881709780179,NA
"DBD:N5:AD:Jerala_P11",1635,270,2474,396,1511,424,906.783101575512,0.156353327772275,0.338575945929029,0.413601930960046,NA
"DBD:N5:AD:Jerala_P12",2388,135,2511,93,1226,382,658.061693666673,-0.169312196069857,0.337576417723124,0.378560746673035,NA
"DBD:N6:AD:N7",4353,1020,2336,10962,1347,2979,8721.81636948187,3.50945505215685,1.48635503883905,0.000445688423228399,0.00310098705739196
"DBD:N6:AD:N8",3057,468,1172,77,840,152,595.479719362835,0.0169610874340813,0.337603783344676,0.927305813130424,NA
"DBD:N6:AD:P5A",1974,47798,1850,26823,1175,41410,53557.7263277616,7.18970589585183,0.683687116776945,1.75832876561665e-26,4.34307205107314e-24
"DBD:N6:AD:P6A",5521,783,1416,125,550,3608,2301.1290386651,0.754376652661448,1.03715907121791,0.0310211001395055,0.100375590387675
"DBD:N6:AD:P7A",2654,2464,2003,277,1016,5667,3910.73934069612,2.41102309449361,1.55031812127801,0.00200858650166247,0.0109037552947391
"DBD:N6:AD:P8A",7679,845,1142,84,907,181,974.52692745849,-0.014858635109463,0.374059401871734,0.931469972206348,NA
"DBD:N6:AD:N1",1296,231,1164,80,816,8553,3951.68362221396,2.89195429865204,1.8871241950361,NA,NA
"DBD:N6:AD:N2",9337,107295,765,119,749,5920,47397.8568335632,5.89350384135065,1.28978375169866,1.39744527422404e-06,1.1700643482486e-05
"DBD:N6:AD:AN3",6459,899,2183,138,1706,3276,2423.2726753189,0.365299473838943,0.651789496612408,0.109586997369643,0.237763082380877
"DBD:N6:AD:AN35",9429,899,1620,4306,1306,292,3722.70540289179,0.568022295538865,0.958251698477015,0.0621766153578708,0.168041603569683
"DBD:N6:AD:AN4",6409,766,1546,91,772,236,925.393309893933,0.0112001347266409,0.361991456801797,0.949490537267004,NA
"DBD:N6:AD:BN3",3999,427,1333,113,955,104,642.877954182161,-0.0920143888656839,0.340889814395781,0.622613352445726,NA
"DBD:N6:AD:BN35",9296,1090,2412,311,1673,2122,2255.78038014036,0.229331223312636,0.468276920917348,0.228766088083624,0.37796136292077
"DBD:N6:AD:BN4",9701,151242,1592,14895,843,14774,78207.5517961292,6.62823639773024,0.990065591709289,6.1421885980302e-12,7.98484517743926e-11
"DBD:N6:AD:PUMA_M144A_A139G",5182,1448,1759,143,1037,3053,2409.12139566341,0.705409838227191,0.949896141022252,0.0310879864965876,0.100375590387675
"DBD:N6:AD:PUMA_M144A_A139G_A150G",8707,1034,1183,2589,692,3183,3843.03600016742,1.1338266053171,1.28525422998889,0.0143208242820555,0.0561467237725032
"DBD:N6:AD:PUMA_M144A_D147G",6691,706,1533,198,543,579,1097.36587208674,0.140773368420424,0.373930794996574,0.440437200609636,NA
"DBD:N6:AD:PUMA_M144A_E132A",6606,764,1630,129,1123,6218,3511.86673736532,0.803217413701386,1.17018633363375,0.0347841019876535,0.109448066126757
"DBD:N6:AD:PUMA_M144A_E136G",8406,1668,1346,3713,1364,121,3556.61850787249,0.607919963268619,1.00379513092814,0.056348760642282,0.156383639085884
"DBD:N6:AD:PUMA_M144A_E158A",4294,338,252,6,72,41,371.244404136605,-0.0420614306875089,0.552731807458334,0.813851313242503,NA
"DBD:N6:AD:PUMA_M144A_I137A",4852,656,1755,130,813,338,895.430450214403,0.0815665943958419,0.345139462540588,0.659526201208004,NA
"DBD:N6:AD:PUMA_M144A_R143A",8926,626,1729,464,1054,122,1193.4266757766,-0.00927227963396456,0.37088905768638,0.957432245339469,NA
"DBD:N6:AD:PUMA_M144A_W133F",5433,2428,1537,1203,949,311,2284.85831050711,0.749990356771413,0.936436350623857,0.0242236428173499,0.0848686493033395
"DBD:N6:AD:PUMA_M144A_Y152A",5438,6505,1480,1188,728,272,3917.27703698417,1.5968208931775,1.55431788248433,0.00838866840383261,0.0377686704416289
"DBD:N6:AD:Jerala_P1",999,100,1140,159,1155,240,469.570806869793,0.0109835701969377,0.330849780291138,0.953460832950105,NA
"DBD:N6:AD:Jerala_P2",1842,189,2567,351,1722,587,951.101163725733,0.108975602293484,0.344938624241989,0.55942600149456,NA
"DBD:N6:AD:Jerala_P3",1052,150,2456,254,1311,251,652.476502959124,-0.0182090822122926,0.333807440794205,0.922530466441706,NA
"DBD:N6:AD:Jerala_P4",1066,118,2392,11564,1283,347,7457.13390180377,2.98783659292264,2.04411975905617,NA,NA
"DBD:N6:AD:Jerala_P5",655,3686,2331,29522,1228,51252,41077.2973844838,6.74466670418295,0.958979034194448,5.52695495957109e-13,7.58421041674478e-12
"DBD:N6:AD:Jerala_P6",1834,259,1832,364,1457,405,838.022496437205,0.190605895780424,0.332152822294745,0.327191159528487,NA
"DBD:N6:AD:Jerala_P7",402,273,2095,145,864,142,495.787767069643,0.0368287939221758,0.348636177679144,0.839830010766551,NA
"DBD:N6:AD:Jerala_P8",2696,287,1931,431,1118,389,892.661093051318,0.225393054120565,0.335235617301787,0.251129935655246,NA
"DBD:N6:AD:Jerala_P9",1289,208,1196,2717,932,251,2046.72274449333,1.79632400667811,1.47977352077549,NA,NA
"DBD:N6:AD:Jerala_P10",2923,525,1041,2796,917,117,2228.86814042002,1.28203628622918,1.35577803495503,0.0111017311590446,0.0472780620048968
"DBD:N6:AD:Jerala_P11",2708,661,1747,1698,1180,315,1771.18258313736,0.804232028030849,0.906478280868805,0.017068049445436,0.0638758820154954
"DBD:N6:AD:Jerala_P12",1069,64,1938,1900,1415,235,1576.27253678928,0.537830954052364,0.847972125612932,0.0573173030804871,0.158182948166261
"DBD:N7:AD:N8",5759,268528,1567,16979,891,38326,137621.924057068,7.85881152037302,0.982079344619391,2.11095445279514e-16,4.96576904609904e-15
"DBD:N7:AD:P5A",6285,753,3545,175,1941,489,1314.98842298532,-0.0435826630869061,0.347888486983386,0.811438392778476,NA
"DBD:N7:AD:P6A",10626,799,2064,153,1185,4939,3212.2229074832,0.363674428347182,0.729807276522521,0.125777641766526,0.257818070674954
"DBD:N7:AD:P7A",6394,580,1894,11337,1245,331,7702.89636493701,2.09781210708727,1.87021965619785,NA,NA
"DBD:N7:AD:P8A",7981,16593,1286,3900,700,6527,12435.6796152113,4.28784776525977,1.07915888480277,1.46728789217109e-05,0.000116909712698793
"DBD:N7:AD:N1",3473,377,1033,241,736,2468,1628.98175119356,0.930457730645464,1.01521335898691,0.0136780902341748,0.0549347689079866
"DBD:N7:AD:N2",12257,6179,2067,242,1139,121,3528.29824371841,0.318660897993253,0.737353320118313,NA,NA
"DBD:N7:AD:AN3",12518,826,2658,220,1622,237,1450.78819774736,-0.139889542288181,0.390564624752075,0.436059158723185,NA
"DBD:N7:AD:AN35",12540,1070,2329,134,1465,250,1469.87108646614,-0.0849043942409986,0.39262918990874,0.622896264352236,0.750514035585377
"DBD:N7:AD:AN4",9280,1137,1843,106,1186,184,1251.75254183754,-0.0139508877130133,0.383204109233591,0.934645102980185,NA
"DBD:N7:AD:BN3",9936,687,2086,77,1043,147,1062.44810369854,-0.176259529886908,0.407490429017705,0.335293091852304,NA
"DBD:N7:AD:BN35",12632,1177,3246,130,1766,512,1713.80390150895,-0.0521780740770277,0.385746096229357,0.7605477697444,0.847055009755714
"DBD:N7:AD:BN4",16183,2241,1506,991,1421,225,2560.13256244963,0.12436262876894,0.457777871388851,0.473763804637849,0.634252898349858
"DBD:N7:AD:PUMA_M144A_A139G",9309,881,2706,240,835,90,1206.80541065419,-0.0568065962472819,0.382950079803068,0.741493756132838,NA
"DBD:N7:AD:PUMA_M144A_A139G_A150G",10346,852,861,3177,573,100,2863.74675003669,0.417069654901109,0.827558551309055,0.108419877424286,0.237763082380877
"DBD:N7:AD:PUMA_M144A_D147G",13760,1144,1332,143,952,1364,1913.12210541033,0.0918885802287075,0.421020518001625,0.588882372509609,0.714761405453923
"DBD:N7:AD:PUMA_M144A_E132A",13312,1056,1635,116,1345,258,1434.73744502758,-0.0796375602075249,0.398243156519986,0.641723625412814,NA
"DBD:N7:AD:PUMA_M144A_E136G",13668,1133,1386,124,992,152,1391.00955013313,-0.0658505873300939,0.406177323249282,0.69620379965957,NA
"DBD:N7:AD:PUMA_M144A_E158A",8701,802,287,19,204,65,788.963958590976,-0.0188860458949395,0.550935777690091,NA,NA
"DBD:N7:AD:PUMA_M144A_I137A",12184,1012,1776,92,1524,885,1643.4233877774,0.0153272207316567,0.391053393487783,0.92741937913678,0.952673084355437
"DBD:N7:AD:PUMA_M144A_R143A",13522,975,2670,188,1070,341,1525.67527651874,-0.0808275753909087,0.388340466882412,0.640466670904448,0.762386832353729
"DBD:N7:AD:PUMA_M144A_W133F",8950,2292,1904,292,816,108,1760.27721516415,0.172694708618412,0.475023033224558,0.340958432898823,0.508862434598244
"DBD:N7:AD:PUMA_M144A_Y152A",12204,1271,1693,150,1353,115,1439.78938323284,-0.0403705228988017,0.399820434746946,0.809675350392096,NA
"DBD:N7:AD:Jerala_P1",3299,347,2236,436,1362,290,948.986157292233,0.110013080973231,0.327503652784933,0.565500520505236,NA
"DBD:N7:AD:Jerala_P2",2630,353,4054,3309,2762,405,2949.42510980199,0.395948288268814,0.738783432646974,NA,NA
"DBD:N7:AD:Jerala_P3",1234,172,2702,308,1430,253,730.215929987997,-0.00767420994471323,0.335103828374479,0.967218205864559,NA
"DBD:N7:AD:Jerala_P4",994,100,3237,104,1906,219,635.037751437916,-0.397770092266816,0.444287936557001,0.0644327953242179,NA
"DBD:N7:AD:Jerala_P5",2230,266,2571,132,1717,556,855.216398905863,-0.00996542158813656,0.332661099431641,0.957632532149469,NA
"DBD:N7:AD:Jerala_P6",2100,94,2249,160,1142,141,542.466192384994,-0.327548783108957,0.352954184984296,0.107680542978881,NA
"DBD:N7:AD:Jerala_P7",3928,313,1817,69,1423,78,633.068952802725,-0.377577956129383,0.414190355515823,0.073198349323693,NA
"DBD:N7:AD:Jerala_P8",2525,385,1869,180,1354,309,761.442793761102,0.0494472796668543,0.307494943402959,0.79941160685284,NA
"DBD:N7:AD:Jerala_P9",2727,1041,1779,191,1057,174,955.313216095757,0.244611732090004,0.395915863451955,0.206102875359427,NA
"DBD:N7:AD:Jerala_P10",2257,241,1222,192,978,239,589.414815652425,0.0846873219352924,0.301683446431366,0.665421058302863,NA
"DBD:N7:AD:Jerala_P11",3861,425,2252,232,1183,169,815.435015568205,-0.0549644119738609,0.322822873360858,0.773708908959282,NA
"DBD:N7:AD:Jerala_P12",690,32,3591,290,1370,266,692.99374211626,-0.0869157172356848,0.380881513323287,0.619948636173383,NA
"DBD:N8:AD:P5A",5435,463,2612,1018,1507,266,1467.5234204304,0.170122817789772,0.396393509825825,0.352605647702554,0.521518532829526
"DBD:N8:AD:P6A",6373,2654,1961,4927,768,90,4568.31304368276,1.26492304121068,1.5109726271471,0.0167948314828165,0.0638203596347027
"DBD:N8:AD:P7A",2538,33157,1781,4020,923,9122,20254.1346216953,5.70908806886992,0.921890087965411,2.33089645184026e-10,2.74157820764068e-09
"DBD:N8:AD:P8A",5717,10036,1307,69,1140,188,4711.85305449506,1.16331278240724,1.55556584341005,NA,NA
"DBD:N8:AD:N1",1441,231,1103,203,896,1265,971.828296397303,0.747242045188768,0.73669007417387,0.0128166932293705,NA
"DBD:N8:AD:N2",9708,1838,835,75,791,2875,2569.5824678657,0.391182609551415,0.750577198005513,0.110039207393157,0.237763082380877
"DBD:N8:AD:AN3",9635,738,2314,138,1669,179,1197.99974883651,-0.161881559830219,0.387343123079705,0.376220856824461,NA
"DBD:N8:AD:AN35",6078,490,1936,82,1472,143,847.709299753553,-0.228984400414856,0.37784842987169,0.234323792734842,NA
"DBD:N8:AD:AN4",6972,602,1200,593,1281,2629,2219.29174204563,0.484423827042175,0.709090123903399,0.0576402463544124,0.158190453883776
"DBD:N8:AD:BN3",2475,632,1481,47,988,134,646.543968395421,0.0514116832203612,0.356372139263123,0.775113082163951,NA
"DBD:N8:AD:BN35",8738,812,1621,58,1113,117,1015.58196196943,-0.104384620441632,0.394017692148431,0.549960391126374,NA
"DBD:N8:AD:BN4",7182,493,2302,277,1223,229,1048.11778144907,-0.0955005190421122,0.344057470028324,0.608004300539214,NA
"DBD:N8:AD:PUMA_M144A_A139G",9405,924,2792,160,1263,139,1250.05535505743,-0.0897065645330314,0.381996647968244,0.608805357275375,NA
"DBD:N8:AD:PUMA_M144A_A139G_A150G",7760,614,958,110,662,135,842.615584175801,-0.0698518198958739,0.372810819199205,0.691183893210166,NA
"DBD:N8:AD:PUMA_M144A_D147G",10192,937,1324,93,835,84,1091.14323515296,-0.0668412450127395,0.39814818394505,0.694050132364351,NA
"DBD:N8:AD:PUMA_M144A_E132A",14137,1178,1798,63,1030,736,1668.74185813035,-0.000361513359333157,0.403762889368032,0.998259766361537,0.998259766361537
"DBD:N8:AD:PUMA_M144A_E136G",10164,758,1621,206,1443,418,1304.33076570213,-0.0415037232273588,0.364883344115604,0.814208884982274,NA
"DBD:N8:AD:PUMA_M144A_E158A",9090,902,170,15,133,32,816.471019427448,-0.00928149622350359,0.600323144102227,NA,NA
"DBD:N8:AD:PUMA_M144A_I137A",13670,1020,1267,41,1124,158,1303.05859226438,-0.108218827780542,0.428571191205154,0.528443758647162,NA
"DBD:N8:AD:PUMA_M144A_R143A",10141,814,1547,133,1100,113,1115.0971049923,-0.102961106187584,0.390708778605885,0.556287994558745,NA
"DBD:N8:AD:PUMA_M144A_W133F",12415,816,1642,102,1084,143,1213.71015372445,-0.146929086242062,0.414802899824682,0.409163132999827,NA
"DBD:N8:AD:PUMA_M144A_Y152A",8343,620,1603,141,1165,231,1020.87279910398,-0.106007222694957,0.363250211526797,0.558988946629553,NA
"DBD:N8:AD:Jerala_P1",4173,383,1314,317,1097,219,816.196080157359,0.0775054054430851,0.32737492629575,0.683958774442847,NA
"DBD:N8:AD:Jerala_P2",3745,337,3365,214,2204,401,1033.8503786738,-0.163507017540976,0.327673072439892,0.398763730140211,NA
"DBD:N8:AD:Jerala_P3",2016,161,2506,176,1497,2879,1779.27053092887,0.450286991211326,0.731664993921079,NA,NA
"DBD:N8:AD:Jerala_P4",727,76,2949,304,1276,211,648.27072621345,-0.0488078033985414,0.358910112859071,0.785063068992181,NA
"DBD:N8:AD:Jerala_P5",1841,140,2678,107,2137,233,684.565723983094,-0.421086598055456,0.402254782538625,0.0499011804941812,NA
"DBD:N8:AD:Jerala_P6",1548,174,2206,1212,1488,795,1489.62259082037,0.502350908848629,0.672280699278535,0.0475696818038871,0.137423525211229
"DBD:N8:AD:Jerala_P7",764,3760,1463,786,1265,2068,3146.66756774692,3.0935191207094,1.22079649829758,0.000275872308670073,0.00200413118357377
"DBD:N8:AD:Jerala_P8",3414,322,2458,194,1112,115,713.60563426586,-0.172178521946331,0.330168239658747,0.374274727571335,NA
"DBD:N8:AD:Jerala_P9",1608,143,1556,175,1226,176,529.920178081682,-0.113462478076839,0.315290659963256,0.559076939389118,NA
"DBD:N8:AD:Jerala_P10",1753,2537,1344,2785,1004,190,3060.43183418695,2.56066521535814,1.51403771277522,0.00148326844423426,0.008723031088711
"DBD:N8:AD:Jerala_P11",4134,558,2166,199,1175,360,936.599306369125,0.0707893143407518,0.324464472477929,0.710963548096464,NA
"DBD:N8:AD:Jerala_P12",2651,342,2447,204,1399,264,785.48266294306,-0.0535631002052677,0.307385654694119,0.78317866169004,NA
"DBD:P5A:AD:P6A",4939,339642,1205,27468,1024,28222,168985.081109504,8.25776098477606,1.01575143281126,6.15221968146819e-17,1.59957711718173e-15
"DBD:P5A:AD:P7A",4525,345,2106,749,1471,9934,5247.18199118672,1.70335242860475,1.6557160395594,0.00844656225365863,0.0377686704416289
"DBD:P5A:AD:P8A",9916,923,1564,64,904,153,1106.94587626522,-0.0705560068571862,0.393367388294392,0.680074887904075,NA
"DBD:P5A:AD:N1",2673,553,1373,208,684,534,849.808403943055,0.438060759755678,0.400880955507934,0.0428567748806069,NA
"DBD:P5A:AD:N2",8860,1176,1147,1675,1116,1004,2484.60564834171,0.468681797819662,0.704981363156518,0.0629307284476664,0.168041603569683
"DBD:P5A:AD:AN3",12937,954,2880,2020,1541,407,2678.81613356021,0.176242241496603,0.472255287021986,0.332406049602557,0.499114250771013
"DBD:P5A:AD:AN35",10966,693,1861,4394,1299,214,3739.2423027124,0.432198606585554,0.839447855294554,0.101581653488488,0.230189618455565
"DBD:P5A:AD:AN4",10322,3353,1653,659,1121,339,2590.73320975348,0.312748537206048,0.613151587501323,0.146265405033457,0.284468937348534
"DBD:P5A:AD:BN3",7688,556,1684,343,1194,2098,1879.95947390234,0.281055830687385,0.501433929851147,0.161404946007247,0.303845307114557
"DBD:P5A:AD:BN35",10471,690,2592,134,1658,438,1337.5565007371,-0.126697024145511,0.374812112764109,0.483299331520389,NA
"DBD:P5A:AD:BN4",10102,753,2634,2349,1620,354,2639.46957728479,0.245429183977377,0.535937760720487,0.212578248387362,0.359955051718222
"DBD:P5A:AD:PUMA_M144A_A139G",6607,412,2761,133,1275,689,1130.6193575517,-0.0354092011802907,0.349713035028103,0.845564253504376,NA
"DBD:P5A:AD:PUMA_M144A_A139G_A150G",8871,505,1226,87,821,105,852.665890824231,-0.204415235339217,0.409475715219479,0.274411454895803,NA
"DBD:P5A:AD:PUMA_M144A_D147G",14857,922,1870,63,1418,261,1438.55362150281,-0.150211447578407,0.43160347056539,0.397745736100783,NA
"DBD:P5A:AD:PUMA_M144A_E132A",8252,564,1993,103,1655,2995,2207.11925086518,0.23288907855129,0.532221689989326,0.231194610759974,0.380700459051423
"DBD:P5A:AD:PUMA_M144A_E136G",13132,780,2416,103,966,83,1242.19065546395,-0.200589557809646,0.45260953283284,0.27947258507226,NA
"DBD:P5A:AD:PUMA_M144A_E158A",9059,740,200,70,58,11,766.677731484224,-0.0232553815023814,0.602984944458409,0.902101608524326,NA
"DBD:P5A:AD:PUMA_M144A_I137A",6904,854,2104,186,1679,262,1178.01726637753,-0.0183401383228185,0.35440349963204,0.918706225812956,NA
"DBD:P5A:AD:PUMA_M144A_R143A",8517,1311,1921,130,1228,307,1365.49327710659,0.0568182139949429,0.383581792827454,0.741221197591023,NA
"DBD:P5A:AD:PUMA_M144A_W133F",8256,637,2397,163,1274,584,1246.53786715068,-0.0199847554440532,0.354747070764044,0.911395370690943,NA
"DBD:P5A:AD:PUMA_M144A_Y152A",5914,427,2369,96,1434,150,849.185934147375,-0.292117982239743,0.38160875409751,0.14393745034802,NA
"DBD:P5A:AD:Jerala_P1",1840,130,1837,77,1098,137,464.201902430444,-0.416243538932276,0.358331794079177,0.0483947393002202,NA
"DBD:P5A:AD:Jerala_P2",3570,2055,3727,192,2410,583,1842.48347335157,0.200719229233432,0.438604829271721,0.279297369713258,0.432516929900782
"DBD:P5A:AD:Jerala_P3",1893,123,2405,1733,2223,457,1740.84594338385,0.32614561822813,0.593145205248733,0.130243638826274,0.263689990082702
"DBD:P5A:AD:Jerala_P4",2773,1871,3486,219,1716,532,1641.10587165878,0.275177524586098,0.469179764446419,0.165074760150116,0.305040526133696
"DBD:P5A:AD:Jerala_P5",3803,4917,3004,187,2300,364,2882.92046835919,0.457341440648169,0.807605810644766,NA,NA
"DBD:P5A:AD:Jerala_P6",761,43883,2060,28450,1112,58783,60175.2084680369,7.52188587678975,0.77111207969892,3.67257879998626e-23,3.02375654532202e-21
"DBD:P5A:AD:Jerala_P7",1766,172,1662,104,1659,237,582.303850151971,-0.220865618261887,0.327942136652703,0.261916667393157,NA
"DBD:P5A:AD:Jerala_P8",4554,366,2309,168,1656,235,862.144454436388,-0.207913009099865,0.324699965060055,0.290022721723528,NA
"DBD:P5A:AD:Jerala_P9",339,60,1981,163,1087,199,455.240900625518,-0.0657612244114109,0.364799887945181,0.711682075957101,NA
"DBD:P5A:AD:Jerala_P10",155,23,991,29,937,112,237.687751923324,-0.250858019550346,0.482576142182094,0.197525316395633,NA
"DBD:P5A:AD:Jerala_P11",1516,173,2674,217,1868,2167,1535.65471000823,0.31467156811731,0.558568615331454,0.134897468978144,0.270891665346354
"DBD:P5A:AD:Jerala_P12",2943,437,2580,2471,1642,487,2323.90408795184,0.631225820357104,0.87297648523829,0.036975843358874,0.11488092213386
"DBD:P6A:AD:P7A",4866,476,1703,523,840,211,1003.50772971952,0.161589478170078,0.359948367932366,0.388392665611093,NA
"DBD:P6A:AD:P8A",11084,4252,1689,119,1104,134,2585.73003349738,0.231077250843032,0.604604213334008,NA,NA
"DBD:P6A:AD:N1",3093,691,1084,245,614,348,843.93598983067,0.423336227054048,0.420934733372332,0.0504828832827288,NA
"DBD:P6A:AD:N2",10604,896,813,82,600,353,1142.90679513337,-0.00354954326218758,0.390633466292463,0.983162199319117,NA
"DBD:P6A:AD:AN3",11280,843,2853,167,1547,270,1390.41325661747,-0.129225552523306,0.384040163521176,0.471053351888638,NA
"DBD:P6A:AD:AN35",4300,454,2058,178,1363,106,793.759420134288,-0.133897330716711,0.341536564234768,0.478984952006038,NA
"DBD:P6A:AD:AN4",9549,11870,1903,245,897,180,5751.73175076299,0.934091541184888,1.39810402059634,NA,NA
"DBD:P6A:AD:BN3",9613,744,1877,29,1114,274,1090.53782275932,-0.113285357955908,0.401450715237575,0.516554564092999,NA
"DBD:P6A:AD:BN35",8240,580,2586,335,1262,568,1329.38313857788,0.0172651740436948,0.348168143194727,0.924429971388006,NA
"DBD:P6A:AD:BN4",9552,17077,2179,19786,1206,11112,24267.6099379125,4.91664608054543,0.873103827142931,8.84945994849072e-09,8.92170043786615e-08
"DBD:P6A:AD:PUMA_M144A_A139G",10745,738,2120,142,999,152,1157.65195494147,-0.141484872087958,0.393813397631786,0.430241277657857,NA
"DBD:P6A:AD:PUMA_M144A_A139G_A150G",12623,767,1510,87,571,123,1125.00454755457,-0.143856860934493,0.424711820448996,0.416226726159241,NA
"DBD:P6A:AD:PUMA_M144A_D147G",11998,840,1770,69,936,173,1191.27114193051,-0.131446997304192,0.412257312895758,0.455063906589056,NA
"DBD:P6A:AD:PUMA_M144A_E132A",8872,854,1736,80,938,334,1132.73397648677,-0.0274824470356687,0.374478719261822,0.873769497155049,NA
"DBD:P6A:AD:PUMA_M144A_E136G",13870,1063,1732,100,1037,1243,1841.50853653637,0.0541885060588358,0.408612507690136,0.746076349155303,0.839548329117813
"DBD:P6A:AD:PUMA_M144A_E158A",12269,998,183,7,214,49,1006.46356401107,-0.0375376079498153,0.622121834522411,NA,NA
