"","trp1_l62_2mM","his1_l62_2mM","trp1_l67","his1_l67","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:Jerala_P7:AD:Jerala_P7",1508,100,68,1,71.9778411883367,-0.0127125903827599,0.152250238696725,0.569567649069291,NA
"DBD:Jerala_P7:AD:Jerala_P8",1392,746,92,2263,9525.48140808666,7.24404577164668,1.37588987085002,7.12736096524987e-08,4.63278462741242e-07
"DBD:Jerala_P7:AD:Jerala_P9",983,56,160,11,119.176209807708,-0.00642231561573356,0.125560196033186,0.730829802873181,NA
"DBD:Jerala_P7:AD:Jerala_P10",1790,110,58,3,84.6417932950397,-0.00454059251477644,0.115937802570896,0.791376556466636,NA
"DBD:Jerala_P7:AD:Jerala_P11",1954,136,92,5,111.043245741338,-0.00235122961556673,0.0937073201074866,0.859550106032456,NA
"DBD:Jerala_P7:AD:Jerala_P12",1444,75,157,6,110.160129815276,-0.030843721699354,0.1997755090845,0.242394598089975,NA
"DBD:Jerala_P8:AD:Jerala_P1",4876,313,143,4,212.359784047831,-0.00832062539477438,0.115500455462634,0.601980549008092,0.739268332474474
"DBD:Jerala_P8:AD:Jerala_P2",3787,315,228,7,229.646987110258,-0.00460619102457245,0.0875019789403948,0.693230415740584,0.776896155571344
"DBD:Jerala_P8:AD:Jerala_P3",1757,89,235,159,769.336187041964,0.489876962819024,1.21488370278662,0.0660514270667704,0.130101295737578
"DBD:Jerala_P8:AD:Jerala_P4",2412,169,130,2,124.697450784002,-0.0136953396855553,0.139191300405911,0.469360602031479,NA
"DBD:Jerala_P8:AD:Jerala_P5",2825,171,140,5,147.407707318677,-0.0105835750471819,0.114679455209375,0.477463828255533,NA
"DBD:Jerala_P8:AD:Jerala_P6",4016,254,208,14,242.869005439472,-0.00238629371973108,0.0735489928503079,0.806176187578883,0.859040199879137
"DBD:Jerala_P8:AD:Jerala_P7",2410,18154,97,3182,17326.6880045098,7.86921532312058,0.740588658579781,1.07636191993264e-26,1.16605874659369e-25
"DBD:Jerala_P8:AD:Jerala_P8",6,2,1,0,0.839170190020857,0.122969396492898,0.762404375916993,0.466611623881787,NA
"DBD:Jerala_P8:AD:Jerala_P9",3173,209,50,3,129.201548292128,-0.00134734075269417,0.121079670805277,0.9423492576613,NA
"DBD:Jerala_P8:AD:Jerala_P10",3672,228,179,5,185.939629858845,-0.0128138449670798,0.122435689444181,0.412220842349508,NA
"DBD:Jerala_P8:AD:Jerala_P11",3954,220,189,12,220.523689173027,-0.00543975600204646,0.0839762798967351,0.614161383901871,0.739268332474474
"DBD:Jerala_P8:AD:Jerala_P12",3632,164,292,23,275.621471664466,-0.00449849159710934,0.0920693151946568,0.720005390041659,0.793226277164539
"DBD:Jerala_P9:AD:Jerala_P1",1977,126,170,21,196.385557230252,0.00894495603918876,0.110480918249791,0.542264287834755,NA
"DBD:Jerala_P9:AD:Jerala_P2",2000,106,193,26,219.069999684498,0.0118525073737235,0.129528821495634,0.499609621669284,0.690949476776669
"DBD:Jerala_P9:AD:Jerala_P3",3530,163,299,19,259.10155134924,-0.00975468209178004,0.10766519101124,0.479317102583487,0.690949476776669
"DBD:Jerala_P9:AD:Jerala_P4",1269,67,125,7,100.592540656173,-0.0134677745752407,0.137973840804512,0.472622678232558,NA
"DBD:Jerala_P9:AD:Jerala_P5",3753,4194,113,11,1105.99403279272,0.986928422874951,1.70106335413745,0.0284510680150577,0.0727037750468576
"DBD:Jerala_P9:AD:Jerala_P6",2971,159,131,6,148.816179697266,-0.011003900989398,0.115262074514786,0.458718475767669,NA
"DBD:Jerala_P9:AD:Jerala_P7",4101,178,186,8,196.142692428995,-0.0251018909435335,0.164057793713816,0.216389076100781,NA
"DBD:Jerala_P9:AD:Jerala_P8",2754,126,176,17,195.069028882904,-0.00191285573809285,0.0836298431067823,0.868258236632867,NA
"DBD:Jerala_P9:AD:Jerala_P10",2408,42353,112,2876,21638.1509599239,8.15698018439554,0.518177010184108,3.55338257408452e-56,5.77424668288734e-55
"DBD:Jerala_P9:AD:Jerala_P11",2956,130,153,7,152.05018070514,-0.0226084086814508,0.158364284666868,0.253135883930343,NA
"DBD:Jerala_P9:AD:Jerala_P12",2564,229,259,13,221.849488952173,-0.00227739114278404,0.0767110409378781,0.824666820961835,0.864570054234182
"DBD:Jerala_P10:AD:Jerala_P1",5098,337,192,15,280.438021352273,-2.45943712459708e-06,0.0780010990180911,0.999816287755216,0.999816287755216
"DBD:Jerala_P10:AD:Jerala_P2",6044,422,166,9,284.575787531919,-0.00196257521342921,0.0952775352552134,0.885480346974993,0.899315977396477
"DBD:Jerala_P10:AD:Jerala_P3",4536,309,505,59,531.265810333758,0.0165607795641245,0.200103594794162,0.609701404010194,0.739268332474474
"DBD:Jerala_P10:AD:Jerala_P4",3674,219,135,5,171.79973602148,-0.00899123542070127,0.110489235980142,0.539729335904884,NA
"DBD:Jerala_P10:AD:Jerala_P5",3297,218,234,6,196.376816318343,-0.0171987448005339,0.136563504425538,0.310345623194781,NA
"DBD:Jerala_P10:AD:Jerala_P6",4966,333,256,33,368.843016554754,0.00972826970715806,0.11614880105456,0.531523963123735,0.701360630389787
"DBD:Jerala_P10:AD:Jerala_P7",1732,107,294,13,188.986367703875,-0.0193004118045233,0.156749652434214,0.34811830761096,NA
"DBD:Jerala_P10:AD:Jerala_P8",11007,741,187,6,437.480855617411,-0.00780596497040413,0.168144513540652,0.777398824695858,0.842182060087179
"DBD:Jerala_P10:AD:Jerala_P9",1733,70229,128,4934,36503.6032744762,9.11802551519184,0.283328972335343,1.19180730951611e-227,7.74674751185473e-226
"DBD:Jerala_P10:AD:Jerala_P11",4496,310,213,5,228.446754418009,-0.0106537890603199,0.115727389445326,0.480131550393744,0.690949476776669
"DBD:Jerala_P10:AD:Jerala_P12",3496,227,154,4,171.667250154131,-0.0105580400845149,0.117556307225283,0.496070786620326,NA
"DBD:Jerala_P11:AD:Jerala_P1",2447,188,114,53,334.962076117874,0.460680984139329,0.855663689290224,0.017756422769167,0.0549603561902788
"DBD:Jerala_P11:AD:Jerala_P2",1686,171,212,139,698.405043930851,0.574684872938918,1.26902940816858,0.0471696141747783,0.0989040297213093
"DBD:Jerala_P11:AD:Jerala_P3",3184,572,129,42,394.962540788349,0.635831261653629,0.917661719775569,0.00886689071969358,0.0322370561753138
"DBD:Jerala_P11:AD:Jerala_P4",2329,351,158,361,1648.86731967943,2.18310147877537,2.29189768988253,0.00866777231240889,0.0322370561753138
"DBD:Jerala_P11:AD:Jerala_P5",3164,6665,269,211,2529.3073659564,2.66783915109706,2.2326293645629,0.00463037638025687,0.0214981760511926
"DBD:Jerala_P11:AD:Jerala_P6",3874,272,239,110,647.783162225114,0.197216935096363,0.700843427952532,0.124366336161002,0.218481401363922
"DBD:Jerala_P11:AD:Jerala_P7",3782,382,115,71,477.022088592696,0.404276667349397,0.878525071439868,0.0303513326848347,0.0730680231301576
"DBD:Jerala_P11:AD:Jerala_P8",2516,199,159,71,425.076745175556,0.419350303902267,0.880945527695145,0.027246688603417,0.0727037750468576
"DBD:Jerala_P11:AD:Jerala_P9",835,78,61,5,69.7636485921951,0.00641658759659074,0.116928562849433,0.703918496554559,NA
"DBD:Jerala_P11:AD:Jerala_P10",2542,389,152,61,426.184410521814,0.732584350280877,1.0440435350287,0.00982276285516894,0.0322370561753138
"DBD:Jerala_P11:AD:Jerala_P11",198,77,19,6,51.0403434076629,1.25535121673977,1.25058098363313,0.0043984499480326,NA
"DBD:Jerala_P11:AD:Jerala_P12",1351,5200,35,705,4127.65602184638,6.59735364675749,1.46391343233691,3.15744714127712e-06,1.86576421984557e-05
"DBD:Jerala_P12:AD:Jerala_P1",834,50,192,9,115.791783713042,-0.0220015343589893,0.186428428386009,0.407616690356627,NA
"DBD:Jerala_P12:AD:Jerala_P2",3205,200,152,3,155.74763264027,-0.015800212466671,0.141338166469952,0.393441677057587,NA
"DBD:Jerala_P12:AD:Jerala_P3",1265,75,137,156,718.286229825384,1.13517773597512,1.7858736078716,0.022516221680577,0.0636328004016307
"DBD:Jerala_P12:AD:Jerala_P4",2022,117,203,12,167.170803694206,-0.00830791705598139,0.105050011259456,0.547709236021542,NA
"DBD:Jerala_P12:AD:Jerala_P5",4485,274,152,8,215.529493496555,-0.00490988608411042,0.090940868084869,0.688013400113143,0.776896155571344
"DBD:Jerala_P12:AD:Jerala_P6",3638,242,278,13,248.697656057132,-0.00748706284793205,0.0914973302939317,0.514627378923399,0.696891242292103
"DBD:Jerala_P12:AD:Jerala_P7",5175,265,206,8,240.285162655544,-0.0159672814645818,0.132224253961392,0.332629445422601,0.527339364694367
"DBD:Jerala_P12:AD:Jerala_P8",2890,194,197,6,173.617676991031,-0.0124129375822834,0.117786481339461,0.402188264826794,NA
"DBD:Jerala_P12:AD:Jerala_P9",1442,241,60,2,105.172075302526,0.0298829207727536,0.207996880917156,0.297079788834883,NA
"DBD:Jerala_P12:AD:Jerala_P10",3535,5395,201,8,1390.30392929746,0.911608863813446,1.68370090350727,0.0349056733278894,0.0810310273683148
"DBD:Jerala_P12:AD:Jerala_P11",822,15002,121,2719,14677.1662833995,8.12883204141851,0.861892361848121,1.81979243035857e-21,1.68980725676153e-20
"DBD:Jerala_P12:AD:Jerala_P12",1433,86,104,1,77.3607603856371,-0.0361694429064742,0.232224095092995,0.264371896001709,NA
