"","trp1_l45","his1_l45","trp1_l66","his1_l66","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"DBD:BECM01:AD:FECM04",12651,2636,1508,274,2144.58663622027,-0.490248777145837,0.572836544268104,0.305173335044932,0.540661420355194
"DBD:BECM01:AD:Mcl1[151-321]",18335,11216,3241,730,5324.80027131937,0.265835688199839,0.680549847729476,0.62237390919389,0.855863245750118
"DBD:BECM01:AD:XCDP07",3637,529,514,90,611.593062429009,-0.807177028353417,0.506487204679688,0.0639245219191092,0.171226397997614
"DBD:BECM01:AD:alphaBCL2",16195,1694,1856,317,2346.1315421684,-1.01694569911268,0.588013488715136,0.0380123529816797,0.117161361929835
"DBD:BECM01:AD:alphaBCLB",13706,4909,1104,120,2352.470140565,-0.0861934427978428,0.802242007317303,0.885486424126983,0.973951235800064
"DBD:BECM01:AD:alphaBFL1",30279,5332,1478,151,3629.97961593986,-0.539588560958529,0.871349275800835,0.392830935300963,0.622443383399413
"DBD:BECM01:AD:alphaMCL1",19925,3844,1435,178,2705.56008978752,-0.521106265986328,0.781984739025353,0.378652817729673,0.61736872455925
"DBD:Bcl-2:AD:2CDP06",5066,8438,912,1291,3738.29732800061,2.03252584691596,0.587652671696932,0.00010368375122198,0.00145805275155909
"DBD:Bcl-2:AD:BCDP01",5018,10889,969,1830,4836.23215087611,2.39990070389248,0.59611590932843,1.05193484830635e-05,0.000197237784057441
"DBD:Bcl-2:AD:BECM01",4774,2030,1222,255,1413.47383587186,-0.0651557920693768,0.468028235194537,0.874118248641777,0.973951235800064
"DBD:Bcl-2:AD:Bcl-2",3492,1715,992,241,1174.3540214436,0.0777892739769252,0.467695292075897,0.849889526824738,0.973951235800064
"DBD:Bcl-2:AD:Bcl-B",16111,10054,1228,284,3753.47134898131,0.398841841806408,0.819162388683076,0.511554042402184,0.757234602240075
"DBD:Bcl-2:AD:Bcl-w",1287,166,4270,464,2132.7053603062,-0.737160778549287,1.06931625546838,0.292752440375971,0.526954392676747
"DBD:Bcl-2:AD:Bcl-xL",1552,469,2291,2043,3240.16225494425,0.636429389843459,1.05385651165632,0.357997300229166,0.605634530462875
"DBD:Bcl-2:AD:Bfl-1",3878,2271,2724,904,2649.12432979488,0.156682593083466,0.740469256533532,0.783462902386541,0.9536910483072
"DBD:Bcl-2:AD:FECM04",4309,14314,1524,2322,6212.62600969618,2.21080697195678,0.812204836736064,0.00104478191190291,0.00758309452187596
"DBD:Bcl-2:AD:Mcl1[151-321]",7011,2866,3247,399,2593.65063859692,-0.43459311803033,0.660360770875829,0.411354516433692,0.638308732397108
"DBD:Bcl-2:AD:XCDP07",961,1184,442,515,1017.13932021992,1.48681396895906,0.735901364574052,0.0120764751699657,0.0512680549668356
"DBD:Bcl-2:AD:alphaBCL2",4244,12761,1396,1816,5298.22712595488,2.16483700188975,0.734391651520407,0.000549038863628089,0.00514723934651334
"DBD:Bcl-2:AD:alphaBCLB",5070,1590,1213,112,1183.92587920833,-0.54944464585986,0.58137531483224,0.255573495367117,0.475239970723977
"DBD:Bcl-2:AD:alphaBFL1",8501,18124,1315,2448,7297.98276639045,2.15521547576356,0.801293234722859,0.00119272114212561,0.0083863205305707
"DBD:Bcl-2:AD:alphaMCL1",7505,1300,1300,116,1311.97291976844,-1.01751778345346,0.555860436037669,0.0302676457668652,0.0972888613934952
"DBD:Bcl-B:AD:2CDP06",41065,6453,1573,360,4784.9048274722,-0.511604255901078,0.829764580594443,0.404368073461521,0.636243472229666
"DBD:Bcl-B:AD:BCDP01",29484,148095,1103,6737,39202.4250832181,2.59684275947722,1.15802339501982,0.00213072350169387,0.0133170218855867
"DBD:Bcl-B:AD:BECM01",20283,77386,972,5815,23442.3463227061,2.86952347733203,0.935725701948201,0.000214736570934621,0.00241578642301448
"DBD:Bcl-B:AD:Bcl-2",11240,3774,2441,609,2982.05384194488,-0.0975627994315132,0.527329209467716,0.828544880490727,0.973951235800064
"DBD:Bcl-B:AD:Bcl-B",586,1093,26,3,267.255322453213,0.981537111065215,1.20228137814389,0.182394199534106,0.373079044501581
"DBD:Bcl-B:AD:Bcl-w",9875,1347,5110,1052,3842.57702995683,-0.4557321559374,0.795755295566916,0.445762545321985,0.668643817982977
"DBD:Bcl-B:AD:Bcl-xL",8609,4116,2860,528,2946.93005920988,-0.095771850730839,0.597667034673104,0.846139114795603,0.973951235800064
"DBD:Bcl-B:AD:Bfl-1",25072,9680,2561,494,4935.76213579553,0.00638980652122994,0.711992806043113,0.990829886141053,0.99344632156761
"DBD:Bcl-B:AD:FECM04",32384,9261,1886,823,5426.71255493627,0.0256585241137156,0.72391684820246,0.963580042207998,0.99344632156761
"DBD:Bcl-B:AD:Mcl1[151-321]",44382,16030,4341,516,8055.21143742156,-0.0972205334709243,0.857429327962347,0.875637494301689,0.973951235800064
"DBD:Bcl-B:AD:XCDP07",8069,6947,599,3566,6009.32542757757,2.14793167450727,0.937282030086587,0.00343867033638402,0.0193425206421601
"DBD:Bcl-B:AD:alphaBCL2",32142,5833,2446,420,4482.97347366706,-0.529731778506011,0.713453330233136,0.342316308397478,0.583493707495702
"DBD:Bcl-B:AD:alphaBCLB",24285,95229,739,7088,28569.6216073387,2.7524840839477,1.05180107658723,0.000784940317407336,0.0065411693117278
"DBD:Bcl-B:AD:alphaBFL1",47620,14656,1756,527,7078.37114458979,-0.0128634821985717,0.908843507099904,0.983952993286571,0.99344632156761
"DBD:Bcl-B:AD:alphaMCL1",40916,18777,1427,832,7704.67998033272,0.313083792142018,0.916613415936502,0.627123651961403,0.855863245750118
"DBD:Bcl-w:AD:2CDP06",4536,1460,2257,10084,12425.3846866756,1.79865165203031,1.24525900648993,0.0261385971375164,0.0891088538778967
"DBD:Bcl-w:AD:BCDP01",3623,5193,2419,10187,13285.2072193303,2.16916404752016,1.15798347702377,0.00796171106681063,0.0363934734828747
"DBD:Bcl-w:AD:BECM01",4308,729,2722,942,2408.4976238094,-0.0340465597076973,0.833229389049543,0.955597237509945,0.99344632156761
"DBD:Bcl-w:AD:Bcl-2",2599,151,4879,1101,3124.77069061482,-0.260039073709624,1.04524010079486,0.700947603850729,0.912968815690899
"DBD:Bcl-w:AD:Bcl-B",9904,1535,3061,362,2400.43751758925,-0.979103700839534,0.629105718616537,0.0572175777995145,0.156999451279156
"DBD:Bcl-w:AD:Bcl-w",679,44,857,205,578.868284162943,-0.266363479159199,0.975190222078837,0.687238432655073,0.906288146332397
"DBD:Bcl-w:AD:Bcl-xL",732,78,5620,969,3112.07705869573,-0.347866070362251,1.13343202461089,0.614017230377885,0.852801708858173
"DBD:Bcl-w:AD:Bfl-1",3121,354,5609,753,3074.56388987883,-0.624291378807229,1.01857870674299,0.360978076408931,0.60611990441798
"DBD:Bcl-w:AD:FECM04",4289,1050,3529,1497,3365.45945289442,0.149755427190299,0.874354754942544,0.811479528221716,0.966047057406805
"DBD:Bcl-w:AD:Mcl1[151-321]",4316,548,7382,1062,4153.55720987962,-0.582604688975276,0.994964107103825,0.388370745020284,0.619740550564283
"DBD:Bcl-w:AD:XCDP07",784,1181,966,7469,8813.81377805462,2.26171954288967,1.33787058074401,0.00808743855174994,0.0363934734828747
"DBD:Bcl-w:AD:alphaBCL2",4573,986,3995,7176,9760.35023246258,1.01017149076149,1.18090810460516,0.170258215975004,0.351450445819963
"DBD:Bcl-w:AD:alphaBCLB",3656,269,2697,692,1993.27491087894,-0.278475794631078,0.897520779538377,0.662189512718669,0.886860954533931
"DBD:Bcl-w:AD:alphaBFL1",4898,1569,3265,843,2696.59147185001,-0.138881205906889,0.761458120802878,0.81080185718609,0.966047057406805
"DBD:Bcl-w:AD:alphaMCL1",6207,269,3024,500,2056.55921101745,-0.730437997503192,0.905544812070762,0.260744317801704,0.480880913978553
"DBD:Bcl-xL:AD:2CDP06",2924,316,1859,627,1589.50083657686,-0.088255716395928,0.82962432125847,0.884979264426492,0.973951235800064
"DBD:Bcl-xL:AD:BCDP01",3051,5946,1427,12564,15654.8120330959,2.9867363739371,1.10521472016176,0.000450033685970054,0.00460261724287555
"DBD:Bcl-xL:AD:BECM01",1878,1517,1506,3595,4893.27280070448,1.5786361380942,1.12123924454143,0.0392900023069543,0.118537461242913
"DBD:Bcl-xL:AD:Bcl-2",876,336,2838,614,1798.85788537166,-0.247033640968849,0.956614316602139,0.706531400849085,0.913618190753127
"DBD:Bcl-xL:AD:Bcl-B",9712,3060,1967,424,2374.1459470432,-0.199963372385004,0.514904978194539,0.651213558482509,0.877383536877632
"DBD:Bcl-xL:AD:Bcl-w",527,45,6082,1420,3750.6611339779,-0.169389770313799,1.15616464559952,0.804373492043294,0.966047057406805
"DBD:Bcl-xL:AD:Bcl-xL",56,44,754,448,770.194272724499,0.223541608598517,1.31020603554079,0.732975847159375,0.937042986425337
"DBD:Bcl-xL:AD:Bfl-1",2301,779,3602,851,2505.85251473117,-0.192672628286502,0.902458472175793,0.762744748037636,0.9536910483072
"DBD:Bcl-xL:AD:FECM04",2974,5599,1801,14271,17584.2142391889,2.82425783938237,1.14844114339229,0.000969840462685017,0.00727380347013762
"DBD:Bcl-xL:AD:Mcl1[151-321]",3573,1011,5251,736,3088.54898366573,-0.562619820110558,0.916159799937823,0.386137854739168,0.619740550564283
"DBD:Bcl-xL:AD:XCDP07",3323,359,717,5708,6788.30980374324,1.85280924101053,1.3130564009314,0.0238311273525701,0.0824923639127427
"DBD:Bcl-xL:AD:alphaBCL2",4719,1219,2349,2818,4456.31173370199,0.868078730149617,0.977957163748735,0.202332361353603,0.399340186882111
"DBD:Bcl-xL:AD:alphaBCLB",2889,535,1909,756,1790.20745620955,0.0715899144768377,0.809103522891203,0.90524957632949,0.974902196640365
"DBD:Bcl-xL:AD:alphaBFL1",3681,5568,1634,12544,15669.6191748977,2.79968224129863,1.11823854961501,0.000929311197340158,0.00721017308281157
"DBD:Bcl-xL:AD:alphaMCL1",4051,598,1900,223,1287.33440706975,-1.00880385566834,0.678283491944258,0.0638156912333477,0.171226397997614
"DBD:Bfl-1:AD:2CDP06",9182,771,1107,401,1554.22606529015,-0.496020038922226,0.610459928202109,0.321811568454923,0.565684397674669
"DBD:Bfl-1:AD:BCDP01",7443,17342,1030,15704,21506.1561913737,3.6034188063281,0.900725532829699,4.051202885167e-06,9.11520649162575e-05
"DBD:Bfl-1:AD:BECM01",7589,18056,1085,7454,12633.9441576069,3.14468988485358,0.781102626335674,6.59756877389792e-06,0.000134950270375185
"DBD:Bfl-1:AD:Bcl-2",5096,1584,1926,511,1874.04530773119,-0.129964889409442,0.581939959122586,0.788384599933952,0.9536910483072
"DBD:Bfl-1:AD:Bcl-B",20127,13658,1306,344,4815.97461124443,0.48115922020853,0.863244112679397,0.442987540445842,0.668643817982977
"DBD:Bfl-1:AD:Bcl-w",2496,3366,4190,599,2966.87386592219,-0.163910221856638,0.828674595695935,0.788141268527967,0.9536910483072
"DBD:Bfl-1:AD:Bcl-xL",2425,1328,2403,592,1915.024077776,-0.0769328996946188,0.749326187798783,0.893438351408604,0.974902196640365
"DBD:Bfl-1:AD:Bfl-1",3335,2465,438,181,1052.70196784601,0.705168138322462,0.588216748181437,0.148190898603867,0.314588828738596
"DBD:Bfl-1:AD:FECM04",6721,20465,981,12766,18847.7471653172,3.72098359332829,0.814206341360327,3.47062214687718e-07,1.11555711863909e-05
"DBD:Bfl-1:AD:Mcl1[151-321]",11067,4380,3185,453,3184.76542194966,-0.275564281934222,0.607030619416806,0.580648545445515,0.817722333764624
"DBD:Bfl-1:AD:XCDP07",1664,368,450,163,514.56553521277,-0.0424564667972162,0.615103520392737,0.932825264938656,0.990026814203762
"DBD:Bfl-1:AD:alphaBCL2",7382,1220,1707,669,2038.58720000874,-0.0807637972084595,0.625059806154876,0.874014734593853,0.973951235800064
"DBD:Bfl-1:AD:alphaBCLB",8024,2375,1273,684,2172.0612499206,0.273922193001608,0.522625680203354,0.540119415861449,0.774056487699529
"DBD:Bfl-1:AD:alphaBFL1",9606,38446,928,13955,23905.0369921046,3.86453096569428,0.771146440361312,3.64707681909716e-08,2.05148071074215e-06
"DBD:Bfl-1:AD:alphaMCL1",13591,8416,1217,2237,5406.9052864998,1.28258796614182,0.745449296154126,0.029612477967286,0.0965624281541935
"DBD:FECM04:AD:2CDP06",9389,767,1255,338,1549.56834701772,-0.735066233947284,0.592462444250352,0.133890659437622,0.289667292052548
"DBD:FECM04:AD:BCDP01",8442,1438,1226,126,1382.37136992352,-0.928799127787264,0.562108466430081,0.0494403100317512,0.1390508719643
"DBD:FECM04:AD:BECM01",7248,874,1127,184,1224.21958777654,-1.02135303735788,0.443224673986042,0.0092658513243218,0.0408787558425962
"DBD:FECM04:AD:Bcl-2",2777,3407,1498,7755,9883.97998450298,2.23058901529088,1.19512944323559,0.00726937175266667,0.0348001839223404
"DBD:FECM04:AD:Bcl-B",22935,6240,1490,204,3418.88550851443,-0.228964718237216,0.800841597128112,0.70197157828678,0.912968815690899
"DBD:FECM04:AD:Bcl-w",3650,664,3748,478,2209.22835543411,-0.728548568897339,0.881925205285972,0.254893153358909,0.475239970723977
"DBD:FECM04:AD:Bcl-xL",2706,2183,1625,10376,12552.9499591408,2.28257765391229,1.24706484450364,0.00691799623649618,0.0338380250698183
"DBD:FECM04:AD:Bfl-1",8501,16861,1472,7177,12284.9069579956,2.81707799817936,0.798598640836578,5.39705995379748e-05,0.000809558993069622
"DBD:FECM04:AD:FECM04",7663,945,20,5,676.129364126871,-0.536937889656755,1.11858608678034,0.441667843256131,0.668643817982977
"DBD:FECM04:AD:Mcl1[151-321]",11931,4886,2982,659,3493.39271279881,-0.0559929629798296,0.546464278361699,0.903661116308335,0.974902196640365
"DBD:FECM04:AD:XCDP07",1606,137,488,51,355.478141588659,-1.2572749288543,0.786275624501174,0.039512487080971,0.118537461242913
"DBD:FECM04:AD:alphaBCL2",8075,404,1775,290,1527.03161863605,-1.11282079681186,0.729014427082667,0.0530436417387794,0.147343449274387
"DBD:FECM04:AD:alphaBCLB",10066,1130,1103,404,1682.61436781248,-0.445849659053254,0.555574141820886,0.340262010415806,0.583493707495702
"DBD:FECM04:AD:alphaBFL1",15989,1504,1314,117,1884.34256235671,-1.36366241778916,0.726552604634963,0.0191354065570572,0.0711785313714854
"DBD:FECM04:AD:alphaMCL1",11748,1902,1191,238,1790.29010279357,-0.645332978116535,0.547343306838702,0.162581160497565,0.341876272074318
"DBD:Mcl1[151-321]:AD:2CDP06",9347,992,1353,396,1690.19975556835,-0.558580325431868,0.560803824162651,0.235257966756905,0.454086091920436
"DBD:Mcl1[151-321]:AD:BCDP01",11477,30617,1575,12123,20676.8882925972,3.34563469723045,0.732885644532159,5.72869655399421e-07,1.61119590581087e-05
"DBD:Mcl1[151-321]:AD:BECM01",7968,5212,1672,926,3142.12513110174,0.712363294663543,0.555257476702172,0.12733475719361,0.278158450180215
"DBD:Mcl1[151-321]:AD:Bcl-2",4098,1687,2227,502,1929.47127781702,-0.153212855134425,0.637183049629564,0.766586603492741,0.9536910483072
"DBD:Mcl1[151-321]:AD:Bcl-B",19552,14078,1536,173,4758.2569322874,0.400913071621885,0.915407573322242,0.534560272465411,0.771000392978959
"DBD:Mcl1[151-321]:AD:Bcl-w",2013,644,4801,800,2829.45706224919,-0.417001951672831,0.972646013562262,0.530064276181082,0.769448142843506
"DBD:Mcl1[151-321]:AD:Bcl-xL",1936,607,2950,471,1801.57111679033,-0.484298828845665,0.86564185727285,0.440760135812465,0.668643817982977
"DBD:Mcl1[151-321]:AD:Bfl-1",7282,3466,2841,684,2899.08763245546,-0.00919698369287267,0.608702882480379,0.985324861294112,0.99344632156761
"DBD:Mcl1[151-321]:AD:FECM04",8777,7380,2304,967,3894.1832742166,0.673828952093449,0.586446102346525,0.166044436651918,0.345925909691496
"DBD:Mcl1[151-321]:AD:Mcl1[151-321]",4936,3361,866,248,1555.88128134891,0.460250922564455,0.56430295602984,0.330431132910601,0.5763333713557
"DBD:Mcl1[151-321]:AD:XCDP07",2070,1609,619,5191,6359.13374144495,2.53148381475521,1.19562906471335,0.00293562275930179,0.016936285149818
"DBD:Mcl1[151-321]:AD:alphaBCL2",8790,901,2205,317,1852.43743060123,-1.05704261634902,0.606767568179,0.0354101468120693,0.112106182785212
"DBD:Mcl1[151-321]:AD:alphaBCLB",10304,3010,1493,227,2017.12617738614,-0.318458838440719,0.590708376353189,0.515012332026296,0.75737107650926
"DBD:Mcl1[151-321]:AD:alphaBFL1",13738,7778,1789,811,3927.78029738097,0.52119034873533,0.592452457248496,0.287456731987127,0.521594876589545
"DBD:Mcl1[151-321]:AD:alphaMCL1",11884,34855,1457,7195,16105.4729799276,3.14508729547458,0.650924110945846,2.0305442015443e-07,7.61454075579113e-06
"DBD:XCDP07:AD:2CDP06",11349,1174,648,675,1906.92070941982,0.0380418249132655,0.697273873811897,0.944701417649863,0.99344632156761
"DBD:XCDP07:AD:BCDP01",6804,6258,673,356,2300.72103857013,0.909814778026671,0.753311511141059,0.118894867030312,0.267513450818203
"DBD:XCDP07:AD:BECM01",6572,3630,549,243,1593.32164606651,0.50028533634407,0.640757373806692,0.334281901309402,0.578564829189349
"DBD:XCDP07:AD:Bcl-2",3256,6120,705,4653,6774.93941512406,2.83536724576627,0.969537706877848,0.000329783821280674,0.00353339808515008
"DBD:XCDP07:AD:Bcl-B",24752,212432,532,922,45192.4412762466,2.09466047852615,1.40429488126992,0.0126329771332911,0.0516803609998273
"DBD:XCDP07:AD:Bcl-w",2188,2028,763,9197,10892.4258522441,2.8269104796563,1.22813184420799,0.00124698376519884,0.00850216203544665
"DBD:XCDP07:AD:Bcl-xL",2145,3030,472,3732,4996.46297400166,2.98039853809956,0.957179239254496,0.000164369774217991,0.00217548230582635
"DBD:XCDP07:AD:Bfl-1",5969,5830,1008,317,2239.25711538558,0.727975849745648,0.707358898771807,0.190634038286781,0.382970166201122
"DBD:XCDP07:AD:FECM04",8574,2467,756,216,1528.54126264794,-0.0901055321523279,0.566345098565766,0.84949562196119,0.973951235800064
"DBD:XCDP07:AD:Mcl1[151-321]",10848,48913,1130,12462,24508.9848249462,3.8085266143931,0.717077986099671,8.66729272150478e-09,1.95014086233858e-06
"DBD:XCDP07:AD:XCDP07",695,370,76,45,193.231041231969,0.492108109010448,0.791986626988125,0.409221561889834,0.638308732397108
"DBD:XCDP07:AD:alphaBCL2",6651,2025,890,360,1526.34730252248,0.109512852823455,0.427768714601444,0.774849960929714,0.9536910483072
"DBD:XCDP07:AD:alphaBCLB",7288,4575,520,66,1622.27201620202,0.352981492498913,0.840587457859625,0.566790736678839,0.807138707295815
"DBD:XCDP07:AD:alphaBFL1",10580,3742,529,188,1796.61693968026,0.109292700409032,0.721665516074958,0.845493789301681,0.973951235800064
"DBD:XCDP07:AD:alphaMCL1",10619,2466,552,91,1445.80103821189,-0.316449065949767,0.747745560772665,0.581491437343733,0.817722333764624
"DBD:alphaBCL2:AD:2CDP06",8165,459,1390,222,1332.80638694971,-1.27783064739992,0.638619697359846,0.0153549172288796,0.0595664892499638
"DBD:alphaBCL2:AD:BCDP01",6432,725,1312,389,1434.07875633715,-0.426318817543171,0.594113783093305,0.385267704960191,0.619740550564283
"DBD:alphaBCL2:AD:BECM01",5870,603,1210,262,1199.56808619439,-0.738354784265185,0.57289826504852,0.122703103088779,0.273348496979954
"DBD:alphaBCL2:AD:Bcl-2",2649,3522,1409,8719,10924.2506302482,2.42257078998192,1.1929221067774,0.00407532498780892,0.0213243749362095
"DBD:alphaBCL2:AD:Bcl-B",16502,2192,1452,145,2133.16757557887,-0.96935092785692,0.733536941312075,0.0913770256842372,0.221073449236058
"DBD:alphaBCL2:AD:Bcl-w",2669,459,3598,8807,11184.4300104017,1.15984611691322,1.26167926419056,0.124100828041462,0.273751826562048
"DBD:alphaBCL2:AD:Bcl-xL",1579,209,2144,8450,10161.0274511239,1.39912775936437,1.3377340046745,0.0713529556168233,0.184533505905578
"DBD:alphaBCL2:AD:Bfl-1",5781,775,2377,421,1815.73340434654,-0.653908414470992,0.700660169190498,0.236124767798627,0.454086091920436
"DBD:alphaBCL2:AD:FECM04",6238,506,1429,269,1288.15448924161,-0.886355145599574,0.636926265407223,0.0872336938081229,0.213343272900301
"DBD:alphaBCL2:AD:Mcl1[151-321]",8939,762,3843,590,2712.83747216529,-0.79074072407571,0.831129253091317,0.201549818509118,0.399340186882111
"DBD:alphaBCL2:AD:XCDP07",1770,77,402,335,634.521994530147,0.309514788072685,0.898373269414798,0.62763304688342,0.855863245750118
"DBD:alphaBCL2:AD:alphaBCL2",2153,106,9,5,163.221189109086,-0.96399992849458,1.22319924248896,0.189947451952419,0.382970166201122
"DBD:alphaBCL2:AD:alphaBCLB",7112,450,1299,161,1166.70707538487,-1.53035342055474,0.567660600295565,0.00176883904637221,0.0113711081552499
"DBD:alphaBCL2:AD:alphaBFL1",11828,645,1375,176,1541.15652462999,-1.70301343418305,0.557334656536259,0.000492500298686646,0.00481793770454328
"DBD:alphaBCL2:AD:alphaMCL1",11492,447,1333,103,1385.88258299955,-2.35618568280015,0.513692368622958,9.22465977259511e-07,2.30616494314878e-05
"DBD:alphaBCLB:AD:2CDP06",17537,1697,887,96,1844.67269307956,-1.14115392143313,0.824869350095898,0.0683714473097817,0.180983242878834
"DBD:alphaBCLB:AD:BCDP01",13886,5989,685,187,2504.64432223908,0.191535879206294,0.821752558762287,0.752422207441063,0.9536910483072
"DBD:alphaBCLB:AD:BECM01",10330,3393,446,104,1589.92085521034,-0.00481722086097582,0.775431185355976,0.99344632156761,0.99344632156761
