,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
BW5_A:IL19_B,2719.0,2305.0,735.0,1127.0
BW5_A:mALb8_A,1412.0,1823.0,279.0,589.0
BW5_A:mALb8_B,2185.0,2152.0,245.0,845.0
BW5_A:mALb8_cutT1_A,1309.0,1540.0,686.0,296.0
BW5_A:mALb8_cutT1_B,2284.0,594.0,231.0,2010.0
BW5_A:mALb8_cutT2_A,2221.0,1535.0,1163.0,569.0
BW5_A:mALb8_cutT2_B,361.0,1492.0,19.0,571.0
BW5_A:MCL1,3707.0,1871.0,1700.0,867.0
BW5_A:PUMA_M144A,2680.0,1296.0,163.0,346.0
BW5_A:PUMA_M144A_L141A,2845.0,1120.0,207.0,884.0
BW5_A:PUMA_M144A_L148A,1598.0,1322.0,54.0,560.0
BW5_A:Jerala_P1,846.0,316.0,267.0,90.0
BW5_A:Jerala_P2,1145.0,561.0,76.0,307.0
BW5_A:Jerala_P3,1200.0,242.0,107.0,73.0
BW5_A:Jerala_P4,1026.0,471.0,164.0,206.0
BW5_A:Jerala_P5,1051.0,389.0,90.0,72.0
BW5_A:Jerala_P6,1178.0,335.0,85.0,72.0
BW5_A:Jerala_P7,1065.0,319.0,830.0,49.0
BW5_A:Jerala_P8,1495.0,581.0,113.0,132.0
BW5_A:Jerala_P9,753.0,356.0,40.0,166.0
BW5_A:Jerala_P10,776.0,557.0,49.0,10147.0
BW5_A:Jerala_P11,1079.0,715.0,131.0,69.0
BW5_A:Jerala_P12,766.0,320.0,38.0,1863.0
BW5_B:BW8_A,1619.0,296.0,171.0,47.0
BW5_B:BW8_B,1513.0,919.0,252.0,249.0
BW10_A:BW5_B,1563.0,574.0,265.0,257.0
BW10_B:BW5_B,1053.0,474.0,272.0,72.0
BW5_B:IL8_A,1821.0,1229.0,896.0,292.0
BW5_B:IL8_B,1914.0,1767.0,768.0,218.0
BW5_B:IL9_A,1525.0,1038.0,774.0,293.0
BW5_B:IL9_B,2579.0,1365.0,348.0,309.0
BW5_B:IL14_A,998.0,662.0,425.0,223.0
BW5_B:IL14_B,1659.0,946.0,303.0,130.0
BW5_B:IL19_A,2290.0,1256.0,301.0,236.0
BW5_B:IL19_B,1905.0,1119.0,587.0,1358.0
BW5_B:mALb8_A,1095.0,764.0,151.0,219.0
BW5_B:mALb8_B,1748.0,963.0,169.0,107.0
BW5_B:mALb8_cutT1_A,1122.0,743.0,517.0,96.0
BW5_B:mALb8_cutT1_B,1554.0,402.0,123.0,137.0
BW5_B:mALb8_cutT2_A,1453.0,768.0,74.0,85.0
BW5_B:mALb8_cutT2_B,393.0,716.0,11.0,127.0
BW5_B:MCL1,2835.0,909.0,615.0,207.0
BW5_B:PUMA_M144A,1811.0,516.0,2401.0,64.0
BW5_B:PUMA_M144A_L141A,1929.0,488.0,85.0,75.0
BW5_B:PUMA_M144A_L148A,2045.0,663.0,137.0,67.0
BW5_B:Jerala_P1,861.0,275.0,234.0,34.0
BW5_B:Jerala_P2,1156.0,167.0,349.0,73.0
BW5_B:Jerala_P3,929.0,185.0,38.0,23.0
BW5_B:Jerala_P4,692.0,232.0,45.0,26.0
BW5_B:Jerala_P5,1196.0,78.0,58.0,19.0
BW5_B:Jerala_P6,866.0,103.0,342.0,13.0
BW5_B:Jerala_P7,906.0,136.0,425.0,15.0
BW5_B:Jerala_P8,846.0,206.0,136.0,62.0
BW5_B:Jerala_P9,666.0,141.0,61.0,211.0
BW5_B:Jerala_P10,852.0,279.0,81.0,37.0
BW5_B:Jerala_P11,822.0,545.0,407.0,213.0
BW5_B:Jerala_P12,773.0,80.0,49.0,17.0
BW8_A:BW8_B,725.0,1523.0,85.0,148.0
BW10_A:BW8_A,394.0,1050.0,149.0,183.0
BW10_B:BW8_A,352.0,1119.0,42.0,92.0
BW8_A:IL8_A,689.0,2155.0,142.0,259.0
BW8_A:IL8_B,137.0,2443.0,18.0,234.0
BW8_A:IL9_A,356.0,1392.0,47.0,192.0
BW8_A:IL9_B,821.0,2289.0,71.0,231.0
BW8_A:IL14_A,479.0,318.0,119.0,63.0
BW8_A:IL14_B,812.0,1772.0,155.0,201.0
BW8_A:IL19_A,738.0,1794.0,79.0,191.0
BW8_A:IL19_B,669.0,1781.0,74.0,663.0
BW8_A:mALb8_A,488.0,1120.0,89.0,204.0
BW8_A:mALb8_B,629.0,1821.0,221.0,438.0
BW8_A:mALb8_cutT1_A,354.0,1236.0,24.0,324.0
BW8_A:mALb8_cutT1_B,553.0,394.0,54.0,145.0
BW8_A:mALb8_cutT2_A,468.0,1093.0,33.0,66.0
BW8_A:mALb8_cutT2_B,175.0,952.0,8.0,113.0
BW8_A:MCL1,1073.0,1281.0,324.0,248.0
BW8_A:PUMA_M144A,645.0,747.0,34.0,273.0
BW8_A:PUMA_M144A_L141A,609.0,783.0,40.0,78.0
BW8_A:PUMA_M144A_L148A,194.0,929.0,7.0,84.0
BW8_A:Jerala_P1,393.0,374.0,17.0,37.0
BW8_A:Jerala_P2,389.0,403.0,15.0,19.0
BW8_A:Jerala_P3,296.0,148.0,282.0,14.0
BW8_A:Jerala_P4,193.0,436.0,15.0,55.0
BW8_A:Jerala_P5,261.0,304.0,10.0,37.0
BW8_A:Jerala_P6,282.0,226.0,20.0,29.0
BW8_A:Jerala_P7,315.0,311.0,18.0,32.0
BW8_A:Jerala_P8,251.0,358.0,18.0,51.0
BW8_A:Jerala_P9,248.0,267.0,15.0,21.0
BW8_A:Jerala_P10,382.0,374.0,39.0,33.0
BW8_A:Jerala_P11,371.0,246.0,21.0,11.0
BW8_A:Jerala_P12,198.0,218.0,10.0,24.0
BW10_A:BW8_B,1369.0,1164.0,132.0,122.0
BW10_B:BW8_B,1069.0,947.0,177.0,152.0
BW8_B:IL8_A,1848.0,1914.0,518.0,430.0
BW8_B:IL8_B,2061.0,2139.0,422.0,551.0
BW8_B:IL9_A,1482.0,1340.0,433.0,257.0
BW8_B:IL9_B,2343.0,2088.0,357.0,265.0
BW8_B:IL14_A,869.0,576.0,4848.0,2535.0
BW8_B:IL14_B,1322.0,1896.0,428.0,240.0
BW8_B:IL19_A,2145.0,2161.0,294.0,999.0
BW8_B:IL19_B,1815.0,2081.0,294.0,225.0
BW8_B:mALb8_A,1211.0,1249.0,151.0,177.0
BW8_B:mALb8_B,1881.0,1878.0,180.0,181.0
BW8_B:mALb8_cutT1_A,942.0,1315.0,233.0,650.0
BW8_B:mALb8_cutT1_B,1569.0,371.0,205.0,177.0
BW8_B:mALb8_cutT2_A,1847.0,954.0,132.0,98.0
BW8_B:mALb8_cutT2_B,261.0,1364.0,7.0,275.0
BW8_B:MCL1,2319.0,1725.0,244.0,387.0
BW8_B:PUMA_M144A,1570.0,956.0,280.0,68.0
BW8_B:PUMA_M144A_L141A,1550.0,1070.0,88.0,96.0
BW8_B:PUMA_M144A_L148A,1837.0,1005.0,94.0,74.0
BW8_B:Jerala_P1,719.0,324.0,24.0,25.0
BW8_B:Jerala_P2,838.0,265.0,43.0,53.0
BW8_B:Jerala_P3,729.0,318.0,17.0,21.0
BW8_B:Jerala_P4,595.0,354.0,54.0,147.0
BW8_B:Jerala_P5,1084.0,273.0,73.0,16.0
BW8_B:Jerala_P6,835.0,161.0,27.0,24.0
BW8_B:Jerala_P7,746.0,288.0,61.0,35.0
BW8_B:Jerala_P8,828.0,379.0,26.0,24.0
BW8_B:Jerala_P9,561.0,321.0,53.0,66.0
BW8_B:Jerala_P10,586.0,378.0,30.0,153.0
BW8_B:Jerala_P11,830.0,550.0,44.0,23.0
BW8_B:Jerala_P12,829.0,296.0,168.0,140.0
BW10_A:BW10_B,666.0,940.0,102.0,136.0
BW10_A:IL8_A,994.0,1579.0,143.0,292.0
BW10_A:IL8_B,1384.0,2343.0,189.0,196.0
BW10_A:IL9_A,884.0,1320.0,139.0,141.0
BW10_A:IL9_B,1687.0,2000.0,330.0,183.0
BW10_A:IL14_A,482.0,320.0,186.0,98.0
BW10_A:IL14_B,839.0,1439.0,181.0,186.0
BW10_A:IL19_A,1406.0,1813.0,137.0,235.0
BW10_A:IL19_B,1118.0,1563.0,104.0,261.0
BW10_A:mALb8_A,750.0,1111.0,388.0,309.0
BW10_A:mALb8_B,1255.0,1252.0,129.0,159.0
BW10_A:mALb8_cutT1_A,729.0,1206.0,406.0,83.0
BW10_A:mALb8_cutT1_B,941.0,403.0,2850.0,603.0
BW10_A:mALb8_cutT2_A,1109.0,963.0,87.0,59.0
BW10_A:mALb8_cutT2_B,211.0,1257.0,6.0,178.0
BW10_A:MCL1,1916.0,1613.0,227.0,246.0
BW10_A:PUMA_M144A,1329.0,733.0,51.0,75.0
BW10_A:PUMA_M144A_L141A,1523.0,740.0,114.0,72.0
BW10_A:PUMA_M144A_L148A,1021.0,780.0,52.0,154.0
BW10_A:Jerala_P1,631.0,319.0,38.0,78.0
BW10_A:Jerala_P2,762.0,209.0,40.0,6.0
BW10_A:Jerala_P3,786.0,182.0,29.0,26.0
BW10_A:Jerala_P4,609.0,432.0,27.0,32.0
BW10_A:Jerala_P5,542.0,257.0,29.0,40.0
BW10_A:Jerala_P6,681.0,305.0,35.0,22.0
BW10_A:Jerala_P7,572.0,183.0,24.0,14.0
BW10_A:Jerala_P8,597.0,263.0,28.0,16.0
BW10_A:Jerala_P9,575.0,382.0,28.0,32.0
BW10_A:Jerala_P10,493.0,419.0,24.0,21.0
BW10_A:Jerala_P11,570.0,378.0,353.0,185.0
BW10_A:Jerala_P12,591.0,328.0,29.0,33.0
BW10_B:IL8_A,1248.0,1047.0,256.0,171.0
BW10_B:IL8_B,533.0,1742.0,83.0,336.0
BW10_B:IL9_A,709.0,1328.0,129.0,252.0
BW10_B:IL9_B,1563.0,1470.0,170.0,265.0
BW10_B:IL14_A,711.0,472.0,240.0,126.0
BW10_B:IL14_B,897.0,771.0,165.0,97.0
BW10_B:IL19_A,1336.0,1462.0,143.0,300.0
BW10_B:IL19_B,1227.0,1128.0,195.0,251.0
BW10_B:mALb8_A,626.0,755.0,95.0,118.0
BW10_B:mALb8_B,1014.0,1124.0,102.0,186.0
BW10_B:mALb8_cutT1_A,727.0,931.0,72.0,124.0
BW10_B:mALb8_cutT1_B,743.0,359.0,89.0,237.0
BW10_B:mALb8_cutT2_A,960.0,649.0,54.0,238.0
BW10_B:mALb8_cutT2_B,190.0,925.0,9.0,251.0
BW10_B:MCL1,1477.0,901.0,184.0,245.0
BW10_B:PUMA_M144A,1068.0,636.0,63.0,112.0
BW10_B:PUMA_M144A_L141A,1446.0,342.0,140.0,73.0
BW10_B:PUMA_M144A_L148A,674.0,672.0,33.0,70.0
BW10_B:Jerala_P1,655.0,246.0,38.0,31.0
BW10_B:Jerala_P2,785.0,224.0,56.0,51.0
BW10_B:Jerala_P3,761.0,279.0,61.0,40.0
BW10_B:Jerala_P4,562.0,271.0,49.0,46.0
BW10_B:Jerala_P5,416.0,206.0,59.0,31.0
BW10_B:Jerala_P6,510.0,193.0,60.0,28.0
BW10_B:Jerala_P7,486.0,151.0,33.0,16.0
BW10_B:Jerala_P8,642.0,184.0,34.0,55.0
BW10_B:Jerala_P9,504.0,232.0,173.0,39.0
BW10_B:Jerala_P10,412.0,261.0,11.0,45.0
BW10_B:Jerala_P11,553.0,367.0,61.0,32.0
BW10_B:Jerala_P12,570.0,154.0,47.0,142.0
IL8_A:IL8_B,1745.0,2539.0,20020.0,61038.0
IL8_A:IL9_A,1269.0,1672.0,276.0,1010.0
IL8_A:IL9_B,2694.0,2301.0,270.0,1613.0
IL14_A:IL8_A,944.0,626.0,371.0,195.0
IL14_B:IL8_A,1730.0,1474.0,843.0,420.0
IL19_A:IL8_A,2246.0,2180.0,246.0,633.0
IL19_B:IL8_A,2013.0,1836.0,860.0,404.0
IL8_A:mALb8_A,1221.0,1115.0,262.0,368.0
IL8_A:mALb8_B,2022.0,1535.0,305.0,232.0
IL8_A:mALb8_cutT1_A,1051.0,1394.0,249.0,255.0
IL8_A:mALb8_cutT1_B,1508.0,836.0,456.0,951.0
IL8_A:mALb8_cutT2_A,1569.0,1018.0,67.0,153.0
IL8_A:mALb8_cutT2_B,359.0,1267.0,13.0,241.0
IL8_A:MCL1,2746.0,2147.0,309.0,569.0
IL8_A:PUMA_M144A,1929.0,929.0,132.0,223.0
IL8_A:PUMA_M144A_L141A,1847.0,1139.0,89.0,244.0
IL8_A:PUMA_M144A_L148A,1800.0,877.0,68.0,272.0
IL8_A:Jerala_P1,685.0,340.0,28.0,73.0
IL8_A:Jerala_P2,1204.0,429.0,61.0,83.0
IL8_A:Jerala_P3,703.0,269.0,56.0,54.0
IL8_A:Jerala_P4,1021.0,211.0,57.0,48.0
IL8_A:Jerala_P5,1116.0,227.0,51.0,272.0
IL8_A:Jerala_P6,1115.0,240.0,939.0,302.0
IL8_A:Jerala_P7,930.0,217.0,130.0,39.0
IL8_A:Jerala_P8,1250.0,308.0,73.0,45.0
IL8_A:Jerala_P9,941.0,254.0,56.0,30.0
IL8_A:Jerala_P10,895.0,383.0,201.0,34.0
IL8_A:Jerala_P11,1057.0,701.0,165.0,87.0
IL8_A:Jerala_P12,724.0,257.0,28.0,40.0
IL8_B:IL9_A,2551.0,1806.0,651.0,273.0
IL8_B:IL9_B,4261.0,2689.0,590.0,389.0
IL14_A:IL8_B,1591.0,1055.0,548.0,287.0
IL14_B:IL8_B,2487.0,62.0,606.0,7.0
IL19_A:IL8_B,3877.0,2357.0,580.0,426.0
IL19_B:IL8_B,2909.0,2031.0,423.0,306.0
IL8_B:mALb8_A,1776.0,536.0,233.0,103.0
IL8_B:mALb8_B,2509.0,1776.0,440.0,311.0
IL8_B:mALb8_cutT1_A,1639.0,1421.0,524.0,427.0
IL8_B:mALb8_cutT1_B,2896.0,545.0,405.0,682.0
IL8_B:mALb8_cutT2_A,2566.0,1300.0,177.0,216.0
IL8_B:mALb8_cutT2_B,531.0,1252.0,28.0,306.0
IL8_B:MCL1,4290.0,2006.0,501.0,436.0
IL8_B:PUMA_M144A,3291.0,973.0,841.0,283.0
IL8_B:PUMA_M144A_L141A,3134.0,874.0,409.0,148.0
IL8_B:PUMA_M144A_L148A,2861.0,1107.0,203.0,343.0
IL8_B:Jerala_P1,1232.0,167.0,65.0,17.0
IL8_B:Jerala_P2,1409.0,487.0,536.0,56.0
IL8_B:Jerala_P3,1462.0,310.0,127.0,430.0
IL8_B:Jerala_P4,1190.0,377.0,123.0,145.0
IL8_B:Jerala_P5,1407.0,198.0,107.0,25.0
IL8_B:Jerala_P6,1291.0,293.0,76.0,28.0
IL8_B:Jerala_P7,1355.0,254.0,71.0,25.0
IL8_B:Jerala_P8,1496.0,253.0,178.0,124.0
IL8_B:Jerala_P9,1184.0,277.0,67.0,32.0
IL8_B:Jerala_P10,1294.0,489.0,68.0,205.0
IL8_B:Jerala_P11,1330.0,882.0,456.0,239.0
IL8_B:Jerala_P12,1026.0,226.0,65.0,365.0
IL9_A:IL9_B,1612.0,1261.0,47801.0,33654.0
IL14_A:IL9_A,776.0,515.0,343.0,180.0
IL14_B:IL9_A,1275.0,1041.0,211.0,246.0
IL19_A:IL9_A,2009.0,1767.0,296.0,610.0
IL19_B:IL9_A,1607.0,1695.0,535.0,935.0
IL9_A:mALb8_A,898.0,1018.0,152.0,129.0
IL9_A:mALb8_B,1431.0,1633.0,149.0,560.0
IL9_A:mALb8_cutT1_A,960.0,986.0,145.0,76.0
IL9_A:mALb8_cutT1_B,1400.0,392.0,183.0,270.0
IL9_A:mALb8_cutT2_A,1393.0,842.0,105.0,101.0
IL9_A:mALb8_cutT2_B,285.0,812.0,63.0,270.0
IL9_A:MCL1,2212.0,1322.0,239.0,443.0
IL9_A:PUMA_M144A,1838.0,831.0,218.0,314.0
IL9_A:PUMA_M144A_L141A,1844.0,725.0,116.0,96.0
IL9_A:PUMA_M144A_L148A,1347.0,827.0,126.0,146.0
IL9_A:Jerala_P1,473.0,319.0,102.0,54.0
IL9_A:Jerala_P2,816.0,360.0,38.0,72.0
IL9_A:Jerala_P3,806.0,174.0,58.0,18.0
IL9_A:Jerala_P4,766.0,253.0,44.0,36.0
IL9_A:Jerala_P5,1012.0,315.0,56.0,65.0
IL9_A:Jerala_P6,738.0,174.0,56.0,143.0
IL9_A:Jerala_P7,821.0,247.0,145.0,6.0
IL9_A:Jerala_P8,750.0,439.0,38.0,65.0
IL9_A:Jerala_P9,580.0,382.0,45.0,29.0
IL9_A:Jerala_P10,687.0,448.0,45.0,27.0
IL9_A:Jerala_P11,786.0,521.0,50.0,27.0
IL9_A:Jerala_P12,485.0,241.0,33.0,33.0
IL14_A:IL9_B,1272.0,843.0,466.0,244.0
IL14_B:IL9_B,2000.0,2570.0,804.0,828.0
IL19_A:IL9_B,3506.0,3005.0,638.0,347.0
IL19_B:IL9_B,2544.0,2538.0,308.0,385.0
IL9_B:mALb8_A,1562.0,1691.0,535.0,1001.0
IL9_B:mALb8_B,2417.0,2126.0,323.0,415.0
IL9_B:mALb8_cutT1_A,1371.0,1697.0,172.0,194.0
IL9_B:mALb8_cutT1_B,1878.0,896.0,355.0,98.0
IL9_B:mALb8_cutT2_A,2326.0,1359.0,501.0,80.0
IL9_B:mALb8_cutT2_B,370.0,1435.0,28.0,317.0
IL9_B:MCL1,3692.0,2124.0,507.0,461.0
IL9_B:PUMA_M144A,2446.0,1047.0,350.0,158.0
IL9_B:PUMA_M144A_L141A,3163.0,1315.0,174.0,149.0
IL9_B:PUMA_M144A_L148A,2313.0,1075.0,198.0,146.0
IL9_B:Jerala_P1,798.0,570.0,95.0,95.0
IL9_B:Jerala_P2,1385.0,541.0,58.0,48.0
IL9_B:Jerala_P3,1141.0,368.0,79.0,35.0
IL9_B:Jerala_P4,1319.0,463.0,85.0,96.0
IL9_B:Jerala_P5,1242.0,516.0,61.0,283.0
IL9_B:Jerala_P6,1020.0,291.0,44.0,47.0
IL9_B:Jerala_P7,1332.0,279.0,74.0,21.0
IL9_B:Jerala_P8,1417.0,477.0,774.0,44.0
IL9_B:Jerala_P9,768.0,476.0,57.0,234.0
IL9_B:Jerala_P10,1101.0,588.0,63.0,63.0
IL9_B:Jerala_P11,1469.0,974.0,67.0,36.0
IL9_B:Jerala_P12,1005.0,238.0,137.0,166.0
IL14_A:IL14_B,954.0,632.0,26348.0,13357.0
IL14_A:IL19_A,2085.0,1381.0,1309.0,663.0
IL14_A:IL19_B,2034.0,1347.0,1036.0,525.0
IL14_A:mALb8_A,1130.0,748.0,457.0,231.0
IL14_A:mALb8_B,1383.0,916.0,908.0,460.0
IL14_A:mALb8_cutT1_A,1062.0,703.0,555.0,281.0
IL14_A:mALb8_cutT1_B,432.0,286.0,425.0,215.0
IL14_A:mALb8_cutT2_A,941.0,623.0,514.0,260.0
IL14_A:mALb8_cutT2_B,1025.0,679.0,697.0,353.0
IL14_A:MCL1,1323.0,876.0,2146.0,1087.0
IL14_A:PUMA_M144A,849.0,562.0,206.0,104.0
IL14_A:PUMA_M144A_L141A,730.0,483.0,587.0,297.0
IL14_A:PUMA_M144A_L148A,757.0,501.0,291.0,147.0
IL14_A:Jerala_P1,343.0,227.0,160.0,81.0
IL14_A:Jerala_P2,414.0,274.0,275.0,139.0
IL14_A:Jerala_P3,260.0,172.0,93.0,47.0
IL14_A:Jerala_P4,334.0,221.0,178.0,90.0
IL14_A:Jerala_P5,343.0,227.0,212.0,107.0
IL14_A:Jerala_P6,212.0,140.0,86.0,43.0
IL14_A:Jerala_P7,260.0,172.0,115.0,58.0
IL14_A:Jerala_P8,366.0,242.0,218.0,110.0
IL14_A:Jerala_P9,207.0,137.0,113.0,57.0
IL14_A:Jerala_P10,422.0,279.0,242.0,122.0
IL14_A:Jerala_P11,213.0,413.0,271.0,239.0
IL14_A:Jerala_P12,277.0,183.0,115.0,58.0
IL14_B:IL19_A,1598.0,1511.0,212.0,526.0
IL14_B:IL19_B,1575.0,1533.0,251.0,413.0
IL14_B:mALb8_A,1211.0,839.0,134.0,157.0
IL14_B:mALb8_B,1777.0,1369.0,267.0,198.0
IL14_B:mALb8_cutT1_A,1150.0,996.0,289.0,129.0
IL14_B:mALb8_cutT1_B,1305.0,465.0,366.0,555.0
IL14_B:mALb8_cutT2_A,1698.0,1028.0,89.0,233.0
IL14_B:mALb8_cutT2_B,358.0,1397.0,14.0,353.0
IL14_B:MCL1,2379.0,1398.0,223.0,279.0
IL14_B:PUMA_M144A,2051.0,546.0,147.0,85.0
IL14_B:PUMA_M144A_L141A,2291.0,675.0,122.0,140.0
IL14_B:PUMA_M144A_L148A,127.0,671.0,9.0,357.0
IL14_B:Jerala_P1,805.0,187.0,44.0,34.0
IL14_B:Jerala_P2,929.0,275.0,68.0,40.0
IL14_B:Jerala_P3,1208.0,125.0,57.0,20.0
IL14_B:Jerala_P4,605.0,298.0,31.0,55.0
IL14_B:Jerala_P5,940.0,223.0,488.0,28.0
IL14_B:Jerala_P6,767.0,176.0,40.0,77.0
IL14_B:Jerala_P7,1112.0,123.0,65.0,83.0
IL14_B:Jerala_P8,1340.0,346.0,61.0,48.0
IL14_B:Jerala_P9,679.0,187.0,42.0,45.0
IL14_B:Jerala_P10,716.0,301.0,36.0,92.0
IL14_B:Jerala_P11,943.0,625.0,38.0,20.0
IL14_B:Jerala_P12,687.0,188.0,50.0,30.0
IL19_A:IL19_B,1816.0,1805.0,44116.0,48441.0
IL19_A:mALb8_A,1506.0,1773.0,191.0,228.0
IL19_A:mALb8_B,2102.0,2155.0,229.0,185.0
IL19_A:mALb8_cutT1_A,1021.0,1566.0,428.0,121.0
IL19_A:mALb8_cutT1_B,2085.0,717.0,442.0,140.0
IL19_A:mALb8_cutT2_A,2175.0,1564.0,124.0,141.0
IL19_A:mALb8_cutT2_B,494.0,1882.0,27.0,379.0
IL19_A:MCL1,3503.0,2176.0,505.0,416.0
IL19_A:PUMA_M144A,2516.0,1108.0,640.0,79.0
IL19_A:PUMA_M144A_L141A,2703.0,1407.0,592.0,289.0
IL19_A:PUMA_M144A_L148A,2007.0,1432.0,112.0,341.0
IL19_A:Jerala_P1,1041.0,400.0,211.0,603.0
IL19_A:Jerala_P2,1228.0,548.0,99.0,549.0
IL19_A:Jerala_P3,1250.0,301.0,51.0,22.0
IL19_A:Jerala_P4,1222.0,509.0,82.0,68.0
IL19_A:Jerala_P5,1382.0,348.0,92.0,23.0
IL19_A:Jerala_P6,1391.0,497.0,76.0,62.0
