,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
2CDP06:BCDP01,2519.0,5923.0,49.0,425.0
2CDP06:BECM01,4179.0,6093.0,108.0,109.0
2CDP06:Bcl-2,623.0,748.0,4284.0,17078.0
2CDP06:Bcl-B,13850.0,10924.0,235.0,660.0
2CDP06:Bcl-w,4863.0,6817.0,2629.0,29228.0
2CDP06:Bcl-xL,3603.0,1534.0,64.0,117.0
2CDP06:Bfl-1,1927.0,4704.0,82.0,956.0
2CDP06:FECM04,3103.0,3237.0,84.0,59.0
2CDP06:Mcl1[151-321],6318.0,3422.0,65.0,113.0
2CDP06:XCDP07,6.0,6.0,5.0,5.0
2CDP06:alphaBCL2,2908.0,13821.0,59.0,172.0
2CDP06:alphaBCLB,8820.0,1003.0,182.0,77.0
2CDP06:alphaBFL1,10995.0,6871.0,167.0,133.0
2CDP06:alphaMCL1,2809.0,5613.0,55.0,824.0
BCDP01:BECM01,1226.0,1354.0,115.0,98.0
BCDP01:Bcl-2,489.0,8182.0,9256.0,23707.0
BCDP01:Bcl-B,10148.0,6324.0,141364.0,43468.0
BCDP01:Bcl-w,2399.0,7225.0,336.0,4106.0
BCDP01:Bcl-xL,4033.0,3495.0,10986.0,16944.0
BCDP01:Bfl-1,1728.0,2644.0,6965.0,9800.0
BCDP01:FECM04,8295.0,712.0,817.0,76.0
BCDP01:Mcl1[151-321],2045.0,2059.0,8937.0,7982.0
BCDP01:XCDP07,1262.0,1059.0,95.0,79.0
BCDP01:alphaBCL2,399.0,1190.0,136.0,42.0
BCDP01:alphaBCLB,2139.0,1509.0,339.0,260.0
BCDP01:alphaBFL1,4138.0,4088.0,360.0,5300.0
BCDP01:alphaMCL1,11996.0,3008.0,409.0,11160.0
BECM01:Bcl-2,742.0,4606.0,102.0,1154.0
BECM01:Bcl-B,2481.0,4024.0,14176.0,14903.0
BECM01:Bcl-w,2912.0,2825.0,39.0,87.0
BECM01:Bcl-xL,3075.0,2395.0,1828.0,1247.0
BECM01:Bfl-1,799.0,3467.0,2569.0,1140.0
BECM01:FECM04,2300.0,754.0,138.0,21.0
BECM01:Mcl1[151-321],2397.0,943.0,185.0,145.0
BECM01:XCDP07,1259.0,1056.0,24.0,20.0
BECM01:alphaBCL2,1428.0,3.0,39.0,5.0
BECM01:alphaBCLB,1141.0,3331.0,60.0,66.0
BECM01:alphaBFL1,79.0,907.0,39.0,26.0
BECM01:alphaMCL1,2270.0,829.0,44.0,32.0
Bcl-2:Bcl-B,5274.0,2509.0,4077.0,258.0
Bcl-2:Bcl-w,1023.0,2687.0,111.0,90.0
Bcl-2:Bcl-xL,2958.0,3752.0,959.0,338.0
Bcl-2:Bfl-1,3371.0,538.0,417.0,65.0
Bcl-2:FECM04,5648.0,4082.0,248520.0,1990.0
Bcl-2:Mcl1[151-321],9012.0,862.0,846.0,76.0
Bcl-2:XCDP07,610.0,512.0,1874.0,1551.0
Bcl-2:alphaBCL2,2333.0,343.0,5243.0,198.0
Bcl-2:alphaBCLB,984.0,404.0,457.0,61.0
Bcl-2:alphaBFL1,2397.0,907.0,21153.0,7087.0
Bcl-2:alphaMCL1,797.0,647.0,148.0,41.0
Bcl-B:Bcl-w,14712.0,31046.0,526.0,638.0
Bcl-B:Bcl-xL,19021.0,13117.0,593.0,779.0
Bcl-B:Bfl-1,29334.0,10245.0,3334.0,476.0
Bcl-B:FECM04,17368.0,15361.0,1290.0,513.0
Bcl-B:Mcl1[151-321],19571.0,15551.0,781.0,502.0
Bcl-B:XCDP07,13225.0,11092.0,43408.0,35890.0
Bcl-B:alphaBCL2,11805.0,2007.0,1475.0,68.0
Bcl-B:alphaBCLB,11884.0,5391.0,109944.0,45245.0
Bcl-B:alphaBFL1,10287.0,14513.0,660.0,513.0
Bcl-B:alphaMCL1,6783.0,5310.0,1722.0,4121.0
Bcl-w:Bcl-xL,4965.0,3289.0,120.0,86.0
Bcl-w:Bfl-1,5695.0,4653.0,128.0,120.0
Bcl-w:FECM04,12810.0,5279.0,538.0,166.0
Bcl-w:Mcl1[151-321],6455.0,1981.0,139.0,42.0
Bcl-w:XCDP07,354.0,297.0,866.0,717.0
Bcl-w:alphaBCL2,57070.0,3254.0,5326.0,2237.0
Bcl-w:alphaBCLB,2436.0,2589.0,4254.0,49.0
Bcl-w:alphaBFL1,7411.0,5345.0,1869.0,102.0
Bcl-w:alphaMCL1,3397.0,6343.0,2184.0,420.0
Bcl-xL:Bfl-1,9847.0,10622.0,257.0,291.0
Bcl-xL:FECM04,8647.0,1384.0,25411.0,5334.0
Bcl-xL:Mcl1[151-321],4128.0,10701.0,287.0,411.0
Bcl-xL:XCDP07,87.0,73.0,206.0,171.0
Bcl-xL:alphaBCL2,2439.0,2655.0,216.0,226.0
Bcl-xL:alphaBCLB,2853.0,1537.0,210.0,114.0
Bcl-xL:alphaBFL1,6437.0,4564.0,63608.0,17428.0
Bcl-xL:alphaMCL1,7562.0,3016.0,127.0,109.0
Bfl-1:FECM04,3296.0,1465.0,19887.0,3976.0
