,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
Bcl-2:FECM04,4309.0,2777.0,14314.0,3407.0
Bcl-2:Mcl1[151-321],7011.0,4098.0,2866.0,1687.0
Bcl-2:XCDP07,961.0,3256.0,1184.0,6120.0
Bcl-2:alphaBCL2,4244.0,2649.0,12761.0,3522.0
Bcl-2:alphaBCLB,5070.0,6562.0,1590.0,1534.0
Bcl-2:alphaBFL1,8501.0,4698.0,18124.0,4483.0
Bcl-2:alphaMCL1,7505.0,3453.0,1300.0,586.0
Bcl-B:Bcl-w,9875.0,9904.0,1347.0,1535.0
Bcl-B:Bcl-xL,8609.0,9712.0,4116.0,3060.0
Bcl-B:Bfl-1,25072.0,20127.0,9680.0,13658.0
Bcl-B:FECM04,32384.0,22935.0,9261.0,6240.0
Bcl-B:Mcl1[151-321],44382.0,19552.0,16030.0,14078.0
Bcl-B:XCDP07,8069.0,24752.0,6947.0,212432.0
Bcl-B:alphaBCL2,32142.0,16502.0,5833.0,2192.0
Bcl-B:alphaBCLB,24285.0,30109.0,95229.0,164246.0
Bcl-B:alphaBFL1,47620.0,34596.0,14656.0,12615.0
Bcl-B:alphaMCL1,40916.0,27384.0,18777.0,12004.0
Bcl-w:Bcl-xL,732.0,527.0,78.0,45.0
Bcl-w:Bfl-1,3121.0,2496.0,354.0,3366.0
Bcl-w:FECM04,4289.0,3650.0,1050.0,664.0
Bcl-w:Mcl1[151-321],4316.0,2013.0,548.0,644.0
Bcl-w:XCDP07,784.0,2188.0,1181.0,2028.0
Bcl-w:alphaBCL2,4573.0,2669.0,986.0,459.0
Bcl-w:alphaBCLB,3656.0,4554.0,269.0,417.0
Bcl-w:alphaBFL1,4898.0,3986.0,1569.0,617.0
Bcl-w:alphaMCL1,6207.0,3012.0,269.0,177.0
Bcl-xL:Bfl-1,2301.0,2425.0,779.0,1328.0
Bcl-xL:FECM04,2974.0,2706.0,5599.0,2183.0
Bcl-xL:Mcl1[151-321],3573.0,1936.0,1011.0,607.0
Bcl-xL:XCDP07,3323.0,2145.0,359.0,3030.0
Bcl-xL:alphaBCL2,4719.0,1579.0,1219.0,209.0
Bcl-xL:alphaBCLB,2889.0,4418.0,535.0,985.0
Bcl-xL:alphaBFL1,3681.0,3066.0,5568.0,3875.0
Bcl-xL:alphaMCL1,4051.0,2322.0,598.0,338.0
Bfl-1:FECM04,6721.0,8501.0,20465.0,16861.0
Bfl-1:Mcl1[151-321],11067.0,7282.0,4380.0,3466.0
Bfl-1:XCDP07,1664.0,5969.0,368.0,5830.0
Bfl-1:alphaBCL2,7382.0,5781.0,1220.0,775.0
Bfl-1:alphaBCLB,8024.0,11961.0,2375.0,4222.0
Bfl-1:alphaBFL1,9606.0,10719.0,38446.0,45510.0
Bfl-1:alphaMCL1,13591.0,5932.0,8416.0,5662.0
FECM04:Mcl1[151-321],11931.0,8777.0,4886.0,7380.0
FECM04:XCDP07,1606.0,8574.0,137.0,2467.0
FECM04:alphaBCL2,8075.0,6238.0,404.0,506.0
FECM04:alphaBCLB,10066.0,14578.0,1130.0,2742.0
FECM04:alphaBFL1,15989.0,11538.0,1504.0,1759.0
FECM04:alphaMCL1,11748.0,7601.0,1902.0,1114.0
Mcl1[151-321]:XCDP07,2070.0,10848.0,1609.0,48913.0
Mcl1[151-321]:alphaBCL2,8790.0,8939.0,901.0,762.0
Mcl1[151-321]:alphaBCLB,10304.0,21979.0,3010.0,8049.0
Mcl1[151-321]:alphaBFL1,13738.0,16689.0,7778.0,9164.0
Mcl1[151-321]:alphaMCL1,11884.0,11830.0,34855.0,46823.0
XCDP07:alphaBCL2,6651.0,1770.0,2025.0,77.0
XCDP07:alphaBCLB,7288.0,4159.0,4575.0,498.0
XCDP07:alphaBFL1,10580.0,2509.0,3742.0,235.0
XCDP07:alphaMCL1,10619.0,3279.0,2466.0,298.0
alphaBCL2:alphaBCLB,7112.0,19627.0,450.0,1598.0
alphaBCL2:alphaBFL1,11828.0,15257.0,645.0,1725.0
alphaBCL2:alphaMCL1,11492.0,8717.0,447.0,882.0
alphaBCLB:alphaBFL1,24575.0,12279.0,3957.0,1669.0
alphaBCLB:alphaMCL1,21093.0,8230.0,2722.0,1790.0
alphaBFL1:alphaMCL1,19340.0,13820.0,1445.0,2100.0
2CDP06:2CDP06,153.0,153.0,7.0,10.0
BCDP01:BCDP01,1076.0,1076.0,4111.0,5895.0
BECM01:BECM01,9031.0,9031.0,3539.0,5074.0
Bcl-2:Bcl-2,3492.0,3492.0,1450.0,2079.0
Bcl-B:Bcl-B,586.0,586.0,924.0,1325.0
Bcl-w:Bcl-w,679.0,679.0,38.0,54.0
Bcl-xL:Bcl-xL,56.0,56.0,38.0,54.0
Bfl-1:Bfl-1,3335.0,3335.0,2084.0,2988.0
FECM04:FECM04,7663.0,7663.0,799.0,1146.0
Mcl1[151-321]:Mcl1[151-321],4936.0,4936.0,2841.0,4073.0
XCDP07:XCDP07,695.0,695.0,313.0,449.0
alphaBCL2:alphaBCL2,2153.0,2153.0,90.0,129.0
alphaBCLB:alphaBCLB,8010.0,8010.0,2746.0,3938.0
alphaBFL1:alphaBFL1,2260.0,2260.0,652.0,935.0
alphaMCL1:alphaMCL1,7951.0,7951.0,984.0,1411.0
