,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
N1:PUMA_M144A_E132A,4410.0,3578.0,2736.0,2169.0
N1:PUMA_M144A_E136G,2472.0,2005.0,326.0,258.0
N1:PUMA_M144A_E158A,3120.0,2531.0,317.0,251.0
N1:PUMA_M144A_I137A,2403.0,1949.0,316.0,250.0
N1:PUMA_M144A_R143A,3842.0,3117.0,403.0,319.0
N1:PUMA_M144A_W133F,2037.0,1652.0,181.0,143.0
N1:PUMA_M144A_Y152A,1754.0,1423.0,330.0,261.0
Jerala_P1:N1,731.0,593.0,82.0,65.0
Jerala_P2:N1,543.0,440.0,61.0,48.0
Jerala_P3:N1,503.0,408.0,42.0,33.0
Jerala_P4:N1,835.0,677.0,148.0,117.0
Jerala_P5:N1,2262.0,1835.0,362.0,287.0
Jerala_P6:N1,267.0,216.0,54.0,42.0
Jerala_P7:N1,993.0,805.0,67.0,53.0
Jerala_P8:N1,828.0,671.0,94.0,74.0
Jerala_P9:N1,722.0,585.0,716.0,567.0
Jerala_P10:N1,1397.0,1133.0,173.0,137.0
Jerala_P11:N1,1136.0,381.0,437.0,4765.0
Jerala_P12:N1,188.0,152.0,26.0,20.0
AN3:N2,12435.0,22592.0,560.0,2367.0
AN35:N2,11970.0,15023.0,603.0,1266.0
AN4:N2,8874.0,7200.0,575.0,455.0
BN3:N2,12582.0,14642.0,535.0,1822.0
BN35:N2,16737.0,31556.0,1142.0,3471.0
BN4:N2,10912.0,16664.0,574.0,1970.0
N2:PUMA_M144A_A139G,9971.0,10723.0,461.0,712.0
N2:PUMA_M144A_A139G_A150G,10614.0,8425.0,573.0,520.0
N2:PUMA_M144A_D147G,16036.0,9046.0,906.0,1380.0
N2:PUMA_M144A_E132A,16850.0,10723.0,764.0,522.0
N2:PUMA_M144A_E136G,11464.0,11604.0,47307.0,860.0
N2:PUMA_M144A_E158A,6220.0,12579.0,362.0,1347.0
N2:PUMA_M144A_I137A,14432.0,8542.0,788.0,775.0
N2:PUMA_M144A_R143A,8318.0,7989.0,701.0,566.0
N2:PUMA_M144A_W133F,6679.0,10904.0,311.0,816.0
N2:PUMA_M144A_Y152A,13309.0,8096.0,664.0,356.0
Jerala_P1:N2,2544.0,2848.0,148.0,223.0
Jerala_P2:N2,1799.0,1735.0,118.0,350.0
Jerala_P3:N2,2437.0,2845.0,362.0,251.0
Jerala_P4:N2,5651.0,1089.0,472.0,107.0
Jerala_P5:N2,4490.0,3395.0,194.0,334.0
Jerala_P6:N2,1290.0,391.0,73.0,145.0
Jerala_P7:N2,4784.0,3587.0,1465.0,326.0
Jerala_P8:N2,3534.0,1712.0,162.0,233.0
Jerala_P9:N2,1283.0,2207.0,47.0,208.0
Jerala_P10:N2,4848.0,4743.0,212.0,262.0
Jerala_P11:N2,2302.0,1868.0,241.0,191.0
Jerala_P12:N2,2734.0,3041.0,3291.0,261.0
AN3:AN35,24139.0,11618.0,1865.0,817.0
AN3:AN4,20633.0,16741.0,1844.0,1457.0
AN3:BN3,15522.0,19953.0,1091.0,1058.0
AN3:BN35,26331.0,36591.0,1972.0,2190.0
AN3:BN4,22009.0,20162.0,1789.0,1301.0
AN3:PUMA_M144A_A139G,17914.0,7799.0,1622.0,496.0
AN3:PUMA_M144A_A139G_A150G,16450.0,7852.0,1360.0,565.0
AN3:PUMA_M144A_D147G,22742.0,8406.0,2122.0,408.0
AN3:PUMA_M144A_E132A,21502.0,11368.0,1985.0,606.0
AN3:PUMA_M144A_E136G,16297.0,7940.0,1283.0,441.0
AN3:PUMA_M144A_E158A,13261.0,8718.0,1341.0,481.0
AN3:PUMA_M144A_I137A,18487.0,5965.0,1137.0,474.0
AN3:PUMA_M144A_R143A,20941.0,10755.0,1702.0,529.0
AN3:PUMA_M144A_W133F,21357.0,6612.0,2137.0,483.0
AN3:PUMA_M144A_Y152A,11411.0,8584.0,770.0,1055.0
AN3:Jerala_P1,3866.0,3053.0,375.0,208.0
AN3:Jerala_P2,2925.0,1591.0,239.0,61.0
AN3:Jerala_P3,5605.0,786.0,528.0,92.0
AN3:Jerala_P4,3849.0,1304.0,385.0,116.0
AN3:Jerala_P5,5833.0,1494.0,392.0,73.0
AN3:Jerala_P6,4774.0,1279.0,525.0,82.0
AN3:Jerala_P7,6347.0,1765.0,454.0,147.0
AN3:Jerala_P8,5248.0,2158.0,308.0,183.0
AN3:Jerala_P9,2770.0,5674.0,253.0,599.0
AN3:Jerala_P10,4296.0,2145.0,376.0,84.0
AN3:Jerala_P11,5143.0,4173.0,488.0,386.0
AN3:Jerala_P12,5572.0,2046.0,372.0,193.0
AN35:AN4,12294.0,9975.0,2721.0,2150.0
AN35:BN3,14040.0,15084.0,873.0,939.0
AN35:BN35,16654.0,30704.0,10781.0,29688.0
AN35:BN4,9915.0,19695.0,103092.0,47024.0
AN35:PUMA_M144A_A139G,12713.0,7209.0,5165.0,763.0
AN35:PUMA_M144A_A139G_A150G,10119.0,7179.0,891.0,438.0
AN35:PUMA_M144A_D147G,14966.0,8375.0,1492.0,1773.0
AN35:PUMA_M144A_E132A,17292.0,6863.0,1202.0,469.0
AN35:PUMA_M144A_E136G,7944.0,7034.0,588.0,440.0
AN35:PUMA_M144A_E158A,9627.0,7032.0,1150.0,418.0
AN35:PUMA_M144A_I137A,10788.0,7341.0,775.0,766.0
AN35:PUMA_M144A_R143A,15413.0,6012.0,1247.0,359.0
AN35:PUMA_M144A_W133F,14520.0,5143.0,940.0,333.0
AN35:PUMA_M144A_Y152A,12710.0,6229.0,892.0,404.0
AN35:Jerala_P1,2509.0,2648.0,185.0,461.0
AN35:Jerala_P2,3959.0,2636.0,806.0,179.0
AN35:Jerala_P3,4503.0,1659.0,333.0,148.0
AN35:Jerala_P4,3682.0,4024.0,307.0,7882.0
AN35:Jerala_P5,3596.0,2337.0,185.0,233.0
AN35:Jerala_P6,4369.0,1232.0,792.0,101.0
AN35:Jerala_P7,4030.0,1649.0,310.0,106.0
AN35:Jerala_P8,2442.0,4468.0,147.0,426.0
AN35:Jerala_P9,2464.0,1834.0,233.0,141.0
AN35:Jerala_P10,2850.0,2907.0,216.0,145.0
AN35:Jerala_P11,2643.0,2145.0,244.0,193.0
AN35:Jerala_P12,1473.0,1998.0,122.0,187.0
AN4:BN3,16520.0,13403.0,1291.0,1023.0
AN4:BN35,25368.0,20582.0,305957.0,242635.0
AN4:BN4,10651.0,8641.0,348604.0,276438.0
AN4:PUMA_M144A_A139G,5755.0,4669.0,3954.0,3135.0
AN4:PUMA_M144A_A139G_A150G,7494.0,6080.0,414.0,328.0
AN4:PUMA_M144A_D147G,10535.0,8547.0,557.0,441.0
AN4:PUMA_M144A_E132A,8308.0,6740.0,668.0,529.0
AN4:PUMA_M144A_E136G,8505.0,6900.0,552.0,437.0
AN4:PUMA_M144A_E158A,9313.0,7556.0,447.0,354.0
AN4:PUMA_M144A_I137A,6877.0,5579.0,607.0,481.0
AN4:PUMA_M144A_R143A,10429.0,8461.0,666.0,528.0
AN4:PUMA_M144A_W133F,6745.0,5472.0,490.0,388.0
AN4:PUMA_M144A_Y152A,6005.0,4872.0,340.0,269.0
AN4:Jerala_P1,3509.0,2847.0,3068.0,2433.0
AN4:Jerala_P2,1399.0,1135.0,67756.0,53730.0
AN4:Jerala_P3,840.0,681.0,200.0,158.0
AN4:Jerala_P4,1912.0,1551.0,177.0,140.0
AN4:Jerala_P5,1653.0,1341.0,200.0,158.0
AN4:Jerala_P6,2176.0,1765.0,183.0,145.0
AN4:Jerala_P7,1210.0,981.0,106.0,84.0
AN4:Jerala_P8,970.0,787.0,75.0,59.0
AN4:Jerala_P9,2016.0,1635.0,110.0,87.0
AN4:Jerala_P10,2234.0,1812.0,2228.0,1766.0
AN4:Jerala_P11,1912.0,2499.0,718.0,876.0
AN4:Jerala_P12,2276.0,1846.0,178.0,141.0
BN3:BN35,16123.0,29288.0,1150.0,1937.0
BN3:BN4,26328.0,11374.0,1995.0,569.0
BN3:PUMA_M144A_A139G,9618.0,5342.0,501.0,251.0
BN3:PUMA_M144A_A139G_A150G,14744.0,5830.0,820.0,310.0
BN3:PUMA_M144A_D147G,18946.0,9740.0,1359.0,983.0
BN3:PUMA_M144A_E132A,19296.0,9378.0,1171.0,470.0
BN3:PUMA_M144A_E136G,17355.0,3943.0,964.0,190.0
BN3:PUMA_M144A_E158A,13501.0,5820.0,4172.0,413.0
BN3:PUMA_M144A_I137A,13610.0,8397.0,796.0,739.0
BN3:PUMA_M144A_R143A,18940.0,4794.0,2160.0,234.0
BN3:PUMA_M144A_W133F,13350.0,3628.0,846.0,179.0
BN3:PUMA_M144A_Y152A,14311.0,5587.0,1175.0,299.0
BN3:Jerala_P1,2148.0,2660.0,126.0,235.0
BN3:Jerala_P2,359.0,2916.0,14.0,136.0
BN3:Jerala_P3,6246.0,1703.0,606.0,150.0
BN3:Jerala_P4,2688.0,1129.0,162.0,72.0
BN3:Jerala_P5,3770.0,1209.0,252.0,62.0
BN3:Jerala_P6,3104.0,1037.0,294.0,62.0
BN3:Jerala_P7,1547.0,129.0,124.0,2.0
BN3:Jerala_P8,3479.0,581.0,216.0,40.0
BN3:Jerala_P9,3572.0,2026.0,318.0,276.0
BN3:Jerala_P10,3880.0,610.0,245.0,31.0
BN3:Jerala_P11,4169.0,3383.0,279.0,221.0
BN3:Jerala_P12,4875.0,1015.0,396.0,111.0
BN35:BN4,35968.0,25738.0,2789.0,2200.0
BN35:PUMA_M144A_A139G,33382.0,7148.0,2883.0,305.0
BN35:PUMA_M144A_A139G_A150G,38354.0,10599.0,2543.0,824.0
BN35:PUMA_M144A_D147G,43662.0,8826.0,3047.0,1353.0
BN35:PUMA_M144A_E132A,37327.0,10179.0,2924.0,725.0
BN35:PUMA_M144A_E136G,35051.0,9396.0,2505.0,689.0
BN35:PUMA_M144A_E158A,26055.0,9523.0,1483.0,500.0
BN35:PUMA_M144A_I137A,29465.0,7799.0,3389.0,658.0
BN35:PUMA_M144A_R143A,31390.0,9736.0,2353.0,615.0
BN35:PUMA_M144A_W133F,31559.0,5976.0,2501.0,365.0
BN35:PUMA_M144A_Y152A,29890.0,8516.0,6378.0,394.0
BN35:Jerala_P1,7674.0,2982.0,5568.0,199.0
BN35:Jerala_P2,9139.0,3182.0,987.0,346.0
BN35:Jerala_P3,8468.0,1823.0,734.0,381.0
BN35:Jerala_P4,11474.0,4601.0,897.0,292.0
BN35:Jerala_P5,8310.0,1485.0,607.0,101.0
BN35:Jerala_P6,4658.0,1481.0,1536.0,91.0
BN35:Jerala_P7,7424.0,2603.0,412.0,181.0
BN35:Jerala_P8,12169.0,2870.0,925.0,192.0
BN35:Jerala_P9,5226.0,2533.0,399.0,2366.0
BN35:Jerala_P10,8420.0,3931.0,1008.0,117.0
BN35:Jerala_P11,6485.0,5262.0,514.0,406.0
BN35:Jerala_P12,6226.0,3937.0,497.0,345.0
BN4:PUMA_M144A_A139G,16434.0,12889.0,1048.0,770.0
BN4:PUMA_M144A_A139G_A150G,18702.0,10957.0,1108.0,4227.0
BN4:PUMA_M144A_D147G,24673.0,9890.0,1618.0,478.0
