PPI,trp1,his1
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_10_swap,65.0,30.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_11_swap,33.0,29.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_12_swap,442.0,133.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_13_swap,312.0,225.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_14_swap,406.0,151.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_15_swap,182.0,71.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_16_swap,66.0,21.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_17_swap,70.0,14.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_18_swap,35.0,78.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_19_swap,71.0,39.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_1_swap,49.0,18.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_20_swap,245.0,132.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_21_swap,61.0,11.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_22_swap,173.0,85.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_23_swap,188.0,138.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_24_swap,5.0,4.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_25_swap,10.0,19.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_26_swap,10.0,4.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_27_swap,44.0,6.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_28_swap,99.0,56.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_29_swap,756.0,1869.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_2_swap,10.0,4.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_30_swap,428.0,223.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_31_swap,36.0,30.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_32_swap,108.0,73.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_33_swap,224.0,554.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_34_swap,5.0,4.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_35_swap,31.0,5.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_36_swap,64.0,3.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_37_swap,8.0,11.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_38_swap,32.0,23.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_39_swap,7.0,1.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_3_swap,178.0,70.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_40_swap,221.0,82.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_41_swap,1.0,2.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_42_swap,240.0,44.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_43_swap,5.0,11.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_44_swap,228.0,40.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_45_swap,72.0,57.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_46_swap,207.0,18.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_47_swap,310.0,167.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_48_swap,112.0,45.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_49_swap,339.0,86.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_4_swap,132.0,9.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_50_swap,166.0,104.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_51_swap,4.0,6.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_52_swap,193.0,88.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_53_swap,220.0,108.0
DBD:A_HT_DHD_100_swap:AD:A_HT_DHD_54_swap,131.0,16.0
