,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
2CDP06:BCDP01,1121.0,1497.0,734.0,1008.0
2CDP06:BECM01,1247.0,1388.0,152.0,124.0
2CDP06:Bcl-2,1377.0,912.0,5169.0,1291.0
2CDP06:Bcl-B,1007.0,1573.0,92.0,360.0
2CDP06:Bcl-w,2808.0,2257.0,7222.0,10084.0
2CDP06:Bcl-w-trunc,2779.0,2298.0,992.0,13845.0
2CDP06:Bcl-xL,2282.0,1859.0,1024.0,627.0
2CDP06:Bfl-1,2233.0,1107.0,243.0,401.0
2CDP06:FECM04,1292.0,1255.0,106.0,338.0
2CDP06:Mcl1[151-321],2633.0,1353.0,397.0,396.0
2CDP06:XCDP07,424.0,648.0,41.0,675.0
2CDP06:alphaBCL2,1895.0,1390.0,315.0,222.0
2CDP06:alphaBCLB,1085.0,887.0,211.0,96.0
2CDP06:alphaBFL1,1217.0,1272.0,153.0,121.0
2CDP06:alphaMCL1,1222.0,1259.0,192.0,115.0
BCDP01:BECM01,1503.0,1403.0,314.0,108.0
BCDP01:Bcl-2,1663.0,969.0,9039.0,1830.0
BCDP01:Bcl-B,1314.0,1103.0,1509.0,6737.0
BCDP01:Bcl-w,3784.0,2419.0,1210.0,10187.0
BCDP01:Bcl-w-trunc,3562.0,2316.0,878.0,14486.0
BCDP01:Bcl-xL,1711.0,1427.0,11757.0,12564.0
BCDP01:Bfl-1,1600.0,1030.0,7267.0,15704.0
BCDP01:FECM04,1623.0,1226.0,555.0,126.0
BCDP01:Mcl1[151-321],2498.0,1575.0,3519.0,12123.0
BCDP01:XCDP07,420.0,673.0,330.0,356.0
BCDP01:alphaBCL2,2000.0,1312.0,267.0,389.0
BCDP01:alphaBCLB,1313.0,685.0,135.0,187.0
BCDP01:alphaBFL1,1490.0,1082.0,378.0,755.0
BCDP01:alphaMCL1,1210.0,1146.0,366.0,246.0
BECM01:Bcl-2,1988.0,1222.0,571.0,255.0
BECM01:Bcl-B,1443.0,972.0,698.0,5815.0
BECM01:Bcl-w,3572.0,2722.0,1104.0,942.0
BECM01:Bcl-w-trunc,3451.0,2341.0,509.0,796.0
BECM01:Bcl-xL,1940.0,1506.0,7583.0,3595.0
BECM01:Bfl-1,1702.0,1085.0,7948.0,7454.0
BECM01:FECM04,1508.0,1127.0,274.0,184.0
BECM01:Mcl1[151-321],3241.0,1672.0,730.0,926.0
BECM01:XCDP07,514.0,549.0,90.0,243.0
BECM01:alphaBCL2,1856.0,1210.0,317.0,262.0
BECM01:alphaBCLB,1104.0,446.0,120.0,104.0
BECM01:alphaBFL1,1478.0,1092.0,151.0,347.0
BECM01:alphaMCL1,1435.0,1201.0,178.0,130.0
Bcl-2:Bcl-B,1228.0,2441.0,284.0,609.0
Bcl-2:Bcl-w,4270.0,4879.0,464.0,1101.0
Bcl-2:Bcl-w-trunc,4082.0,4185.0,548.0,723.0
Bcl-2:Bcl-xL,2291.0,2838.0,2043.0,614.0
Bcl-2:Bfl-1,2724.0,1926.0,904.0,511.0
Bcl-2:FECM04,1524.0,1498.0,2322.0,7755.0
Bcl-2:Mcl1[151-321],3247.0,2227.0,399.0,502.0
Bcl-2:XCDP07,442.0,705.0,515.0,4653.0
Bcl-2:alphaBCL2,1396.0,1409.0,1816.0,8719.0
Bcl-2:alphaBCLB,1213.0,1201.0,112.0,169.0
Bcl-2:alphaBFL1,1315.0,1834.0,2448.0,5279.0
Bcl-2:alphaMCL1,1300.0,1969.0,116.0,218.0
Bcl-B:Bcl-w,5110.0,3061.0,1052.0,362.0
Bcl-B:Bcl-w-trunc,4742.0,2974.0,588.0,359.0
Bcl-B:Bcl-xL,2860.0,1967.0,528.0,424.0
Bcl-B:Bfl-1,2561.0,1306.0,494.0,344.0
Bcl-B:FECM04,1886.0,1490.0,823.0,204.0
