"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"2CDP06:BCDP01",4820,6886,829,340,2195.34242141395,-1.37081850045933,0.65310266435527,0.0206617082176925,0.0539001083939805
"2CDP06:BECM01",3469,7200,595,529,2047.45333727995,-1.15310544151927,0.621571975787267,0.0428151065395852,0.0934147779045495
"2CDP06:Bcl-2",1682,1674,625,432,962.420786747134,0.0866290063199002,0.590176377357824,0.873908272271301,0.904043040280656
"2CDP06:Bcl-B",9245,15024,1477,2151,5105.75496743291,-0.806141822192261,0.577883676187337,0.132631065348346,0.225313437150227
"2CDP06:Bcl-w",1217,673,493,290,624.724456364991,0.459823989806516,0.578250391352353,0.391419187011525,0.499586919188845
"2CDP06:Bcl-xL",985,1269,242,158,503.384268483911,-0.610670359884338,0.613333006225118,0.278405420406865,0.37964375510027
"2CDP06:Bfl-1",3007,2831,262,298,1060.37544443157,-1.38196078982766,0.578652993772655,0.00997923947233979,0.0285197455392071
"2CDP06:FECM04",2876,3271,174,160,1005.44615448344,-2.08914318822574,0.594725540217625,0.000141215464580045,0.00105911598435034
"2CDP06:Mcl1[151-321]",3703,1888,156,309,955.230275259257,-1.52712499623106,0.619938021197005,0.00716886295897517,0.023250366353433
"2CDP06:XCDP07",1080,1793,185,249,607.315703948343,-0.777691883805559,0.588592890120857,0.153149218406447,0.238674106607451
"2CDP06:alphaBCL2",3120,2784,128,113,917.599692317554,-2.46235921745863,0.59174655905797,6.75386024512539e-06,6.75386024512539e-05
"2CDP06:alphaBCLB",5280,7708,686,870,2544.4891025804,-1.08362960960184,0.581327899194922,0.044225575567712,0.0938353998316675
"2CDP06:alphaBFL1",3982,5457,318,298,1605.26172939677,-1.83816605707358,0.598064356189552,0.00085623279569595,0.00467036070379609
"2CDP06:alphaMCL1",10753,3197,555,144,2138.29231001354,-2.24780574406665,0.589799307674583,3.74559083636172e-05,0.000299647266908938
"BCDP01:BECM01",5852,8236,3043,8348,7227.10002934143,1.15260584643964,0.577454970106683,0.031377677765762,0.0726306708541233
"BCDP01:Bcl-2",2973,1552,2218,1642,2432.91951246027,1.41047816334655,0.574606836986262,0.00815943292369677,0.0251059474575285
"BCDP01:Bcl-B",11366,12424,26614,158820,87973.2034925817,3.63436422867847,0.64794489651963,9.09869792389717e-10,2.18368750173532e-08
"BCDP01:Bcl-w",1975,699,232,286,590.811931802846,-0.336810904489202,0.608541897637643,0.547458616807839,0.644068960950399
"BCDP01:Bcl-xL",1315,1083,502,4182,2457.20254658092,1.6941509108942,0.692409215416926,0.00629694924463507,0.0228979972532184
"BCDP01:Bfl-1",3225,2353,3014,14749,8884.41376725205,2.58170679916995,0.66366403379703,1.75249720453396e-05,0.000161768972726212
"BCDP01:FECM04",5298,3490,459,915,1815.66807128763,-0.801293981618501,0.597290152482865,0.145948488859067,0.236673225176866
"BCDP01:Mcl1[151-321]",5542,2023,1739,12177,7329.74029687545,1.77950509323767,0.744677951641537,0.00659016629402299,0.0229342600328448
"BCDP01:XCDP07",2146,2686,563,2967,2284.35508885316,0.760290669799931,0.617564855673171,0.179571018570488,0.269356527855732
"BCDP01:alphaBCL2",5021,3106,228,707,1515.9029064975,-1.26415617208209,0.63421944712815,0.0289084107535104,0.0707961079677806
"BCDP01:alphaBCLB",7782,7989,3446,6399,6746.18638530732,0.904622058316411,0.574246902981012,0.0897516235557036,0.163184770101279
"BCDP01:alphaBFL1",7255,5380,835,1911,2975.79152734702,-0.438457971018833,0.596102096884361,0.425641141867405,0.526566361073079
"BCDP01:alphaMCL1",8286,3584,890,1190,2531.87545957975,-0.522878368324642,0.596703624698236,0.34245490474737,0.456606539663159
"BECM01:Bcl-2",3429,1315,1273,989,1692.32541524002,0.752082120289865,0.579158560952391,0.161428894830125,0.248352145892499
"BECM01:Bcl-B",12021,9478,66723,130751,94743.3766503832,4.33534176681527,0.593698373841418,5.06997327439493e-15,6.08396792927392e-13
"BECM01:Bcl-w",2335,676,412,178,671.476625685829,-0.364212956585898,0.576563758155084,0.496205407519083,0.601461100023131
"BECM01:Bcl-xL",1576,1036,2787,1867,2565.94428602482,2.29887161852545,0.582734357332989,2.05476055624265e-05,0.000176122333392227
"BECM01:Bfl-1",4005,1918,10478,7464,9312.91057905438,3.05543939948689,0.580196305338296,1.46319329032149e-08,2.92638658064297e-07
"BECM01:FECM04",5294,3013,878,735,1868.45634467882,-0.45135247049949,0.571470315647934,0.395506311024502,0.499586919188845
"BECM01:Mcl1[151-321]",6140,1733,1133,2444,2673.85246284794,0.674703040122552,0.661849063158775,0.259955816672703,0.358559747134762
"BECM01:XCDP07",1858,1817,1027,2233,2015.53707971479,1.30852742157132,0.584434629082267,0.0155559249682737,0.0414824665820631
"BECM01:alphaBCL2",5499,2691,329,695,1555.87432711307,-1.0262161803919,0.621675022259908,0.0715191526296599,0.134098411180612
"BECM01:alphaBCLB",9090,5783,7406,4786,7798.3614341019,1.30931013763131,0.576195762588714,0.014296149555101,0.0398962313165609
