"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"N5:N6",1937,1736,102019,47795,120676.025330591,8.68125951947718,0.363001005101306,8.68754639262914e-127,3.1640958440523e-125
"N5:N7",6874,12510,1107,1449,3738.12449120381,0.409783584817373,0.243935626370799,0.0421500959059318,0.120528373416962
"N5:N8",7233,5670,777,442,1967.14234356077,0.00803454852808804,0.189022833839186,0.962250568335954,0.987948654730682
"N5:P5A",8702,9520,810,3111,4973.89269399703,0.31756204544089,0.389395782731776,0.143364860956122,0.292650394636096
"N5:P6A",6925,4045,330383,178054,412956.973754039,8.97619410926904,0.0458913410162997,0,0
"N5:P7A",4275,6526,559,1561,2752.41654103778,0.621183337849316,0.287754559536431,0.00466083314392555,0.020413269212636
"N5:P8A",8017,6325,605,615,2115.80420624491,-0.0723884827598129,0.180869510297871,0.659006285232344,0.78915695431559
"N1:N5",2183,1772,339,268,804.136860899279,0.632000135808563,0.18167530594078,0.000113739751886418,0.000779286220845554
"N2:N5",8765,10890,1053,891,3152.2697146487,0.0907221949945363,0.221842830099118,0.633459118028124,0.773110599074889
"AN3:N5",10896,19968,906,1707,4751.9455074062,-0.0884916098710643,0.192594695933896,0.607290112852263,0.751779531473642
"AN35:N5",6175,10444,484,1662,3260.10406592234,0.165819195485141,0.292053251594189,0.445562178896916,0.607867537106895
"AN4:N5",7249,5882,86741,68516,130010.610649826,7.01545129036571,0.141367041714852,0,0
"BN3:N5",5167,13710,341,957,2695.86470071371,-0.375775655665779,0.142941704450169,0.00524388443057649,0.0224466875572114
"BN35:N5",7439,35243,7365,3505,12287.7831736203,0.352818804605016,0.568586222543581,0.0869389345285344,0.206741383827305
"BN4:N5",8018,15576,11401,97652,103580.337542513,4.98166097469766,0.672909888914395,9.8218507054111e-14,1.69918017203612e-12
"N5:PUMA_M144A_A139G",4691,9771,489,905,2382.31599914772,0.0956041747361241,0.147168385762587,0.48907752631563,0.648701620116642
"N5:PUMA_M144A_A139G_A150G",10406,5561,2638,383,3477.26712046864,0.199298506579364,0.359771715557824,0.356255802091182,0.515826642028258
"N5:PUMA_M144A_D147G",8391,7648,494,1832,3337.27543713485,0.131237935186392,0.36510769959835,0.535884366057321,0.687999965327766
"N5:PUMA_M144A_E132A",10389,10325,7770,581,7835.03250200317,0.185326905182636,0.475525481092173,0.296809264218239,0.459677902702832
"N5:PUMA_M144A_E136G",11711,7547,1248,638,2962.34907605435,0.0509698667219668,0.179484453028511,0.754581760281031,0.861667620650946
"N5:PUMA_M144A_E158A",7801,11916,649,593,2595.42848225145,-0.345996619286514,0.245606886356268,0.0873853774973713,0.207091374069113
"N5:PUMA_M144A_I137A",7385,4758,610,271,1612.82027779888,-0.317169629714199,0.201365823559116,0.0745392705408208,0.188942033751824
"N5:PUMA_M144A_R143A",10509,6400,2141,591,3391.53934270708,0.318131758666874,0.30639883001738,0.150159995951753,0.304257893253899
"N5:PUMA_M144A_W133F",10951,4418,683,257,1863.06744853953,-0.54146537459765,0.130418329926432,1.24508351071724e-05,0.000113368130186359
"N5:PUMA_M144A_Y152A",7203,6248,834,426,2041.49999070446,-0.022537622881413,0.239348401694079,0.909970020574768,0.95698974808167
"Jerala_P1:N5",1531,1038,163,59,368.266975092979,-0.113433685114498,0.298996982804629,0.603270446139221,0.748141843599177
"Jerala_P2:N5",1342,2064,81,86,409.957460188202,-0.573214728874854,0.272238144365349,0.00734747533750366,0.0293899013500146
"Jerala_P3:N5",1731,1197,131,94,405.459724805556,-0.181057798718209,0.21597211712023,0.332652971767834,0.490822721670236
"Jerala_P4:N5",3122,1841,440,121,806.614537562227,0.0462313262579547,0.30451479832435,0.83256682241322,0.915203488718252
"Jerala_P5:N5",1385,1048,1105,111,1098.85115027236,0.504434428353168,0.536461960782222,0.0308623124331754,0.094918756461144
"Jerala_P6:N5",1779,1563,2264,81523,79841.8334033797,6.21624249617663,1.31550621458803,9.40846069075121e-07,9.57449234999976e-06
"Jerala_P7:N5",2418,1669,294,157,671.965450938641,0.175695498862997,0.219709365901492,0.352692338326529,0.51362210554086
"Jerala_P8:N5",791,3569,66,8183,8232.038949237,0.360670884786968,0.716444718305016,0.0862792257028215,0.205880083401215
"Jerala_P9:N5",1650,1949,145,2401,2680.53337468437,0.22757959740378,0.602735012543631,0.201442084262934,0.362072525480391
"Jerala_P10:N5",365,3365,59,152,503.687634871813,-0.0365668654243613,0.361887044615926,0.862548086837607,0.932630118893163
"Jerala_P11:N5",1635,1327,270,214,626.739312330415,0.692153177415654,0.196771676262627,6.79448284423542e-05,0.000494924434548517
"Jerala_P12:N5",2388,2438,135,320,775.755707258333,-0.0348166604457414,0.318931389261749,0.873821126832289,0.93750724703778
"N6:N7",4353,5889,1020,6645,7900.11371943572,1.12897642765324,1.0242170278102,0.00266107341486372,0.0127879361325395
"N6:N8",3057,3818,468,554,1407.43613869978,0.654396742100506,0.126673060298579,5.63145534461891e-08,6.71890879047635e-07
"N6:P5A",1974,2659,47798,74455,106537.392033708,8.15182998021942,0.20678047610438,0,0
"N6:P6A",5521,4449,783,367,1679.37242993544,0.175301596651232,0.239749965000932,0.37968615210043,0.542857060441111
"N6:P7A",2654,2867,2464,193,2414.78884949125,0.169499874220273,0.538276264654014,0.30925232770551,0.466892094458735
"N6:P8A",7679,4970,845,370,1917.60647399376,-0.00345614305215853,0.20656303878634,0.984785332988119,0.994848832741282
"N1:N6",1296,1052,231,183,522.020372220913,0.773495631858311,0.209202115164565,1.94658257549607e-05,0.000170510777499149
"N2:N6",9337,8146,107295,706,80577.0908334283,0.741388453026692,1.31636849387336,0.0272364159151392,0.0864568798774144
"AN3:N6",6459,11521,899,1179,3214.40375926417,0.303314114749224,0.20536556361225,0.0927151883541881,0.21291178718217
"AN35:N6",9429,8650,899,3661,5538.50822552641,0.323723650131888,0.425508367122045,0.12557009342828,0.265732430129571
"AN4:N6",6409,5200,766,606,2019.90878879386,0.344801842989976,0.121735280984915,0.00311091341603741,0.0145456221884992
"BN3:N6",3999,9193,427,926,2260.57707458657,0.169676850386218,0.129401453029116,0.168859659202085,0.327313401030373
"BN35:N6",9296,13955,1090,2269,4797.04121890081,0.408600454040492,0.253388526881042,0.0472559884806492,0.13347405725963
"BN4:N6",9701,5792,151242,58615,167936.615875205,7.098465269792,0.242745118592068,3.08237538744621e-188,1.77750314009398e-186
"N6:PUMA_M144A_A139G",5182,1530,1448,116,1651.50026898432,0.283584806065039,0.351727091620198,0.199212816956059,0.360877668412546
