,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
A_HT_DHD_100_swap:A_HT_DHD_63_swap,377.0,308.0,29.0,24.0
A_HT_DHD_100_swap:A_HT_DHD_64_swap,228.0,186.0,181.0,154.0
A_HT_DHD_100_swap:A_HT_DHD_65_swap,314.0,257.0,13.0,11.0
A_HT_DHD_100_swap:A_HT_DHD_66_swap,1037.0,849.0,704.0,604.0
A_HT_DHD_100_swap:A_HT_DHD_67_swap,296.0,242.0,369.0,316.0
A_HT_DHD_100_swap:A_HT_DHD_68_swap,198.0,162.0,20.0,17.0
A_HT_DHD_100_swap:A_HT_DHD_69_swap,101.0,82.0,17.0,14.0
A_HT_DHD_100_swap:A_HT_DHD_6_swap,269.0,220.0,9.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_70_swap,290.0,237.0,3.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_71_swap,512.0,419.0,196.0,168.0
A_HT_DHD_100_swap:A_HT_DHD_72_swap,103.0,84.0,78.0,66.0
A_HT_DHD_100_swap:A_HT_DHD_73_swap,230.0,188.0,9.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_74_swap,52.0,42.0,9.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_75_swap,1028.0,841.0,658.0,564.0
A_HT_DHD_100_swap:A_HT_DHD_76_swap,302.0,247.0,34.0,29.0
A_HT_DHD_100_swap:A_HT_DHD_77_swap,351.0,287.0,33.0,28.0
A_HT_DHD_100_swap:A_HT_DHD_78_swap,1186.0,971.0,229.0,196.0
A_HT_DHD_100_swap:A_HT_DHD_79_swap,305.0,249.0,43.0,36.0
A_HT_DHD_100_swap:A_HT_DHD_7_swap,226.0,185.0,32.0,27.0
A_HT_DHD_100_swap:A_HT_DHD_80_swap,578.0,473.0,66.0,56.0
A_HT_DHD_100_swap:A_HT_DHD_81_swap,487.0,398.0,31.0,26.0
A_HT_DHD_100_swap:A_HT_DHD_82_swap,90.0,73.0,3.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_83_swap,159.0,130.0,6.0,5.0
A_HT_DHD_100_swap:A_HT_DHD_84_swap,318.0,260.0,12.0,10.0
A_HT_DHD_100_swap:A_HT_DHD_85_swap,137.0,112.0,25.0,21.0
A_HT_DHD_100_swap:A_HT_DHD_86_swap,452.0,370.0,107.0,91.0
A_HT_DHD_100_swap:A_HT_DHD_87_swap,150.0,122.0,4.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_88_swap,478.0,391.0,33.0,28.0
A_HT_DHD_100_swap:A_HT_DHD_89_swap,505.0,413.0,42.0,36.0
A_HT_DHD_100_swap:A_HT_DHD_8_swap,98.0,80.0,9.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_90_swap,374.0,306.0,222.0,190.0
A_HT_DHD_100_swap:A_HT_DHD_91_swap,322.0,263.0,6.0,5.0
A_HT_DHD_100_swap:A_HT_DHD_92_swap,342.0,280.0,54.0,46.0
A_HT_DHD_100_swap:A_HT_DHD_93_swap,366.0,299.0,46.0,39.0
A_HT_DHD_100_swap:A_HT_DHD_94_swap,537.0,439.0,214.0,183.0
A_HT_DHD_100_swap:A_HT_DHD_95_swap,529.0,433.0,90.0,77.0
A_HT_DHD_100_swap:A_HT_DHD_96_swap,317.0,217.0,115.0,15.0
A_HT_DHD_100_swap:A_HT_DHD_97_swap,228.0,605.0,80.0,239.0
A_HT_DHD_100_swap:A_HT_DHD_98_swap,698.0,571.0,982.0,842.0
A_HT_DHD_100_swap:A_HT_DHD_99_swap,21.0,17.0,2.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_9_swap,86.0,70.0,3.0,2.0
A_HT_DHD_100_swap:A_ZCON_13_swap,95.0,77.0,2.0,1.0
A_HT_DHD_100_swap:A_ZCON_150_swap,159.0,130.0,4.0,3.0
A_HT_DHD_100_swap:A_ZCON_154_swap,136.0,111.0,36.0,30.0
A_HT_DHD_100_swap:A_ZCON_155_swap,556.0,455.0,19.0,16.0
A_HT_DHD_100_swap:A_ZCON_15_re_loop_swap,400.0,327.0,3.0,2.0
A_HT_DHD_100_swap:A_ZCON_162_swap,333.0,272.0,10.0,8.0
A_HT_DHD_100_swap:A_ZCON_37_3_swap,499.0,408.0,66.0,56.0
A_HT_DHD_100_swap:A_ZCON_37_swap,446.0,365.0,4.0,3.0
A_HT_DHD_100_swap:A_ZCON_6_swap,445.0,364.0,2645.0,2268.0
A_HT_DHD_100_swap:B_HT_DHD_100_swap,198.0,162.0,12.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_10_swap,700.0,573.0,63.0,54.0
A_HT_DHD_100_swap:B_HT_DHD_11_swap,226.0,185.0,30.0,25.0
A_HT_DHD_100_swap:B_HT_DHD_12_swap,433.0,354.0,16.0,13.0
A_HT_DHD_100_swap:B_HT_DHD_13_swap,257.0,210.0,25.0,21.0
A_HT_DHD_100_swap:B_HT_DHD_14_swap,117.0,95.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_15_swap,236.0,193.0,54.0,46.0
A_HT_DHD_100_swap:B_HT_DHD_16_swap,345.0,282.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_17_swap,275.0,225.0,281.0,241.0
A_HT_DHD_100_swap:B_HT_DHD_18_swap,311.0,254.0,29.0,24.0
A_HT_DHD_100_swap:B_HT_DHD_19_swap,445.0,364.0,9.0,7.0
A_HT_DHD_100_swap:B_HT_DHD_1_swap,96.0,78.0,4.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_20_swap,247.0,202.0,4.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_21_swap,114.0,93.0,4.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_22_swap,344.0,281.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_23_swap,242.0,198.0,20.0,17.0
A_HT_DHD_100_swap:B_HT_DHD_24_swap,318.0,260.0,23.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_25_swap,77.0,63.0,18.0,15.0
A_HT_DHD_100_swap:B_HT_DHD_26_swap,1163.0,952.0,767.0,658.0
A_HT_DHD_100_swap:B_HT_DHD_27_swap,329.0,269.0,643.0,551.0
A_HT_DHD_100_swap:B_HT_DHD_28_swap,43.0,35.0,1.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_29_swap,1.0,0.0,0.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_2_swap,236.0,193.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_30_swap,296.0,242.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_31_swap,186.0,152.0,4.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_32_swap,167.0,136.0,90.0,76.0
A_HT_DHD_100_swap:B_HT_DHD_33_swap,290.0,237.0,8.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_34_swap,119.0,97.0,12.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_35_swap,226.0,185.0,18.0,15.0
A_HT_DHD_100_swap:B_HT_DHD_36_swap,461.0,377.0,135.0,115.0
A_HT_DHD_100_swap:B_HT_DHD_37_swap,427.0,349.0,124.0,106.0
A_HT_DHD_100_swap:B_HT_DHD_38_swap,190.0,155.0,22.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_39_swap,984.0,805.0,129.0,110.0
A_HT_DHD_100_swap:B_HT_DHD_3_swap,331.0,271.0,11.0,9.0
A_HT_DHD_100_swap:B_HT_DHD_40_swap,373.0,305.0,648.0,555.0
A_HT_DHD_100_swap:B_HT_DHD_41_swap,296.0,242.0,20.0,17.0
A_HT_DHD_100_swap:B_HT_DHD_42_swap,418.0,342.0,17.0,14.0
A_HT_DHD_100_swap:B_HT_DHD_43_swap,1454.0,1190.0,116.0,99.0
A_HT_DHD_100_swap:B_HT_DHD_44_swap,189.0,154.0,5.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_45_swap,264.0,216.0,516.0,442.0
A_HT_DHD_100_swap:B_HT_DHD_46_swap,417.0,341.0,144.0,123.0
A_HT_DHD_100_swap:B_HT_DHD_47_swap,288.0,235.0,676.0,578.0
A_HT_DHD_100_swap:B_HT_DHD_48_swap,157.0,128.0,640.0,547.0
A_HT_DHD_100_swap:B_HT_DHD_49_swap,246.0,201.0,13.0,11.0
A_HT_DHD_100_swap:B_HT_DHD_4_swap,262.0,214.0,27.0,23.0
A_HT_DHD_100_swap:B_HT_DHD_50_swap,283.0,231.0,39.0,33.0
A_HT_DHD_100_swap:B_HT_DHD_51_swap,264.0,216.0,86.0,73.0
A_HT_DHD_100_swap:B_HT_DHD_52_swap,483.0,395.0,182.0,156.0
A_HT_DHD_100_swap:B_HT_DHD_53_swap,700.0,573.0,129.0,110.0
A_HT_DHD_100_swap:B_HT_DHD_54_swap,91.0,74.0,22.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_55_swap,622.0,509.0,285.0,244.0
A_HT_DHD_100_swap:B_HT_DHD_56_swap,150.0,122.0,13.0,11.0
A_HT_DHD_100_swap:B_HT_DHD_57_swap,549.0,449.0,45.0,38.0
A_HT_DHD_100_swap:B_HT_DHD_58_swap,386.0,316.0,415.0,356.0
A_HT_DHD_100_swap:B_HT_DHD_59_swap,246.0,201.0,71.0,60.0
A_HT_DHD_100_swap:B_HT_DHD_5_swap,115.0,94.0,4.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_60_swap,170.0,139.0,2.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_61_swap,669.0,547.0,144.0,123.0
A_HT_DHD_100_swap:B_HT_DHD_62_swap,220.0,180.0,7.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_63_swap,252.0,206.0,23.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_64_swap,204.0,167.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_65_swap,214.0,175.0,249.0,213.0
A_HT_DHD_100_swap:B_HT_DHD_66_swap,537.0,439.0,39.0,33.0
A_HT_DHD_100_swap:B_HT_DHD_67_swap,290.0,237.0,22.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_68_swap,93.0,76.0,1.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_69_swap,417.0,341.0,68.0,58.0
A_HT_DHD_100_swap:B_HT_DHD_6_swap,184.0,150.0,5.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_70_swap,182.0,149.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_71_swap,214.0,175.0,12.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_72_swap,556.0,455.0,146.0,125.0
A_HT_DHD_100_swap:B_HT_DHD_73_swap,353.0,289.0,451.0,387.0
A_HT_DHD_100_swap:B_HT_DHD_74_swap,197.0,161.0,22.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_75_swap,258.0,211.0,16.0,13.0
A_HT_DHD_100_swap:B_HT_DHD_76_swap,341.0,279.0,25.0,21.0
A_HT_DHD_100_swap:B_HT_DHD_77_swap,110.0,90.0,17.0,14.0
A_HT_DHD_100_swap:B_HT_DHD_78_swap,159.0,130.0,137.0,117.0
A_HT_DHD_100_swap:B_HT_DHD_79_swap,344.0,281.0,83.0,71.0
A_HT_DHD_100_swap:B_HT_DHD_7_swap,157.0,128.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_80_swap,656.0,537.0,81.0,69.0
A_HT_DHD_100_swap:B_HT_DHD_81_swap,361.0,295.0,50.0,42.0
A_HT_DHD_100_swap:B_HT_DHD_82_swap,137.0,112.0,2.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_83_swap,167.0,136.0,5.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_84_swap,40.0,32.0,2.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_85_swap,171.0,140.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_86_swap,242.0,198.0,1686.0,1446.0
A_HT_DHD_100_swap:B_HT_DHD_87_swap,235.0,192.0,26.0,22.0
A_HT_DHD_100_swap:B_HT_DHD_88_swap,239.0,195.0,26.0,22.0
A_HT_DHD_100_swap:B_HT_DHD_89_swap,143.0,117.0,3.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_8_swap,694.0,568.0,197.0,169.0
A_HT_DHD_100_swap:B_HT_DHD_90_swap,79.0,64.0,8.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_91_swap,185.0,151.0,175.0,149.0
A_HT_DHD_100_swap:B_HT_DHD_92_swap,625.0,511.0,21.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_93_swap,367.0,300.0,9.0,7.0
A_HT_DHD_100_swap:B_HT_DHD_94_swap,471.0,147.0,599.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_95_swap,429.0,351.0,17.0,14.0
A_HT_DHD_100_swap:B_HT_DHD_96_swap,377.0,308.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_97_swap,140.0,114.0,2.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_98_swap,148.0,121.0,5.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_99_swap,556.0,455.0,25.0,21.0
A_HT_DHD_100_swap:B_HT_DHD_9_swap,360.0,294.0,57.0,48.0
A_HT_DHD_100_swap:B_ZCON_13_swap,725.0,593.0,147.0,126.0
A_HT_DHD_100_swap:B_ZCON_150_swap,377.0,308.0,48.0,41.0
A_HT_DHD_100_swap:B_ZCON_154_swap,502.0,411.0,13.0,11.0
A_HT_DHD_100_swap:B_ZCON_155_swap,363.0,297.0,65.0,55.0
A_HT_DHD_100_swap:B_ZCON_15_re_loop_swap,555.0,454.0,59.0,50.0
A_HT_DHD_100_swap:B_ZCON_162_swap,274.0,224.0,6.0,5.0
A_HT_DHD_100_swap:B_ZCON_37_3_swap,234.0,191.0,46.0,39.0
A_HT_DHD_100_swap:B_ZCON_37_swap,671.0,549.0,24.0,20.0
A_HT_DHD_100_swap:B_ZCON_6_swap,793.0,649.0,94.0,80.0
A_HT_DHD_10_swap:A_HT_DHD_11_swap,353.0,595.0,20.0,79.0
A_HT_DHD_10_swap:A_HT_DHD_12_swap,176.0,857.0,21.0,76.0
A_HT_DHD_10_swap:A_HT_DHD_13_swap,322.0,296.0,3643.0,2338.0
A_HT_DHD_10_swap:A_HT_DHD_14_swap,94.0,247.0,0.0,41.0
A_HT_DHD_10_swap:A_HT_DHD_15_swap,1378.0,768.0,170.0,98.0
A_HT_DHD_10_swap:A_HT_DHD_16_swap,306.0,804.0,41.0,82.0
A_HT_DHD_10_swap:A_HT_DHD_17_swap,633.0,470.0,96.0,62.0
A_HT_DHD_10_swap:A_HT_DHD_18_swap,280.0,760.0,44.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_19_swap,522.0,1606.0,7.0,158.0
A_HT_DHD_10_swap:A_HT_DHD_1_swap,26.0,145.0,1581.0,532.0
A_HT_DHD_10_swap:A_HT_DHD_20_swap,656.0,317.0,92.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_21_swap,147.0,509.0,6.0,35.0
A_HT_DHD_10_swap:A_HT_DHD_22_swap,233.0,981.0,4.0,352.0
A_HT_DHD_10_swap:A_HT_DHD_23_swap,57.0,517.0,2.0,46.0
A_HT_DHD_10_swap:A_HT_DHD_24_swap,154.0,125.0,16.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_25_swap,822.0,426.0,91.0,78.0
A_HT_DHD_10_swap:A_HT_DHD_26_swap,356.0,601.0,52.0,23.0
A_HT_DHD_10_swap:A_HT_DHD_27_swap,691.0,371.0,99.0,30.0
A_HT_DHD_10_swap:A_HT_DHD_28_swap,216.0,353.0,8.0,74.0
A_HT_DHD_10_swap:A_HT_DHD_29_swap,375.0,1147.0,28.0,302.0
A_HT_DHD_10_swap:A_HT_DHD_2_swap,63.0,311.0,1428.0,1023.0
A_HT_DHD_10_swap:A_HT_DHD_30_swap,1130.0,329.0,103.0,36.0
A_HT_DHD_10_swap:A_HT_DHD_31_swap,165.0,310.0,4.0,53.0
A_HT_DHD_10_swap:A_HT_DHD_32_swap,251.0,160.0,8.0,9.0
A_HT_DHD_10_swap:A_HT_DHD_33_swap,239.0,196.0,26.0,23.0
A_HT_DHD_10_swap:A_HT_DHD_34_swap,25.0,414.0,0.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_35_swap,260.0,331.0,1268.0,35.0
A_HT_DHD_10_swap:A_HT_DHD_36_swap,486.0,394.0,27.0,41.0
A_HT_DHD_10_swap:A_HT_DHD_37_swap,251.0,234.0,30.0,19.0
A_HT_DHD_10_swap:A_HT_DHD_38_swap,906.0,329.0,74.0,40.0
A_HT_DHD_10_swap:A_HT_DHD_39_swap,888.0,211.0,147.0,3.0
A_HT_DHD_10_swap:A_HT_DHD_3_swap,370.0,451.0,27.0,175.0
A_HT_DHD_10_swap:A_HT_DHD_40_swap,136.0,351.0,1.0,51.0
A_HT_DHD_10_swap:A_HT_DHD_41_swap,603.0,118.0,49.0,4.0
A_HT_DHD_10_swap:A_HT_DHD_42_swap,160.0,1083.0,19.0,135.0
A_HT_DHD_10_swap:A_HT_DHD_43_swap,121.0,172.0,20.0,26.0
A_HT_DHD_10_swap:A_HT_DHD_44_swap,455.0,318.0,45.0,84.0
A_HT_DHD_10_swap:A_HT_DHD_45_swap,216.0,950.0,2184.0,8441.0
A_HT_DHD_10_swap:A_HT_DHD_46_swap,781.0,543.0,93.0,42.0
A_HT_DHD_10_swap:A_HT_DHD_47_swap,895.0,198.0,118.0,28.0
A_HT_DHD_10_swap:A_HT_DHD_48_swap,275.0,399.0,8.0,33.0
A_HT_DHD_10_swap:A_HT_DHD_49_swap,59.0,486.0,0.0,8.0
A_HT_DHD_10_swap:A_HT_DHD_4_swap,482.0,586.0,137.0,69.0
A_HT_DHD_10_swap:A_HT_DHD_50_swap,562.0,485.0,49.0,118.0
A_HT_DHD_10_swap:A_HT_DHD_51_swap,14.0,319.0,0.0,8.0
A_HT_DHD_10_swap:A_HT_DHD_52_swap,444.0,242.0,61.0,28.0
A_HT_DHD_10_swap:A_HT_DHD_53_swap,683.0,765.0,108.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_54_swap,175.0,256.0,77.0,13.0
A_HT_DHD_10_swap:A_HT_DHD_55_swap,24.0,394.0,11.0,89.0
A_HT_DHD_10_swap:A_HT_DHD_56_swap,658.0,462.0,54.0,117.0
A_HT_DHD_10_swap:A_HT_DHD_57_swap,730.0,1062.0,95.0,193.0
A_HT_DHD_10_swap:A_HT_DHD_58_swap,795.0,677.0,41.0,100.0
A_HT_DHD_10_swap:A_HT_DHD_59_swap,466.0,558.0,97.0,99.0
A_HT_DHD_10_swap:A_HT_DHD_5_swap,155.0,689.0,34.0,86.0
A_HT_DHD_10_swap:A_HT_DHD_60_swap,1196.0,224.0,189.0,10.0
A_HT_DHD_10_swap:A_HT_DHD_61_swap,1131.0,555.0,158.0,88.0
A_HT_DHD_10_swap:A_HT_DHD_62_swap,224.0,785.0,0.0,108.0
A_HT_DHD_10_swap:A_HT_DHD_63_swap,339.0,369.0,50.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_64_swap,554.0,397.0,33.0,140.0
A_HT_DHD_10_swap:A_HT_DHD_65_swap,582.0,301.0,123.0,3.0
A_HT_DHD_10_swap:A_HT_DHD_66_swap,704.0,1243.0,50.0,187.0
A_HT_DHD_10_swap:A_HT_DHD_67_swap,364.0,288.0,43.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_68_swap,579.0,453.0,78.0,33.0
A_HT_DHD_10_swap:A_HT_DHD_69_swap,1031.0,744.0,400.0,155.0
A_HT_DHD_10_swap:A_HT_DHD_6_swap,222.0,393.0,8.0,68.0
A_HT_DHD_10_swap:A_HT_DHD_70_swap,273.0,348.0,37.0,33.0
A_HT_DHD_10_swap:A_HT_DHD_71_swap,251.0,983.0,27.0,81.0
A_HT_DHD_10_swap:A_HT_DHD_72_swap,593.0,594.0,36.0,61.0
A_HT_DHD_10_swap:A_HT_DHD_73_swap,378.0,375.0,95.0,38.0
A_HT_DHD_10_swap:A_HT_DHD_74_swap,826.0,385.0,291.0,48.0
A_HT_DHD_10_swap:A_HT_DHD_75_swap,1329.0,1926.0,150.0,329.0
A_HT_DHD_10_swap:A_HT_DHD_76_swap,893.0,260.0,74.0,22.0
A_HT_DHD_10_swap:A_HT_DHD_77_swap,343.0,963.0,64.0,200.0
A_HT_DHD_10_swap:A_HT_DHD_78_swap,361.0,3349.0,59.0,353.0
A_HT_DHD_10_swap:A_HT_DHD_79_swap,947.0,519.0,1881.0,44.0
A_HT_DHD_10_swap:A_HT_DHD_7_swap,126.0,688.0,36.0,88.0
A_HT_DHD_10_swap:A_HT_DHD_80_swap,866.0,519.0,1021.0,58.0
A_HT_DHD_10_swap:A_HT_DHD_81_swap,508.0,195.0,44.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_82_swap,1420.0,631.0,123.0,76.0
A_HT_DHD_10_swap:A_HT_DHD_83_swap,860.0,445.0,72.0,40.0
A_HT_DHD_10_swap:A_HT_DHD_84_swap,624.0,449.0,23.0,51.0
A_HT_DHD_10_swap:A_HT_DHD_85_swap,119.0,435.0,26.0,758.0
A_HT_DHD_10_swap:A_HT_DHD_86_swap,436.0,871.0,79.0,126.0
A_HT_DHD_10_swap:A_HT_DHD_87_swap,48.0,260.0,0.0,23.0
A_HT_DHD_10_swap:A_HT_DHD_88_swap,760.0,1369.0,87.0,153.0
A_HT_DHD_10_swap:A_HT_DHD_89_swap,304.0,636.0,31.0,109.0
A_HT_DHD_10_swap:A_HT_DHD_8_swap,98.0,324.0,22.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_90_swap,471.0,490.0,34.0,1410.0
A_HT_DHD_10_swap:A_HT_DHD_91_swap,534.0,347.0,52.0,16.0
A_HT_DHD_10_swap:A_HT_DHD_92_swap,438.0,294.0,140.0,47.0
A_HT_DHD_10_swap:A_HT_DHD_93_swap,453.0,442.0,52.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_94_swap,315.0,709.0,61.0,93.0
A_HT_DHD_10_swap:A_HT_DHD_95_swap,615.0,562.0,114.0,35.0
A_HT_DHD_10_swap:A_HT_DHD_96_swap,252.0,207.0,60.0,52.0
A_HT_DHD_10_swap:A_HT_DHD_97_swap,518.0,425.0,75.0,64.0
A_HT_DHD_10_swap:A_HT_DHD_98_swap,623.0,474.0,95.0,71.0
A_HT_DHD_10_swap:A_HT_DHD_99_swap,560.0,18.0,61.0,1.0
A_HT_DHD_10_swap:A_HT_DHD_9_swap,681.0,244.0,100.0,23.0
