PPI,trp1,his1
DBD:2CDP06:AD:BCDP01,1121.0,734.0
DBD:2CDP06:AD:BECM01,1247.0,152.0
DBD:2CDP06:AD:Bcl-2,1377.0,5169.0
DBD:2CDP06:AD:Bcl-B,1007.0,92.0
DBD:2CDP06:AD:Bcl-w,2808.0,7222.0
DBD:2CDP06:AD:Bcl-w-trunc,2779.0,992.0
DBD:2CDP06:AD:Bcl-xL,2282.0,1024.0
DBD:2CDP06:AD:Bfl-1,2233.0,243.0
DBD:2CDP06:AD:FECM04,1292.0,106.0
DBD:2CDP06:AD:Mcl1[151-321],2633.0,397.0
DBD:2CDP06:AD:XCDP07,424.0,41.0
DBD:2CDP06:AD:alphaBCL2,1895.0,315.0
DBD:2CDP06:AD:alphaBCLB,1085.0,211.0
DBD:2CDP06:AD:alphaBFL1,1217.0,153.0
DBD:2CDP06:AD:alphaMCL1,1222.0,192.0
DBD:BCDP01:AD:BECM01,1503.0,314.0
DBD:BCDP01:AD:Bcl-2,1663.0,9039.0
DBD:BCDP01:AD:Bcl-B,1314.0,1509.0
DBD:BCDP01:AD:Bcl-w,3784.0,1210.0
DBD:BCDP01:AD:Bcl-w-trunc,3562.0,878.0
DBD:BCDP01:AD:Bcl-xL,1711.0,11757.0
DBD:BCDP01:AD:Bfl-1,1600.0,7267.0
DBD:BCDP01:AD:FECM04,1623.0,555.0
DBD:BCDP01:AD:Mcl1[151-321],2498.0,3519.0
DBD:BCDP01:AD:XCDP07,420.0,330.0
DBD:BCDP01:AD:alphaBCL2,2000.0,267.0
DBD:BCDP01:AD:alphaBCLB,1313.0,135.0
DBD:BCDP01:AD:alphaBFL1,1490.0,378.0
DBD:BCDP01:AD:alphaMCL1,1210.0,366.0
DBD:BECM01:AD:Bcl-2,1988.0,571.0
DBD:BECM01:AD:Bcl-B,1443.0,698.0
DBD:BECM01:AD:Bcl-w,3572.0,1104.0
DBD:BECM01:AD:Bcl-w-trunc,3451.0,509.0
DBD:BECM01:AD:Bcl-xL,1940.0,7583.0
DBD:BECM01:AD:Bfl-1,1702.0,7948.0
DBD:BECM01:AD:FECM04,1508.0,274.0
DBD:BECM01:AD:Mcl1[151-321],3241.0,730.0
DBD:BECM01:AD:XCDP07,514.0,90.0
DBD:BECM01:AD:alphaBCL2,1856.0,317.0
DBD:BECM01:AD:alphaBCLB,1104.0,120.0
DBD:BECM01:AD:alphaBFL1,1478.0,151.0
DBD:BECM01:AD:alphaMCL1,1435.0,178.0
DBD:Bcl-2:AD:Bcl-B,1228.0,284.0
DBD:Bcl-2:AD:Bcl-w,4270.0,464.0
DBD:Bcl-2:AD:Bcl-w-trunc,4082.0,548.0
DBD:Bcl-2:AD:Bcl-xL,2291.0,2043.0
DBD:Bcl-2:AD:Bfl-1,2724.0,904.0
DBD:Bcl-2:AD:FECM04,1524.0,2322.0
