"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"N5:N6",1937,1736,102019,47795,120561.57437748,8.68246438753579,0.358701530603928,8.0031091901221e-130,2.85163416932245e-128
"N5:N7",6874,12510,1107,1449,3736.97802961352,0.397780976211209,0.246270344576447,0.0476292752965285,0.135483274688024
"N5:N8",7233,5670,777,442,1965.40909129446,0.00863891719507668,0.184017675636003,0.95839475133177,0.984572453189087
"N5:P5A",8702,9520,810,3111,4974.45195528277,0.306145838603603,0.382641683967533,0.143778268624331,0.298891955475579
"N5:P6A",6925,4045,330383,178054,412607.930647633,8.9768295871747,0.0447013216961406,0,0
"N5:P7A",4275,6526,559,1561,2752.50071391944,0.60879240257777,0.284448805959864,0.00466142386904186,0.0211797581163848
"N5:P8A",8017,6325,605,615,2114.39930896469,-0.0718699618964576,0.177958547733236,0.655991493641746,0.788821032318761
"N1:N5",2183,1772,339,268,803.57767257179,0.623339168355102,0.183280384213891,0.000147934469336829,0.00100151635741033
"N2:N5",8765,10890,1053,891,3150.39203341239,0.0894765416890152,0.223122461880349,0.637013987663143,0.77704228765396
"AN3:N5",10896,19968,906,1707,4750.90117928716,-0.0839192298098622,0.206345628249987,0.641217867909537,0.779597296330474
"AN35:N5",6175,10444,484,1662,3260.19227824377,0.162472570206243,0.289501757043113,0.446022135270213,0.610229526020604
"AN4:N5",7249,5882,86741,68516,129938.591051763,7.01576151634391,0.14660985969589,0,0
"BN3:N5",5167,13710,341,957,2695.71316234375,-0.369264847164358,0.149301773759306,0.00811411569598139,0.032127454078693
"BN35:N5",7439,35243,7365,3505,12279.0985090699,0.346019668485204,0.563932584324527,0.0837405885378818,0.203660800624293
"BN4:N5",8018,15576,11401,97652,103652.831016182,4.98403100653586,0.661581668995464,3.65090223967149e-14,6.33759183655794e-13
"N5:PUMA_M144A_A139G",4691,9771,489,905,2381.88994518124,0.095316154529024,0.149374377344395,0.494915740621595,0.655690717027045
"N5:PUMA_M144A_A139G_A150G",10406,5561,2638,383,3472.12954382305,0.194446275882142,0.353118345692774,0.353326969012292,0.515522323321815
"N5:PUMA_M144A_D147G",8391,7648,494,1832,3337.1471529416,0.128258404005939,0.358091759673624,0.532487684685204,0.686655547679777
"N5:PUMA_M144A_E132A",10389,10325,7770,581,7822.1699114426,0.181367519491617,0.465485710109483,0.290134770625302,0.454678795632707
"N5:PUMA_M144A_E136G",11711,7547,1248,638,2959.45972516946,0.0505189824294817,0.183013280812272,0.759329630513384,0.864478304928115
"N5:PUMA_M144A_E158A",7801,11916,649,593,2594.05495389593,-0.340746162792796,0.243570090471392,0.0878238321381681,0.209354698442042
"N5:PUMA_M144A_I137A",7385,4758,610,271,1611.15118437464,-0.317537543145899,0.195817814607966,0.0670845228996853,0.17622519139287
"N5:PUMA_M144A_R143A",10509,6400,2141,591,3387.36835546549,0.31079448082174,0.302696115603907,0.150485997178253,0.307791601479387
"N5:PUMA_M144A_W133F",10951,4418,683,257,1860.75976814977,-0.540733409140807,0.127474945201565,8.19333865011373e-06,7.49579765692837e-05
"N5:PUMA_M144A_Y152A",7203,6248,834,426,2039.67661433468,-0.0221599071865408,0.233206408417621,0.909391108145974,0.955990341948485
