"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"N5:N6",1937,1736,102019,47795,120609.39893569,8.68381344976224,0.341839451284047,9.50124199895254e-143,3.86383841290737e-141
"N5:N7",6874,12510,1107,1449,3739.75881279502,0.400101726083471,0.248274626889538,0.0486793702571263,0.139738427561633
"N5:N8",7233,5670,777,442,1966.86715001943,0.00776642292071733,0.185062454716809,0.96285259215462,0.988510655620171
"N5:P5A",8702,9520,810,3111,4976.97255043049,0.30036559163318,0.392209725056232,0.157551116976786,0.316832598782656
"N5:P6A",6925,4045,330383,178054,412766.217082834,8.97557106569507,0.047389008901568,0,0
"N5:P7A",4275,6526,559,1561,2754.09031853106,0.618741593009638,0.286165299124588,0.00450487166590127,0.0202677112077417
"N5:P8A",8017,6325,605,615,2115.94054215018,-0.0733113156626341,0.176814828753007,0.648644238656531,0.782033769415571
"N1:N5",2183,1772,339,268,804.089040772337,0.62833802090689,0.182348579302363,0.000127375388925116,0.000905230919351311
"N2:N5",8765,10890,1053,891,3152.87319377819,0.0900060042938098,0.221364392427704,0.634813356273585,0.773183655228393
"AN3:N5",10896,19968,906,1707,4754.90502838853,-0.0844226544174385,0.210181695933744,0.644664216602453,0.780431870166604
"AN35:N5",6175,10444,484,1662,3262.42466126912,0.164209015074739,0.291130430143868,0.446820917364593,0.61415363754392
"AN4:N5",7249,5882,86741,68516,129984.445143449,7.01584102689394,0.120208792531531,0,0
"BN3:N5",5167,13710,341,957,2698.24910914426,-0.376404662222626,0.141592248561121,0.00477602747328071,0.0211881946087363
"BN35:N5",7439,35243,7365,3505,12288.15246706,0.350236879864459,0.572902679883709,0.0878849390065558,0.210234559976467
"BN4:N5",8018,15576,11401,97652,103675.165616537,4.98620023804932,0.640598093454868,5.20939757778937e-15,9.53319756735455e-14
"N5:PUMA_M144A_A139G",4691,9771,489,905,2383.85879342351,0.0953113364909987,0.144783336363283,0.483857160326147,0.647501720948335
"N5:PUMA_M144A_A139G_A150G",10406,5561,2638,383,3474.38709504678,0.19523161419119,0.358837152954502,0.360222132651804,0.528422046294831
"N5:PUMA_M144A_D147G",8391,7648,494,1832,3339.04836051352,0.129165216343636,0.36340391685122,0.537508613728099,0.692704762762268
"N5:PUMA_M144A_E132A",10389,10325,7770,581,7827.2013262951,0.18630687353457,0.473818196154881,0.292250180540077,0.460058348721154
"N5:PUMA_M144A_E136G",11711,7547,1248,638,2961.55444868926,0.0505170581264142,0.178547664074826,0.755381224666732,0.8610954896637
"N5:PUMA_M144A_E158A",7801,11916,649,593,2596.45923141751,-0.345566044005991,0.244147636396212,0.0856633728900594,0.206895434262742
"N5:PUMA_M144A_I137A",7385,4758,610,271,1612.38198431901,-0.319246783944577,0.197565145097758,0.0682203605119218,0.178347513909738
"N5:PUMA_M144A_R143A",10509,6400,2141,591,3389.59476476552,0.313532348302653,0.306099119995866,0.153073216578447,0.314771908416542
"N5:PUMA_M144A_W133F",10951,4418,683,257,1862.0716698421,-0.544771702479427,0.125335526948911,5.14353784596613e-06,4.88970091330806e-05
"N5:PUMA_M144A_Y152A",7203,6248,834,426,2041.24211185767,-0.0229819150693279,0.235801637534321,0.907124659227198,0.955417626696847
"Jerala_P1:N5",1531,1038,163,59,368.1453714814,-0.112453271112267,0.298630628234015,0.603868725544775,0.749078409350852
"Jerala_P2:N5",1342,2064,81,86,410.155397900159,-0.567895966042979,0.272406265819861,0.00764031475079054,0.031244192165244
"Jerala_P3:N5",1731,1197,131,94,405.417960495481,-0.18025900843643,0.216507983892838,0.334458776932652,0.498622860926071
"Jerala_P4:N5",3122,1841,440,121,806.195425780966,0.045420625662346,0.303902185510841,0.834230509099307,0.914302056842975
"Jerala_P5:N5",1385,1048,1105,111,1097.70764274535,0.501411348210729,0.540670510879035,0.0310718546195252,0.0971022438316926
"Jerala_P6:N5",1779,1563,2264,81523,79928.0598467354,6.24095300961299,1.25428511080579,3.24054132291419e-07,3.59405492177756e-06
"Jerala_P7:N5",2418,1669,294,157,671.805351076762,0.174162943333627,0.220112311025959,0.356299824742555,0.524771572860262
"Jerala_P8:N5",791,3569,66,8183,8241.39008059444,0.368432001516854,0.727132479963778,0.0834222507902085,0.20500304198715
"Jerala_P9:N5",1650,1949,145,2401,2683.12439863802,0.227963910620734,0.607509715445898,0.201464597710522,0.368543419614474
"Jerala_P10:N5",365,3365,59,152,504.312584667913,-0.0362148225930217,0.360165878999378,0.862259298284522,0.932309905973811
"Jerala_P11:N5",1635,1327,270,214,626.69918635286,0.688106268763897,0.197191038016117,7.43749075835787e-05,0.000549923559102824
"Jerala_P12:N5",2388,2438,135,320,776.091640303423,-0.0347108868996347,0.317869531756388,0.873116724864856,0.935756138508162
"N6:N7",4353,5889,1020,6645,7906.67201929732,1.18182315921461,1.04475416080697,0.00233417034897412,0.0116232156152997
"N6:N8",3057,3818,468,554,1407.79764540914,0.655355701047508,0.123793566124457,2.77266692788458e-08,3.38265365201918e-07
