,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
A_HT_DHD_100_swap:A_HT_DHD_40_swap,258.0,860.0,69.0,29.0
A_HT_DHD_100_swap:A_HT_DHD_41_swap,277.0,14.0,396.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_42_swap,74.0,80.0,29.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_43_swap,83.0,496.0,714.0,52.0
A_HT_DHD_100_swap:A_HT_DHD_44_swap,201.0,81.0,162.0,12.0
A_HT_DHD_100_swap:A_HT_DHD_45_swap,76.0,218.0,97.0,6.0
A_HT_DHD_100_swap:A_HT_DHD_46_swap,440.0,109.0,818.0,6.0
A_HT_DHD_100_swap:A_HT_DHD_47_swap,339.0,2.0,244.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_48_swap,296.0,107.0,407.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_49_swap,186.0,27.0,170.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_4_swap,590.0,59.0,1249.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_50_swap,1093.0,53.0,522.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_51_swap,2.0,6.0,1.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_52_swap,486.0,40.0,147.0,25.0
A_HT_DHD_100_swap:A_HT_DHD_53_swap,332.0,47.0,54.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_54_swap,670.0,18.0,427.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_55_swap,7.0,17.0,30.0,53.0
A_HT_DHD_100_swap:A_HT_DHD_56_swap,266.0,3.0,233.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_57_swap,555.0,319.0,397.0,174.0
A_HT_DHD_100_swap:A_HT_DHD_58_swap,98.0,276.0,133.0,16.0
A_HT_DHD_100_swap:A_HT_DHD_59_swap,278.0,48.0,156.0,5.0
A_HT_DHD_100_swap:A_HT_DHD_5_swap,89.0,145.0,9.0,4.0
A_HT_DHD_100_swap:A_HT_DHD_60_swap,612.0,53.0,867.0,1.0
A_HT_DHD_100_swap:A_HT_DHD_61_swap,350.0,16.0,262.0,6.0
A_HT_DHD_100_swap:A_HT_DHD_62_swap,63.0,103.0,8.0,21.0
A_HT_DHD_100_swap:A_HT_DHD_63_swap,148.0,50.0,91.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_64_swap,318.0,197.0,5389.0,18.0
A_HT_DHD_100_swap:A_HT_DHD_65_swap,443.0,34.0,124.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_66_swap,520.0,251.0,303.0,13.0
A_HT_DHD_100_swap:A_HT_DHD_67_swap,495.0,35.0,3052.0,16.0
A_HT_DHD_100_swap:A_HT_DHD_68_swap,302.0,49.0,407.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_69_swap,949.0,141.0,861.0,8.0
A_HT_DHD_100_swap:A_HT_DHD_6_swap,56.0,252.0,6.0,17.0
A_HT_DHD_100_swap:A_HT_DHD_70_swap,296.0,46.0,135.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_71_swap,74.0,43.0,601.0,54.0
A_HT_DHD_100_swap:A_HT_DHD_72_swap,432.0,90.0,648.0,5.0
A_HT_DHD_100_swap:A_HT_DHD_73_swap,133.0,61.0,137.0,12.0
A_HT_DHD_100_swap:A_HT_DHD_74_swap,277.0,81.0,243.0,7.0
A_HT_DHD_100_swap:A_HT_DHD_75_swap,1033.0,884.0,8034.0,106.0
A_HT_DHD_100_swap:A_HT_DHD_76_swap,1348.0,1.0,1765.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_77_swap,300.0,231.0,187.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_78_swap,417.0,347.0,302.0,42.0
A_HT_DHD_100_swap:A_HT_DHD_79_swap,601.0,110.0,507.0,9.0
A_HT_DHD_100_swap:A_HT_DHD_7_swap,80.0,35.0,40.0,12.0
A_HT_DHD_100_swap:A_HT_DHD_80_swap,229.0,31.0,165.0,4.0
A_HT_DHD_100_swap:A_HT_DHD_81_swap,357.0,164.0,303.0,10.0
A_HT_DHD_100_swap:A_HT_DHD_82_swap,214.0,6.0,772.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_83_swap,352.0,16.0,336.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_84_swap,670.0,370.0,1422.0,9.0
A_HT_DHD_100_swap:A_HT_DHD_85_swap,59.0,3.0,52.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_86_swap,217.0,347.0,246.0,19.0
A_HT_DHD_100_swap:A_HT_DHD_87_swap,4.0,26.0,1.0,22.0
A_HT_DHD_100_swap:A_HT_DHD_88_swap,269.0,129.0,906.0,19.0
A_HT_DHD_100_swap:A_HT_DHD_89_swap,533.0,193.0,223.0,197.0
A_HT_DHD_100_swap:A_HT_DHD_8_swap,35.0,48.0,23.0,3.0
A_HT_DHD_100_swap:A_HT_DHD_90_swap,107.0,54.0,198.0,82.0
A_HT_DHD_100_swap:A_HT_DHD_91_swap,686.0,34.0,1044.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_92_swap,207.0,0.0,353.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_93_swap,344.0,71.0,125.0,2.0
A_HT_DHD_100_swap:A_HT_DHD_94_swap,486.0,191.0,281.0,49.0
A_HT_DHD_100_swap:A_HT_DHD_95_swap,345.0,90.0,354.0,4.0
A_HT_DHD_100_swap:A_HT_DHD_96_swap,206.0,87.0,61.0,34.0
A_HT_DHD_100_swap:A_HT_DHD_97_swap,173.0,138.0,146.0,121.0
A_HT_DHD_100_swap:A_HT_DHD_98_swap,1048.0,165.0,758.0,5.0
A_HT_DHD_100_swap:A_HT_DHD_99_swap,248.0,0.0,96.0,0.0
A_HT_DHD_100_swap:A_HT_DHD_9_swap,216.0,65.0,17.0,3.0
A_HT_DHD_100_swap:A_ZCON_13_swap,318.0,69.0,226.0,0.0
A_HT_DHD_100_swap:A_ZCON_150_swap,1258.0,160.0,249.0,21.0
A_HT_DHD_100_swap:A_ZCON_154_swap,743.0,149.0,498.0,1.0
A_HT_DHD_100_swap:A_ZCON_155_swap,413.0,117.0,361.0,1.0
A_HT_DHD_100_swap:A_ZCON_15_re_loop_swap,273.0,71.0,648.0,1.0
A_HT_DHD_100_swap:A_ZCON_162_swap,373.0,22.0,279.0,2.0
A_HT_DHD_100_swap:A_ZCON_37_3_swap,615.0,224.0,138.0,21.0
A_HT_DHD_100_swap:A_ZCON_37_swap,286.0,164.0,265.0,1.0
A_HT_DHD_100_swap:A_ZCON_6_swap,244.0,159.0,442.0,541.0
A_HT_DHD_100_swap:B_HT_DHD_100_swap,490.0,14.0,252.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_10_swap,149.0,42.0,421.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_11_swap,327.0,275.0,573.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_12_swap,174.0,18.0,278.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_13_swap,702.0,1.0,1069.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_14_swap,7.0,49.0,2.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_15_swap,124.0,41.0,38.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_16_swap,592.0,108.0,440.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_17_swap,828.0,63.0,9364.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_18_swap,785.0,146.0,451.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_19_swap,721.0,7.0,1226.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_1_swap,1371.0,17.0,2482.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_20_swap,294.0,231.0,74.0,4.0
A_HT_DHD_100_swap:B_HT_DHD_21_swap,526.0,58.0,572.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_22_swap,1111.0,123.0,1022.0,14.0
A_HT_DHD_100_swap:B_HT_DHD_23_swap,227.0,36.0,212.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_24_swap,469.0,2.0,429.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_25_swap,5.0,18.0,16.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_26_swap,741.0,346.0,683.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_27_swap,901.0,73.0,507.0,37.0
A_HT_DHD_100_swap:B_HT_DHD_28_swap,96.0,10.0,56.0,77.0
A_HT_DHD_100_swap:B_HT_DHD_29_swap,858.0,1.0,820.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_2_swap,1138.0,26.0,1769.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_30_swap,379.0,66.0,3933.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_31_swap,666.0,8.0,648.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_32_swap,460.0,437.0,854.0,58.0
A_HT_DHD_100_swap:B_HT_DHD_33_swap,469.0,94.0,319.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_34_swap,359.0,142.0,1288.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_35_swap,809.0,5.0,559.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_36_swap,676.0,165.0,736.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_37_swap,751.0,92.0,1953.0,26.0
A_HT_DHD_100_swap:B_HT_DHD_38_swap,722.0,222.0,547.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_39_swap,506.0,123.0,192.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_3_swap,968.0,107.0,2185.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_40_swap,534.0,4.0,192.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_41_swap,702.0,3.0,1471.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_42_swap,200.0,56.0,315.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_43_swap,861.0,12.0,574.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_44_swap,12.0,113.0,13.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_45_swap,552.0,153.0,673.0,290.0
A_HT_DHD_100_swap:B_HT_DHD_46_swap,2768.0,14.0,11478.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_47_swap,52.0,114.0,347.0,1260.0
A_HT_DHD_100_swap:B_HT_DHD_48_swap,98.0,65.0,580.0,212.0
A_HT_DHD_100_swap:B_HT_DHD_49_swap,213.0,117.0,159.0,17.0
A_HT_DHD_100_swap:B_HT_DHD_4_swap,374.0,15.0,297.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_50_swap,483.0,65.0,261.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_51_swap,1055.0,141.0,1758.0,19.0
A_HT_DHD_100_swap:B_HT_DHD_52_swap,267.0,184.0,2577.0,72.0
A_HT_DHD_100_swap:B_HT_DHD_53_swap,692.0,52.0,645.0,7.0
A_HT_DHD_100_swap:B_HT_DHD_54_swap,858.0,31.0,311.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_55_swap,297.0,113.0,340.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_56_swap,848.0,5.0,1079.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_57_swap,957.0,0.0,533.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_58_swap,378.0,82.0,4599.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_59_swap,696.0,8.0,690.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_5_swap,4.0,5.0,20.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_60_swap,473.0,16.0,396.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_61_swap,983.0,166.0,1838.0,17.0
A_HT_DHD_100_swap:B_HT_DHD_62_swap,385.0,23.0,390.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_63_swap,555.0,175.0,455.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_64_swap,234.0,101.0,140.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_65_swap,729.0,138.0,689.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_66_swap,423.0,21.0,547.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_67_swap,660.0,70.0,391.0,9.0
A_HT_DHD_100_swap:B_HT_DHD_68_swap,213.0,159.0,1293.0,191.0
A_HT_DHD_100_swap:B_HT_DHD_69_swap,531.0,161.0,400.0,10.0
A_HT_DHD_100_swap:B_HT_DHD_6_swap,387.0,39.0,135.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_70_swap,658.0,55.0,699.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_71_swap,964.0,11.0,973.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_72_swap,294.0,185.0,435.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_73_swap,412.0,137.0,293.0,18.0
A_HT_DHD_100_swap:B_HT_DHD_74_swap,19.0,6.0,37.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_75_swap,344.0,34.0,148.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_76_swap,549.0,43.0,1230.0,9.0
A_HT_DHD_100_swap:B_HT_DHD_77_swap,504.0,34.0,459.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_78_swap,4.0,73.0,5.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_79_swap,367.0,152.0,313.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_7_swap,277.0,22.0,118.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_80_swap,1088.0,161.0,990.0,9.0
A_HT_DHD_100_swap:B_HT_DHD_81_swap,247.0,146.0,83.0,6.0
A_HT_DHD_100_swap:B_HT_DHD_82_swap,1317.0,7.0,1770.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_83_swap,497.0,23.0,470.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_84_swap,391.0,84.0,422.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_85_swap,349.0,81.0,5865.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_86_swap,606.0,34.0,417.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_87_swap,753.0,275.0,724.0,8.0
A_HT_DHD_100_swap:B_HT_DHD_88_swap,290.0,31.0,3438.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_89_swap,65.0,3.0,359.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_8_swap,1146.0,213.0,1131.0,17.0
A_HT_DHD_100_swap:B_HT_DHD_90_swap,17.0,16.0,54.0,1.0
A_HT_DHD_100_swap:B_HT_DHD_91_swap,110.0,13.0,145.0,20.0
A_HT_DHD_100_swap:B_HT_DHD_92_swap,306.0,69.0,205.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_93_swap,524.0,66.0,7083.0,38.0
A_HT_DHD_100_swap:B_HT_DHD_94_swap,46.0,39.0,9.0,3.0
A_HT_DHD_100_swap:B_HT_DHD_95_swap,1514.0,67.0,3484.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_96_swap,2.0,51.0,6.0,5.0
A_HT_DHD_100_swap:B_HT_DHD_97_swap,1045.0,0.0,1969.0,0.0
A_HT_DHD_100_swap:B_HT_DHD_98_swap,186.0,224.0,275.0,14.0
A_HT_DHD_100_swap:B_HT_DHD_99_swap,1596.0,109.0,701.0,2.0
A_HT_DHD_100_swap:B_HT_DHD_9_swap,353.0,68.0,365.0,2.0
A_HT_DHD_100_swap:B_ZCON_13_swap,762.0,105.0,820.0,14.0
A_HT_DHD_100_swap:B_ZCON_150_swap,190.0,74.0,104.0,4.0
A_HT_DHD_100_swap:B_ZCON_154_swap,350.0,3.0,191.0,4.0
A_HT_DHD_100_swap:B_ZCON_155_swap,590.0,14.0,687.0,2.0
A_HT_DHD_100_swap:B_ZCON_15_re_loop_swap,708.0,62.0,403.0,3.0
A_HT_DHD_100_swap:B_ZCON_162_swap,135.0,11.0,78.0,7.0
A_HT_DHD_100_swap:B_ZCON_37_3_swap,230.0,49.0,312.0,2.0
A_HT_DHD_100_swap:B_ZCON_37_swap,559.0,306.0,495.0,14.0
A_HT_DHD_100_swap:B_ZCON_6_swap,265.0,3.0,128.0,0.0
A_HT_DHD_10_swap:A_HT_DHD_11_swap,545.0,257.0,64.0,32.0
A_HT_DHD_10_swap:A_HT_DHD_12_swap,3.0,312.0,3.0,17.0
A_HT_DHD_10_swap:A_HT_DHD_13_swap,135.0,297.0,605.0,748.0
A_HT_DHD_10_swap:A_HT_DHD_14_swap,46.0,128.0,3.0,12.0
A_HT_DHD_10_swap:A_HT_DHD_15_swap,656.0,501.0,67.0,18.0
A_HT_DHD_10_swap:A_HT_DHD_16_swap,76.0,146.0,2.0,56.0
A_HT_DHD_10_swap:A_HT_DHD_17_swap,50.0,156.0,7.0,8.0
A_HT_DHD_10_swap:A_HT_DHD_18_swap,154.0,63.0,8.0,11.0
A_HT_DHD_10_swap:A_HT_DHD_19_swap,206.0,173.0,9.0,14.0
A_HT_DHD_10_swap:A_HT_DHD_1_swap,27.0,15.0,3.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_20_swap,151.0,179.0,6.0,74.0
A_HT_DHD_10_swap:A_HT_DHD_21_swap,91.0,277.0,0.0,23.0
A_HT_DHD_10_swap:A_HT_DHD_22_swap,34.0,238.0,0.0,18.0
A_HT_DHD_10_swap:A_HT_DHD_23_swap,73.0,114.0,3.0,14.0
A_HT_DHD_10_swap:A_HT_DHD_24_swap,497.0,142.0,31.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_25_swap,115.0,177.0,7.0,21.0
A_HT_DHD_10_swap:A_HT_DHD_26_swap,219.0,274.0,12.0,27.0
A_HT_DHD_10_swap:A_HT_DHD_27_swap,426.0,80.0,30.0,9.0
A_HT_DHD_10_swap:A_HT_DHD_28_swap,308.0,47.0,69.0,14.0
A_HT_DHD_10_swap:A_HT_DHD_29_swap,288.0,744.0,50.0,143.0
A_HT_DHD_10_swap:A_HT_DHD_2_swap,26.0,231.0,2.0,1554.0
A_HT_DHD_10_swap:A_HT_DHD_30_swap,782.0,97.0,98.0,2.0
A_HT_DHD_10_swap:A_HT_DHD_31_swap,23.0,268.0,0.0,28.0
A_HT_DHD_10_swap:A_HT_DHD_32_swap,2.0,160.0,5.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_33_swap,19.0,16.0,0.0,1.0
A_HT_DHD_10_swap:A_HT_DHD_34_swap,1.0,73.0,0.0,18.0
A_HT_DHD_10_swap:A_HT_DHD_35_swap,100.0,55.0,14.0,1.0
A_HT_DHD_10_swap:A_HT_DHD_36_swap,7.0,65.0,2.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_37_swap,140.0,277.0,12.0,22.0
A_HT_DHD_10_swap:A_HT_DHD_38_swap,119.0,353.0,4.0,43.0
A_HT_DHD_10_swap:A_HT_DHD_39_swap,338.0,90.0,14.0,6.0
A_HT_DHD_10_swap:A_HT_DHD_3_swap,2.0,254.0,0.0,64.0
A_HT_DHD_10_swap:A_HT_DHD_40_swap,81.0,246.0,9.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_41_swap,618.0,108.0,37.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_42_swap,179.0,766.0,2.0,36.0
A_HT_DHD_10_swap:A_HT_DHD_43_swap,90.0,469.0,7.0,30.0
A_HT_DHD_10_swap:A_HT_DHD_44_swap,107.0,509.0,28.0,137.0
A_HT_DHD_10_swap:A_HT_DHD_45_swap,54.0,139.0,5.0,2586.0
A_HT_DHD_10_swap:A_HT_DHD_46_swap,97.0,636.0,17.0,46.0
A_HT_DHD_10_swap:A_HT_DHD_47_swap,121.0,25.0,13.0,9.0
A_HT_DHD_10_swap:A_HT_DHD_48_swap,3.0,139.0,1.0,31.0
A_HT_DHD_10_swap:A_HT_DHD_49_swap,135.0,173.0,6.0,33.0
A_HT_DHD_10_swap:A_HT_DHD_4_swap,1009.0,166.0,133.0,79.0
A_HT_DHD_10_swap:A_HT_DHD_50_swap,301.0,525.0,12.0,53.0
A_HT_DHD_10_swap:A_HT_DHD_51_swap,27.0,136.0,0.0,10.0
A_HT_DHD_10_swap:A_HT_DHD_52_swap,418.0,220.0,49.0,38.0
A_HT_DHD_10_swap:A_HT_DHD_53_swap,144.0,122.0,8.0,16.0
A_HT_DHD_10_swap:A_HT_DHD_54_swap,10.0,221.0,5.0,5.0
A_HT_DHD_10_swap:A_HT_DHD_55_swap,158.0,100.0,13.0,21.0
A_HT_DHD_10_swap:A_HT_DHD_56_swap,172.0,210.0,19.0,11.0
A_HT_DHD_10_swap:A_HT_DHD_57_swap,110.0,375.0,5.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_58_swap,197.0,183.0,24.0,21.0
A_HT_DHD_10_swap:A_HT_DHD_59_swap,86.0,225.0,13.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_5_swap,96.0,280.0,4.0,12.0
A_HT_DHD_10_swap:A_HT_DHD_60_swap,473.0,526.0,35.0,20.0
A_HT_DHD_10_swap:A_HT_DHD_61_swap,87.0,138.0,20.0,31.0
A_HT_DHD_10_swap:A_HT_DHD_62_swap,10.0,333.0,0.0,23.0
A_HT_DHD_10_swap:A_HT_DHD_63_swap,427.0,262.0,17.0,28.0
A_HT_DHD_10_swap:A_HT_DHD_64_swap,543.0,950.0,45.0,50.0
A_HT_DHD_10_swap:A_HT_DHD_65_swap,298.0,156.0,17.0,9.0
A_HT_DHD_10_swap:A_HT_DHD_66_swap,272.0,974.0,22.0,30.0
A_HT_DHD_10_swap:A_HT_DHD_67_swap,41.0,93.0,7.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_68_swap,213.0,212.0,15.0,13.0
A_HT_DHD_10_swap:A_HT_DHD_69_swap,291.0,215.0,43.0,51.0
A_HT_DHD_10_swap:A_HT_DHD_6_swap,6.0,184.0,0.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_70_swap,101.0,112.0,18.0,2.0
A_HT_DHD_10_swap:A_HT_DHD_71_swap,144.0,275.0,25.0,72.0
A_HT_DHD_10_swap:A_HT_DHD_72_swap,849.0,61.0,80.0,7.0
A_HT_DHD_10_swap:A_HT_DHD_73_swap,486.0,187.0,45.0,26.0
A_HT_DHD_10_swap:A_HT_DHD_74_swap,152.0,251.0,42.0,45.0
A_HT_DHD_10_swap:A_HT_DHD_75_swap,1171.0,1535.0,144.0,181.0
A_HT_DHD_10_swap:A_HT_DHD_76_swap,216.0,340.0,16.0,34.0
A_HT_DHD_10_swap:A_HT_DHD_77_swap,402.0,446.0,40.0,65.0
A_HT_DHD_10_swap:A_HT_DHD_78_swap,253.0,837.0,19.0,48.0
A_HT_DHD_10_swap:A_HT_DHD_79_swap,143.0,336.0,5.0,21.0
A_HT_DHD_10_swap:A_HT_DHD_7_swap,3.0,66.0,1.0,6.0
A_HT_DHD_10_swap:A_HT_DHD_80_swap,368.0,190.0,73.0,10.0
A_HT_DHD_10_swap:A_HT_DHD_81_swap,7.0,173.0,1.0,10.0
A_HT_DHD_10_swap:A_HT_DHD_82_swap,326.0,582.0,17.0,28.0
A_HT_DHD_10_swap:A_HT_DHD_83_swap,34.0,59.0,3.0,15.0
A_HT_DHD_10_swap:A_HT_DHD_84_swap,267.0,181.0,6.0,8.0
A_HT_DHD_10_swap:A_HT_DHD_85_swap,2.0,181.0,2.0,20.0
A_HT_DHD_10_swap:A_HT_DHD_86_swap,10.0,255.0,6.0,54.0
A_HT_DHD_10_swap:A_HT_DHD_87_swap,87.0,196.0,0.0,5.0
A_HT_DHD_10_swap:A_HT_DHD_88_swap,84.0,550.0,9.0,74.0
A_HT_DHD_10_swap:A_HT_DHD_89_swap,372.0,357.0,43.0,20.0
A_HT_DHD_10_swap:A_HT_DHD_8_swap,0.0,67.0,0.0,4.0
A_HT_DHD_10_swap:A_HT_DHD_90_swap,71.0,325.0,10.0,34.0
A_HT_DHD_10_swap:A_HT_DHD_91_swap,14.0,383.0,3.0,19.0
A_HT_DHD_10_swap:A_HT_DHD_92_swap,301.0,235.0,21.0,22.0
A_HT_DHD_10_swap:A_HT_DHD_93_swap,595.0,243.0,26.0,18.0
A_HT_DHD_10_swap:A_HT_DHD_94_swap,184.0,193.0,25.0,26.0
A_HT_DHD_10_swap:A_HT_DHD_95_swap,395.0,457.0,18.0,571.0
A_HT_DHD_10_swap:A_HT_DHD_96_swap,70.0,232.0,0.0,11.0
A_HT_DHD_10_swap:A_HT_DHD_97_swap,123.0,99.0,24.0,21.0
A_HT_DHD_10_swap:A_HT_DHD_98_swap,309.0,773.0,34.0,62.0
A_HT_DHD_10_swap:A_HT_DHD_99_swap,177.0,2.0,19.0,0.0
A_HT_DHD_10_swap:A_HT_DHD_9_swap,225.0,157.0,14.0,28.0
