PPI,trp1,his1
DBD:Bcl-B:AD:Bcl-B,60938,17106
DBD:Bcl-B:AD:Bcl-w,14712,526
DBD:Bcl-B:AD:Bcl-xL,19021,593
DBD:Bcl-B:AD:Bfl-1,29334,3334
DBD:Bcl-B:AD:FECM04,17368,1290
DBD:Bcl-B:AD:Mcl1[151-321],19571,781
DBD:Bcl-B:AD:XCDP07,13225,43408
DBD:Bcl-B:AD:alphaBCL2,11805,1475
DBD:Bcl-B:AD:alphaBCLB,11884,109944
DBD:Bcl-B:AD:alphaBFL1,10287,660
DBD:Bcl-B:AD:alphaMCL1,6783,1722
DBD:Bcl-w:AD:2CDP06,6817,29228
DBD:Bcl-w:AD:BCDP01,7225,4106
DBD:Bcl-w:AD:BECM01,2825,87
DBD:Bcl-w:AD:Bcl-2,2687,90
DBD:Bcl-w:AD:Bcl-B,31046,638
DBD:Bcl-w:AD:Bcl-w,8394,111
DBD:Bcl-w:AD:Bcl-xL,4965,120
DBD:Bcl-w:AD:Bfl-1,5695,128
DBD:Bcl-w:AD:FECM04,12810,538
DBD:Bcl-w:AD:Mcl1[151-321],6455,139
DBD:Bcl-w:AD:XCDP07,354,866
DBD:Bcl-w:AD:alphaBCL2,57070,5326
DBD:Bcl-w:AD:alphaBCLB,2436,4254
DBD:Bcl-w:AD:alphaBFL1,7411,1869
DBD:Bcl-w:AD:alphaMCL1,3397,2184
DBD:Bcl-xL:AD:2CDP06,1534,117
DBD:Bcl-xL:AD:BCDP01,3495,16944
DBD:Bcl-xL:AD:BECM01,2395,1247
DBD:Bcl-xL:AD:Bcl-2,3752,338
DBD:Bcl-xL:AD:Bcl-B,13117,779
DBD:Bcl-xL:AD:Bcl-w,3289,86
DBD:Bcl-xL:AD:Bcl-xL,10968,315
DBD:Bcl-xL:AD:Bfl-1,9847,257
DBD:Bcl-xL:AD:FECM04,8647,25411
DBD:Bcl-xL:AD:Mcl1[151-321],4128,287
DBD:Bcl-xL:AD:XCDP07,87,206
DBD:Bcl-xL:AD:alphaBCL2,2439,216
DBD:Bcl-xL:AD:alphaBCLB,2853,210
DBD:Bcl-xL:AD:alphaBFL1,6437,63608
DBD:Bcl-xL:AD:alphaMCL1,7562,127
DBD:Bfl-1:AD:2CDP06,4704,956
DBD:Bfl-1:AD:BCDP01,2644,9800
DBD:Bfl-1:AD:BECM01,3467,1140
DBD:Bfl-1:AD:Bcl-2,538,65
DBD:Bfl-1:AD:Bcl-B,10245,476
DBD:Bfl-1:AD:Bcl-w,4653,120
DBD:Bfl-1:AD:Bcl-xL,10622,291
DBD:Bfl-1:AD:Bfl-1,7051,154
DBD:Bfl-1:AD:FECM04,3296,19887
DBD:Bfl-1:AD:Mcl1[151-321],14828,465
DBD:Bfl-1:AD:XCDP07,694,25
DBD:Bfl-1:AD:alphaBCL2,3690,130
DBD:Bfl-1:AD:alphaBCLB,7163,10644
DBD:Bfl-1:AD:alphaBFL1,912,7256
DBD:Bfl-1:AD:alphaMCL1,8596,2424
DBD:FECM04:AD:2CDP06,3237,59
DBD:FECM04:AD:BCDP01,712,76
DBD:FECM04:AD:BECM01,754,21
DBD:FECM04:AD:Bcl-2,4082,1990
DBD:FECM04:AD:Bcl-B,15361,513
DBD:FECM04:AD:Bcl-w,5279,166
DBD:FECM04:AD:Bcl-xL,1384,5334
DBD:FECM04:AD:Bfl-1,1465,3976
DBD:FECM04:AD:FECM04,5817,138
DBD:FECM04:AD:Mcl1[151-321],14219,8311
DBD:FECM04:AD:XCDP07,594,9
DBD:FECM04:AD:alphaBCL2,1624,43
DBD:FECM04:AD:alphaBCLB,2547,57
DBD:FECM04:AD:alphaBFL1,1534,60
DBD:FECM04:AD:alphaMCL1,8603,124
DBD:Mcl1[151-321]:AD:2CDP06,3422,113
DBD:Mcl1[151-321]:AD:BCDP01,2059,7982
DBD:Mcl1[151-321]:AD:BECM01,943,145
DBD:Mcl1[151-321]:AD:Bcl-2,862,76
DBD:Mcl1[151-321]:AD:Bcl-B,15551,502
DBD:Mcl1[151-321]:AD:Bcl-w,1981,42
DBD:Mcl1[151-321]:AD:Bcl-xL,10701,411
DBD:Mcl1[151-321]:AD:Bfl-1,4829,133
DBD:Mcl1[151-321]:AD:FECM04,9651,582
DBD:Mcl1[151-321]:AD:Mcl1[151-321],5266,155
DBD:Mcl1[151-321]:AD:XCDP07,2648,2674
DBD:Mcl1[151-321]:AD:alphaBCL2,3385,88
DBD:Mcl1[151-321]:AD:alphaBCLB,1476,101
DBD:Mcl1[151-321]:AD:alphaBFL1,4252,2342
DBD:Mcl1[151-321]:AD:alphaMCL1,1729,9811
DBD:alphaBCL2:AD:2CDP06,13821,172
DBD:alphaBCL2:AD:BCDP01,1190,42
DBD:alphaBCL2:AD:BECM01,3,5
DBD:alphaBCL2:AD:Bcl-2,343,198
DBD:alphaBCL2:AD:Bcl-B,2007,68
DBD:alphaBCL2:AD:Bcl-w,3254,2237
DBD:alphaBCL2:AD:Bcl-xL,2655,226
DBD:alphaBCL2:AD:Bfl-1,3334,40
DBD:alphaBCL2:AD:FECM04,1578,4607
DBD:alphaBCL2:AD:Mcl1[151-321],3448,165
DBD:alphaBCL2:AD:XCDP07,244,7
DBD:alphaBCL2:AD:alphaBCL2,827,18
DBD:alphaBCL2:AD:alphaBCLB,59,15
DBD:alphaBCL2:AD:alphaBFL1,2595,44
DBD:alphaBCL2:AD:alphaMCL1,4897,58
DBD:alphaBCLB:AD:2CDP06,1003,77
DBD:alphaBCLB:AD:BCDP01,1509,260
DBD:alphaBCLB:AD:BECM01,3331,66
DBD:alphaBCLB:AD:Bcl-2,404,61
DBD:alphaBCLB:AD:Bcl-B,5391,45245
DBD:alphaBCLB:AD:Bcl-w,2589,49
DBD:alphaBCLB:AD:Bcl-xL,1537,114
DBD:alphaBCLB:AD:Bfl-1,3562,9017
DBD:alphaBCLB:AD:FECM04,887,341
DBD:alphaBCLB:AD:Mcl1[151-321],5798,2735
DBD:alphaBCLB:AD:XCDP07,249,29
DBD:alphaBCLB:AD:alphaBCL2,2860,92
DBD:alphaBCLB:AD:alphaBCLB,1286,143
DBD:alphaBCLB:AD:alphaBFL1,13563,497
DBD:alphaBCLB:AD:alphaMCL1,1218,57
DBD:alphaBFL1:AD:2CDP06,6871,133
DBD:alphaBFL1:AD:BCDP01,4088,5300
DBD:alphaBFL1:AD:BECM01,907,26
DBD:alphaBFL1:AD:Bcl-2,907,7087
DBD:alphaBFL1:AD:Bcl-B,14513,513
DBD:alphaBFL1:AD:Bcl-w,5345,102
DBD:alphaBFL1:AD:Bcl-xL,4564,17428
DBD:alphaBFL1:AD:Bfl-1,3194,19288
DBD:alphaBFL1:AD:FECM04,8431,304
DBD:alphaBFL1:AD:Mcl1[151-321],8120,355
DBD:alphaBFL1:AD:XCDP07,171,43
DBD:alphaBFL1:AD:alphaBCL2,521,40
DBD:alphaBFL1:AD:alphaBCLB,5400,164
DBD:alphaBFL1:AD:alphaBFL1,5588,321
DBD:alphaBFL1:AD:alphaMCL1,4043,78
DBD:alphaMCL1:AD:2CDP06,5613,824
DBD:alphaMCL1:AD:BCDP01,3008,11160
DBD:alphaMCL1:AD:BECM01,829,32
DBD:alphaMCL1:AD:Bcl-2,647,41
DBD:alphaMCL1:AD:Bcl-B,5310,4121
DBD:alphaMCL1:AD:Bcl-w,6343,420
DBD:alphaMCL1:AD:Bcl-xL,3016,109
DBD:alphaMCL1:AD:Bfl-1,4755,276
DBD:alphaMCL1:AD:FECM04,11999,10121
DBD:alphaMCL1:AD:Mcl1[151-321],2911,24446
DBD:alphaMCL1:AD:XCDP07,2497,383
DBD:alphaMCL1:AD:alphaBCL2,6006,103
DBD:alphaMCL1:AD:alphaBCLB,2068,94
DBD:alphaMCL1:AD:alphaBFL1,7458,530
DBD:alphaMCL1:AD:alphaMCL1,4718,207
