,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
2CDP06:BCDP01,4820.0,6886.0,829.0,340.0
2CDP06:BECM01,3469.0,7200.0,595.0,529.0
2CDP06:Bcl-2,1682.0,1674.0,625.0,432.0
2CDP06:Bcl-B,9245.0,15024.0,1477.0,2151.0
2CDP06:Bcl-w,1217.0,673.0,493.0,290.0
2CDP06:Bcl-xL,985.0,1269.0,242.0,158.0
2CDP06:Bfl-1,3007.0,2831.0,262.0,298.0
2CDP06:FECM04,2876.0,3271.0,174.0,160.0
2CDP06:Mcl1[151-321],3703.0,1888.0,156.0,309.0
2CDP06:XCDP07,1080.0,1793.0,185.0,249.0
2CDP06:alphaBCL2,3120.0,2784.0,128.0,113.0
2CDP06:alphaBCLB,5280.0,7708.0,686.0,870.0
2CDP06:alphaBFL1,3982.0,5457.0,318.0,298.0
2CDP06:alphaMCL1,10753.0,3197.0,555.0,144.0
BCDP01:BECM01,5852.0,8236.0,3043.0,8348.0
BCDP01:Bcl-2,2973.0,1552.0,2218.0,1642.0
BCDP01:Bcl-B,11366.0,12424.0,26614.0,158820.0
BCDP01:Bcl-w,1975.0,699.0,232.0,286.0
BCDP01:Bcl-xL,1315.0,1083.0,502.0,4182.0
BCDP01:Bfl-1,3225.0,2353.0,3014.0,14749.0
BCDP01:FECM04,5298.0,3490.0,459.0,915.0
BCDP01:Mcl1[151-321],5542.0,2023.0,1739.0,12177.0
BCDP01:XCDP07,2146.0,2686.0,563.0,2967.0
BCDP01:alphaBCL2,5021.0,3106.0,228.0,707.0
BCDP01:alphaBCLB,7782.0,7989.0,3446.0,6399.0
BCDP01:alphaBFL1,7255.0,5380.0,835.0,1911.0
BCDP01:alphaMCL1,8286.0,3584.0,890.0,1190.0
BECM01:Bcl-2,3429.0,1315.0,1273.0,989.0
BECM01:Bcl-B,12021.0,9478.0,66723.0,130751.0
BECM01:Bcl-w,2335.0,676.0,412.0,178.0
BECM01:Bcl-xL,1576.0,1036.0,2787.0,1867.0
BECM01:Bfl-1,4005.0,1918.0,10478.0,7464.0
BECM01:FECM04,5294.0,3013.0,878.0,735.0
BECM01:Mcl1[151-321],6140.0,1733.0,1133.0,2444.0
BECM01:XCDP07,1858.0,1817.0,1027.0,2233.0
BECM01:alphaBCL2,5499.0,2691.0,329.0,695.0
BECM01:alphaBCLB,9090.0,5783.0,7406.0,4786.0
BECM01:alphaBFL1,7075.0,5093.0,1362.0,1582.0
BECM01:alphaMCL1,9207.0,2812.0,1696.0,986.0
Bcl-2:Bcl-B,4682.0,8629.0,1186.0,4451.0
Bcl-2:Bcl-w,741.0,362.0,215.0,32.0
Bcl-2:Bcl-xL,447.0,626.0,706.0,303.0
Bcl-2:Bfl-1,1586.0,1397.0,1442.0,513.0
Bcl-2:FECM04,1131.0,2834.0,707.0,4744.0
Bcl-2:Mcl1[151-321],2217.0,948.0,166.0,342.0
Bcl-2:XCDP07,343.0,752.0,197.0,558.0
Bcl-2:alphaBCL2,1210.0,1101.0,444.0,929.0
Bcl-2:alphaBCLB,2223.0,3439.0,725.0,773.0
Bcl-2:alphaBFL1,1471.0,2491.0,848.0,2251.0
Bcl-2:alphaMCL1,1938.0,1569.0,296.0,176.0
Bcl-B:Bcl-w,5486.0,1773.0,1715.0,222.0
Bcl-B:Bcl-xL,4426.0,2832.0,4950.0,2189.0
Bcl-B:Bfl-1,11934.0,7284.0,7820.0,4816.0
Bcl-B:FECM04,9896.0,6698.0,4383.0,1229.0
Bcl-B:Mcl1[151-321],14477.0,4881.0,4879.0,3901.0
Bcl-B:XCDP07,4469.0,3979.0,18612.0,19979.0
Bcl-B:alphaBCL2,12319.0,6581.0,1864.0,999.0
Bcl-B:alphaBCLB,13880.0,10691.0,165467.0,56135.0
Bcl-B:alphaBFL1,13829.0,13309.0,8466.0,2972.0
Bcl-B:alphaMCL1,17182.0,6790.0,17440.0,1981.0
Bcl-w:Bcl-xL,385.0,391.0,27.0,249.0
Bcl-w:Bfl-1,539.0,975.0,48.0,174.0
Bcl-w:FECM04,526.0,1104.0,73.0,291.0
Bcl-w:Mcl1[151-321],794.0,569.0,41.0,118.0
Bcl-w:XCDP07,163.0,579.0,34.0,250.0
Bcl-w:alphaBCL2,489.0,1034.0,34.0,696.0
Bcl-w:alphaBCLB,947.0,2551.0,153.0,431.0
Bcl-w:alphaBFL1,774.0,2248.0,253.0,1073.0
Bcl-w:alphaMCL1,987.0,1337.0,53.0,121.0
Bcl-xL:Bfl-1,935.0,753.0,485.0,602.0
Bcl-xL:FECM04,746.0,793.0,1930.0,503.0
Bcl-xL:Mcl1[151-321],1553.0,468.0,194.0,455.0
Bcl-xL:XCDP07,321.0,515.0,890.0,346.0
Bcl-xL:alphaBCL2,901.0,690.0,223.0,516.0
