,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
Bcl-xL:alphaBCLB,1251.0,1984.0,1279.0,538.0
Bcl-xL:alphaBFL1,1021.0,1238.0,2107.0,2581.0
Bcl-xL:alphaMCL1,1250.0,857.0,315.0,126.0
Bfl-1:FECM04,1680.0,1473.0,5147.0,1484.0
Bfl-1:Mcl1[151-321],3165.0,1309.0,597.0,689.0
Bfl-1:XCDP07,814.0,1283.0,568.0,771.0
Bfl-1:alphaBCL2,2182.0,2169.0,220.0,414.0
Bfl-1:alphaBCLB,3604.0,5529.0,3503.0,1553.0
Bfl-1:alphaBFL1,1994.0,2394.0,7661.0,4257.0
Bfl-1:alphaMCL1,2973.0,3092.0,1855.0,770.0
FECM04:Mcl1[151-321],2593.0,1478.0,217.0,550.0
FECM04:XCDP07,894.0,1670.0,119.0,303.0
FECM04:alphaBCL2,2311.0,1866.0,124.0,138.0
FECM04:alphaBCLB,4518.0,6040.0,852.0,711.0
FECM04:alphaBFL1,2904.0,3926.0,239.0,310.0
FECM04:alphaMCL1,3251.0,2434.0,343.0,193.0
Mcl1[151-321]:XCDP07,540.0,1557.0,3779.0,3882.0
Mcl1[151-321]:alphaBCL2,1201.0,2720.0,155.0,158.0
Mcl1[151-321]:alphaBCLB,2010.0,7364.0,3037.0,855.0
Mcl1[151-321]:alphaBFL1,1907.0,4282.0,1108.0,447.0
Mcl1[151-321]:alphaMCL1,2414.0,2160.0,10447.0,5383.0
XCDP07:alphaBCL2,1402.0,710.0,149.0,84.0
XCDP07:alphaBCLB,2203.0,1733.0,2701.0,793.0
XCDP07:alphaBFL1,1641.0,1242.0,702.0,247.0
XCDP07:alphaMCL1,2163.0,820.0,589.0,340.0
alphaBCL2:alphaBCLB,3452.0,5524.0,736.0,352.0
alphaBCL2:alphaBFL1,2694.0,4038.0,240.0,200.0
alphaBCL2:alphaMCL1,3275.0,2692.0,265.0,140.0
alphaBCLB:alphaBFL1,6692.0,6836.0,1136.0,2037.0
alphaBCLB:alphaMCL1,8029.0,3919.0,1393.0,1254.0
alphaBFL1:alphaMCL1,5722.0,2891.0,537.0,324.0
2CDP06:2CDP06,84.0,84.0,1.0,2.0
BCDP01:BCDP01,1940.0,1940.0,1944.0,2667.0
BECM01:BECM01,4587.0,4587.0,5201.0,7137.0
Bcl-2:Bcl-2,874.0,874.0,115.0,158.0
Bcl-B:Bcl-B,534.0,534.0,2031.0,2786.0
Bcl-w:Bcl-w,223.0,223.0,179.0,245.0
Bcl-xL:Bcl-xL,108.0,108.0,74.0,101.0
Bfl-1:Bfl-1,1206.0,1206.0,577.0,792.0
FECM04:FECM04,1982.0,1982.0,123.0,169.0
Mcl1[151-321]:Mcl1[151-321],1068.0,1068.0,325.0,446.0
XCDP07:XCDP07,294.0,294.0,246.0,338.0
alphaBCL2:alphaBCL2,1133.0,1133.0,38.0,51.0
alphaBCLB:alphaBCLB,5355.0,5355.0,4649.0,6379.0
alphaBFL1:alphaBFL1,1881.0,1881.0,144.0,198.0
alphaMCL1:alphaMCL1,2346.0,2346.0,238.0,326.0
