"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"N5:N6",1937,1736,102019,47795,120816.58209141,8.68551003352671,0.359386971415424,1.99446574436816e-129,6.94913854090379e-128
"N5:N7",6874,12510,1107,1449,3748.09558583189,0.398589269352135,0.244211341561682,0.0452120483477135,0.129010241405976
"N5:N8",7233,5670,777,442,1968.48349971009,0.0111892757598721,0.182997129220713,0.945795640291766,0.977276937003956
"N5:P5A",8702,9520,810,3111,4993.87093030688,0.304126173158814,0.379092818854438,0.14051133894819,0.292127917861449
"N5:P6A",6925,4045,330383,178054,413566.682670561,8.97996719717548,0.0447340950171574,0,0
"N5:P7A",4275,6526,559,1561,2762.81044608841,0.605058688426995,0.282811587217032,0.00451110818760244,0.0204069744145796
"N5:P8A",8017,6325,605,615,2118.58726888635,-0.0693129848865802,0.176369130260889,0.664727724881791,0.78720886202459
"N1:N5",2183,1772,339,268,805.278125516554,0.62357181091359,0.182485960133037,0.000135908405418506,0.000927539839041759
"N2:N5",8765,10890,1053,891,3157.46847414032,0.091366649102792,0.222358716557118,0.628041505676414,0.764271096981225
"AN3:N5",10896,19968,906,1707,4765.34723291392,-0.0818958655457364,0.203041701983387,0.644738679083439,0.777583976231401
"AN35:N5",6175,10444,484,1662,3272.08168494693,0.162797516447613,0.287936637194037,0.440812101776024,0.604573706016139
"AN4:N5",7249,5882,86741,68516,130315.93343252,7.01889584646381,0.146721561078882,0,0
"BN3:N5",5167,13710,341,957,2704.83352952503,-0.366196459040574,0.148268343963172,0.00820392207111439,0.0329151297641074
"BN35:N5",7439,35243,7365,3505,12308.262084973,0.339916397267837,0.565438604087693,0.0847492063099902,0.205200845194505
"BN4:N5",8018,15576,11401,97652,104214.886494219,4.9870856465354,0.662138170763933,3.6992988800819e-14,6.27932271439543e-13
"N5:PUMA_M144A_A139G",4691,9771,489,905,2389.45590994579,0.0981654556559768,0.147435336195775,0.476700126397061,0.633685710190471
