"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"A_HT_DHD_100_swap:A_HT_DHD_10_swap",117,95,13,11,36.0894896958428,-0.178856865104546,0.446508296712977,0.500993635427619,0.691856638749063
"A_HT_DHD_100_swap:A_HT_DHD_11_swap",647,529,42,36,165.748928874718,-0.842699771208527,0.403365537411383,0.00341125970571232,0.0245888958666436
"A_HT_DHD_100_swap:A_HT_DHD_12_swap",364,298,11,9,78.2848494241046,-1.98940528466573,0.79557300187859,9.59011563937532e-05,0.00107523763646549
"A_HT_DHD_100_swap:A_HT_DHD_13_swap",167,136,6,5,36.9847359105836,-1.11781030536662,0.882336063474133,0.00808820200855276,0.0486347123632598
"A_HT_DHD_100_swap:A_HT_DHD_14_swap",303,248,5,4,60.3711150022401,-3.05104921719666,0.867633086454667,1.49658774179726e-05,0.000192491034671379
"A_HT_DHD_100_swap:A_HT_DHD_15_swap",306,250,8,6,63.9464537165231,-2.27109917542534,0.882965997004867,9.75020230694123e-05,0.00109113544484667
"A_HT_DHD_100_swap:A_HT_DHD_16_swap",410,335,59,50,142.299621659428,-0.0688874555205037,0.332004455757074,0.784842715422905,0.88520196403872
"A_HT_DHD_100_swap:A_HT_DHD_17_swap",245,200,467,399,586.926695671589,3.58446343312613,0.362639549958955,3.01394502423934e-23,1.13961512414146e-21
"A_HT_DHD_100_swap:A_HT_DHD_18_swap",62,50,372,314,440.690600424827,5.22344260164996,0.367921589710971,3.80249379952247e-46,2.8351156113377e-44
"A_HT_DHD_100_swap:A_HT_DHD_19_swap",272,222,1,0,49.6346615231763,-5.38074645117748,1.59425313016814,4.39200234308613e-05,0.000527903193469481
"A_HT_DHD_100_swap:A_HT_DHD_1_swap",209,171,32,27,74.7058131915497,-0.0161328122246088,0.378854050589768,0.950913109107966,0.975458237094961
"A_HT_DHD_100_swap:A_HT_DHD_20_swap",320,262,33,28,96.0472517358229,-0.3154438993429,0.378675314925103,0.237640269442457,0.453371116954068
"A_HT_DHD_100_swap:A_HT_DHD_21_swap",247,202,9,7,54.5830427173207,-1.40960779569882,0.847969379227895,0.00174046654103964,0.0139864571245082
"A_HT_DHD_100_swap:A_HT_DHD_22_swap",542,443,25,21,126.671891267506,-1.30145062279751,0.561814966258574,0.000269700769901905,0.00275108622021785
"A_HT_DHD_100_swap:A_HT_DHD_23_swap",501,410,955,819,1202.54254668409,3.54521562947995,0.545907446076077,4.15853940318471e-11,8.40835522208339e-10
"A_HT_DHD_100_swap:A_HT_DHD_24_swap",185,151,101,86,150.54942922275,1.48350025437015,0.501598797110536,1.81825730927685e-05,0.000231493069061027
"A_HT_DHD_100_swap:A_HT_DHD_25_swap",268,219,561,480,700.833420113118,3.71414229736859,0.388694967361886,7.46958786555488e-22,2.64809653617049e-20
"A_HT_DHD_100_swap:A_HT_DHD_26_swap",93,76,1,0,17.3440584233794,-2.77159369258674,2.15659313309253,0.00434795409834601,0.0296987795111473
"A_HT_DHD_100_swap:A_HT_DHD_27_swap",294,240,4,3,57.4082219786972,-3.37932304925259,0.891691250817962,9.57824061174253e-06,0.00012710080242245
"A_HT_DHD_100_swap:A_HT_DHD_28_swap",460,376,151,129,258.542059375641,0.779114114914788,0.331260276028663,0.00271659406009207,0.0203565382159977
"A_HT_DHD_100_swap:A_HT_DHD_29_swap",941,770,12653,10854,14905.403691556,6.38908481844502,0.337032064291931,9.94024709213619e-81,1.63561624393984e-78
"A_HT_DHD_100_swap:A_HT_DHD_2_swap",323,264,12,10,72.0929455375451,-1.47165072585932,0.765142492663325,0.000714401205449097,0.00646978920328836
"A_HT_DHD_100_swap:A_HT_DHD_30_swap",367,300,12,10,80.0426927255832,-1.80541747573506,0.778530264343457,0.000163996643121955,0.00174990872461839
"A_HT_DHD_100_swap:A_HT_DHD_31_swap",355,290,510,436,656.959133687363,3.17681267705947,0.376067777401789,1.63332446859001e-17,4.73505328020522e-16
"A_HT_DHD_100_swap:A_HT_DHD_32_swap",130,106,32,27,60.392072371795,0.304144838332118,0.410248299290673,0.262193835869279,0.478372924218485
"A_HT_DHD_100_swap:A_HT_DHD_33_swap",167,177,17,94,111.227660050992,0.203579013970526,0.465169260749303,0.444274948446605,0.645984276615733
"A_HT_DHD_100_swap:A_HT_DHD_34_swap",108,88,345,294,419.85858656408,4.32459621636474,0.352173603291647,6.17691457564752e-35,3.52571781962618e-33
"A_HT_DHD_100_swap:A_HT_DHD_35_swap",160,131,9,7,38.8843899615886,-0.658997269481723,0.611657293946958,0.0402900943621044,0.153241090608234
"A_HT_DHD_100_swap:A_HT_DHD_36_swap",661,541,44,37,170.156385945564,-0.83070684835184,0.396515083328949,0.0035933727333648,0.0256459108720762
"A_HT_DHD_100_swap:A_HT_DHD_37_swap",156,127,5,4,33.7310701597401,-1.26984094697458,0.990539718303859,0.00630143603276687,0.03995375028057
"A_HT_DHD_100_swap:A_HT_DHD_38_swap",180,147,12,10,46.2562671764214,-0.53654063178672,0.516739048524746,0.0710311793663467,0.21926936324255
"A_HT_DHD_100_swap:A_HT_DHD_39_swap",203,166,42,36,85.5590010263489,0.209961637207733,0.374512906646737,0.426203184477375,0.631130944541068
"A_HT_DHD_100_swap:A_HT_DHD_3_swap",407,333,1362,1168,1659.43627260767,4.326799466674,0.598346377091807,2.44707157349141e-13,5.64103194897889e-12
"A_HT_DHD_100_swap:A_HT_DHD_40_swap",164,134,20,17,52.7904019268872,-0.150831365804671,0.41160306313974,0.57024397213424,0.744310228268399
"A_HT_DHD_100_swap:A_HT_DHD_41_swap",53,43,69,58,89.0407111154034,2.98785262915537,0.532554162796181,3.96497276304149e-09,7.09679558540187e-08
"A_HT_DHD_100_swap:A_HT_DHD_42_swap",162,132,25,21,58.0049009605053,-0.00996115665796636,0.397137616043961,0.969826176699951,0.984830837689692
"A_HT_DHD_100_swap:A_HT_DHD_43_swap",130,106,384,328,469.641576883306,4.21368499486887,0.352612940930151,3.55901745017334e-33,1.89965542155897e-31
"A_HT_DHD_100_swap:A_HT_DHD_44_swap",93,76,17,14,36.1737966949955,0.0760279811274445,0.433198745158458,0.772411680213571,0.87794627593805
"A_HT_DHD_100_swap:A_HT_DHD_45_swap",457,374,16,13,100.69382366282,-1.80653139960472,0.695166534524653,6.08694327965418e-05,0.000710858442042433
"A_HT_DHD_100_swap:A_HT_DHD_46_swap",237,194,11,9,55.3289054483231,-0.974233375357598,0.677433151280588,0.00743379040917086,0.0454310464580962
"A_HT_DHD_100_swap:A_HT_DHD_47_swap",40,32,3,2,10.2301050733003,-0.270585750906785,0.631269147125156,0.31831251385599,0.534216972385237
"A_HT_DHD_100_swap:A_HT_DHD_48_swap",214,175,18,15,59.3018304159342,-0.41417337613851,0.44146327960603,0.139015635007819,0.331290737658213
"A_HT_DHD_100_swap:A_HT_DHD_49_swap",247,202,6,5,51.4993183506823,-2.15801791953682,0.995105182339561,0.000318195322252447,0.00316854014758812
"A_HT_DHD_100_swap:A_HT_DHD_4_swap",318,260,70,60,138.921227312673,0.296899155733747,0.341712125862137,0.248827662122055,0.465629740436872
"A_HT_DHD_100_swap:A_HT_DHD_50_swap",608,497,57,48,175.541026097932,-0.467511479480578,0.342026163077731,0.0724531545083049,0.222135673787413
"A_HT_DHD_100_swap:A_HT_DHD_51_swap",130,106,71,60,105.485226602138,1.3690921473805,0.562340531136518,0.000154321122359222,0.00165928240575425
"A_HT_DHD_100_swap:A_HT_DHD_52_swap",317,259,30,25,91.6460400132889,-0.384605016920104,0.391408947219032,0.156739211287049,0.35601844432654
"A_HT_DHD_100_swap:A_HT_DHD_53_swap",110,90,11,9,32.3729614725416,-0.236556450658578,0.466103689305094,0.378264363129814,0.589561630514386
