PPI,trp1,his1
DBD:alphaBFL1:AD:FECM04,3926.0,310.0
DBD:alphaMCL1:AD:FECM04,2434.0,193.0
DBD:XCDP07:AD:Mcl1[151-321],1557.0,3882.0
DBD:alphaBCL2:AD:Mcl1[151-321],2720.0,158.0
DBD:alphaBCLB:AD:Mcl1[151-321],7364.0,855.0
DBD:alphaBFL1:AD:Mcl1[151-321],4282.0,447.0
DBD:alphaMCL1:AD:Mcl1[151-321],2160.0,5383.0
DBD:alphaBCL2:AD:XCDP07,710.0,84.0
DBD:alphaBCLB:AD:XCDP07,1733.0,793.0
DBD:alphaBFL1:AD:XCDP07,1242.0,247.0
DBD:alphaMCL1:AD:XCDP07,820.0,340.0
DBD:alphaBCLB:AD:alphaBCL2,5524.0,352.0
DBD:alphaBFL1:AD:alphaBCL2,4038.0,200.0
DBD:alphaMCL1:AD:alphaBCL2,2692.0,140.0
DBD:alphaBFL1:AD:alphaBCLB,6836.0,2037.0
DBD:alphaMCL1:AD:alphaBCLB,3919.0,1254.0
DBD:alphaMCL1:AD:alphaBFL1,2891.0,324.0
