,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
1001__mALb8x1_fdrtc_B:1004__mALb8x2_rprtc_A,4582.0,3368.0,2218.0,3333.0
1001__mALb8x1_fdrtc_B:1004__mALb8x2_rprtc_B,2357.0,2141.0,8486.0,8456.0
1001__mALb8x1_fdrtc_B:1005__mALb8x12_fdrtc_A,1448.0,1553.0,31290.0,38206.0
1001__mALb8x1_fdrtc_B:1005__mALb8x12_fdrtc_B,2227.0,2023.0,243.0,243.0
1001__mALb8x1_fdrtc_B:1006__mALb8x12_rprtc_A,1234.0,2006.0,3238.0,3824.0
1001__mALb8x1_fdrtc_B:1006__mALb8x12_rprtc_B,267.0,1067.0,28.0,108.0
1001__mALb8x1_fdrtc_B:1007__mALb8x12j_fdrtc_A,1604.0,1271.0,6190.0,1836.0
1001__mALb8x1_fdrtc_B:1007__mALb8x12j_fdrtc_B,1809.0,1643.0,317.0,316.0
1001__mALb8x1_fdrtc_B:1008__mALb8x12j_rprtc_A,1982.0,2141.0,242.0,311.0
1001__mALb8x1_fdrtc_B:1008__mALb8x12j_rprtc_B,3718.0,3377.0,1499.0,1494.0
1001__mALb8x1_fdrtc_B:1009__IL8_2H_A,676.0,1460.0,321.0,222.0
1001__mALb8x1_fdrtc_B:1009__IL8_2H_B,2103.0,2604.0,477.0,1147.0
1001__mALb8x1_fdrtc_B:1010__IL9_2H_A,3098.0,3324.0,890.0,695.0
1001__mALb8x1_fdrtc_B:1010__IL9_2H_B,2668.0,2124.0,247.0,462.0
1001__mALb8x1_fdrtc_B:1011__IL14_2H_A,4596.0,1554.0,610.0,341.0
1001__mALb8x1_fdrtc_B:1011__IL14_2H_B,2933.0,2356.0,611.0,343.0
1001__mALb8x1_fdrtc_B:1012__IL8_2Hx1_A,1490.0,1776.0,286.0,398.0
1001__mALb8x1_fdrtc_B:1012__IL8_2Hx1_B,2357.0,2525.0,885.0,500.0
1001__mALb8x1_fdrtc_B:1013__IL9_2Hx1_A,2479.0,2566.0,392.0,555.0
1001__mALb8x1_fdrtc_B:1013__IL9_2Hx1_B,4131.0,1495.0,1026.0,391.0
1001__mALb8x1_fdrtc_B:1014__IL9_2Hx2_A,2314.0,1742.0,268.0,371.0
1001__mALb8x1_fdrtc_B:1014__IL9_2Hx2_B,330.0,1463.0,26.0,189.0
1001__mALb8x1_fdrtc_B:1015__IL9_2Hx12j_A,7489.0,2165.0,1103.0,335.0
1001__mALb8x1_fdrtc_B:1015__IL9_2Hx12j_B,2691.0,2705.0,2127.0,425.0
1001__mALb8x1_fdrtc_B:1016__IL14_2Hx1_A,4884.0,1530.0,1073.0,188.0
1001__mALb8x1_fdrtc_B:1016__IL14_2Hx1_B,2071.0,1166.0,479.0,125.0
1001__mALb8x1_fdrtc_B:1017__IL14_2Hx2_A,2714.0,1480.0,664.0,440.0
1001__mALb8x1_fdrtc_B:1017__IL14_2Hx2_B,1897.0,1371.0,465.0,289.0
1001__mALb8x1_fdrtc_B:1018__BW1_2H_A,1591.0,1148.0,314.0,288.0
1001__mALb8x1_fdrtc_B:1018__BW1_2H_B,1975.0,1008.0,277.0,229.0
1001__mALb8x1_fdrtc_B:1019__BW2_2H_A,2297.0,1891.0,823.0,357.0
1001__mALb8x1_fdrtc_B:1019__BW2_2H_B,3463.0,3254.0,286.0,735.0
1001__mALb8x1_fdrtc_B:1020__BW3_2H_A,1777.0,1800.0,445.0,1289.0
1001__mALb8x1_fdrtc_B:1020__BW3_2H_B,1768.0,2592.0,247.0,527.0
1001__mALb8x1_fdrtc_B:1021__BW5_2H_A,2731.0,8740.0,29594.0,5359.0
1001__mALb8x1_fdrtc_B:1021__BW5_2H_B,3332.0,1896.0,345.0,277.0
1001__mALb8x1_fdrtc_B:1022__BW8_2H_A,3378.0,2274.0,364.0,378.0
1001__mALb8x1_fdrtc_B:1022__BW8_2H_B,2707.0,1079.0,308.0,392.0
1001__mALb8x1_fdrtc_B:1023__BW9_2H_A,3262.0,2098.0,615.0,457.0
1001__mALb8x1_fdrtc_B:1023__BW9_2H_B,2681.0,1800.0,955.0,398.0
1001__mALb8x1_fdrtc_B:1024__BW11_2H_A,2670.0,1523.0,279.0,230.0
1001__mALb8x1_fdrtc_B:1024__BW11_2H_B,562.0,1333.0,6184.0,19789.0
1001__mALb8x1_fdrtc_B:1025__BW5_2Hx1_A,2835.0,4473.0,8424.0,571.0
1001__mALb8x1_fdrtc_B:1025__BW5_2Hx1_B,5054.0,849.0,721.0,125.0
1001__mALb8x1_fdrtc_B:1026__BW5_2Hx2_A,1780.0,2789.0,26216.0,14204.0
1001__mALb8x1_fdrtc_B:1026__BW5_2Hx2_B,2439.0,2180.0,472.0,511.0
1001__mALb8x1_fdrtc_B:1027__BW5_2Hx12j_A,3412.0,3295.0,94414.0,18472.0
1001__mALb8x1_fdrtc_B:1027__BW5_2Hx12j_B,1185.0,1750.0,10146.0,658.0
1001__mALb8x1_fdrtc_B:1028__BW8_2Hx1_A,1288.0,1110.0,173.0,138.0
1001__mALb8x1_fdrtc_B:1028__BW8_2Hx1_B,2606.0,1665.0,729.0,430.0
1001__mALb8x1_fdrtc_B:1029__BW8_2Hx2_A,3765.0,1798.0,638.0,238.0
1001__mALb8x1_fdrtc_B:1029__BW8_2Hx2_B,2251.0,2093.0,343.0,914.0
1001__mALb8x1_fdrtc_B:1030__BW8_2Hx12j_A,1871.0,1337.0,246.0,436.0
1001__mALb8x1_fdrtc_B:1030__BW8_2Hx12j_B,2343.0,1396.0,29656.0,286.0
1001__mALb8x1_fdrtc_B:1031__BW11_2Hx1_A,1261.0,743.0,464.0,75.0
1001__mALb8x1_fdrtc_B:1031__BW11_2Hx1_B,196.0,410.0,102.0,5292.0
1001__mALb8x1_fdrtc_B:1032__BW11_2Hx2_A,14.0,1356.0,0.0,210.0
1001__mALb8x1_fdrtc_B:1032__BW11_2Hx2_B,1691.0,1434.0,36870.0,4678.0
1001__mALb8x1_fdrtc_B:1033__BW11_2Hx12j_A,293.0,1722.0,500.0,2143.0
1001__mALb8x1_fdrtc_B:1033__BW11_2Hx12j_B,2684.0,1915.0,63662.0,11730.0
1001__mALb8x1_fdrtc_B:1034__BW1_2Hx1_A,2479.0,2608.0,619.0,620.0
1001__mALb8x1_fdrtc_B:1034__BW1_2Hx1_B,1586.0,1765.0,303.0,387.0
1001__mALb8x1_fdrtc_B:1035__BW2_2Hx1_A,3257.0,2446.0,513.0,368.0
1001__mALb8x1_fdrtc_B:1035__BW2_2Hx1_B,3049.0,3007.0,459.0,979.0
1001__mALb8x1_fdrtc_B:1036__BW3_2Hx1_A,2998.0,3040.0,461.0,560.0
1001__mALb8x1_fdrtc_B:1036__BW3_2Hx1_B,861.0,2365.0,937.0,518.0
1001__mALb8x1_fdrtc_B:1037__BW9_2Hx1_A,2821.0,969.0,688.0,187.0
1001__mALb8x1_fdrtc_B:1037__BW9_2Hx1_B,790.0,1877.0,182.0,551.0
1001__mALb8x1_fdrtc_B:Jerala_P1,448.0,356.0,14.0,44.0
1001__mALb8x1_fdrtc_B:Jerala_P2,2032.0,205.0,195.0,6.0
1001__mALb8x1_fdrtc_B:Jerala_P3,743.0,376.0,92.0,108.0
1001__mALb8x1_fdrtc_B:Jerala_P4,2003.0,26.0,169.0,2.0
1001__mALb8x1_fdrtc_B:Jerala_P5,2500.0,245.0,184.0,57.0
1001__mALb8x1_fdrtc_B:Jerala_P6,1235.0,149.0,218.0,32.0
1001__mALb8x1_fdrtc_B:Jerala_P7,395.0,608.0,19.0,146.0
1001__mALb8x1_fdrtc_B:Jerala_P8,1327.0,130.0,107.0,8.0
1001__mALb8x1_fdrtc_B:Jerala_P9,2143.0,620.0,152.0,41.0
1001__mALb8x1_fdrtc_B:Jerala_P10,1861.0,570.0,242.0,230.0
1001__mALb8x1_fdrtc_B:Jerala_P11,950.0,863.0,9952.0,1.0
1001__mALb8x1_fdrtc_B:Jerala_P12,1207.0,211.0,192.0,300.0
1002__mALb8x1_rprtc_A:1002__mALb8x1_rprtc_B,2526.0,1975.0,53223.0,36450.0
1002__mALb8x1_rprtc_A:1003__mALb8x2_fdrtc_A,1041.0,1877.0,503.0,280.0
1002__mALb8x1_rprtc_A:1003__mALb8x2_fdrtc_B,1127.0,1024.0,108.0,108.0
1002__mALb8x1_rprtc_A:1004__mALb8x2_rprtc_A,2963.0,2782.0,543.0,482.0
1002__mALb8x1_rprtc_A:1004__mALb8x2_rprtc_B,1048.0,952.0,2386.0,2378.0
1002__mALb8x1_rprtc_A:1005__mALb8x12_fdrtc_A,1806.0,1741.0,409.0,284.0
1002__mALb8x1_rprtc_A:1005__mALb8x12_fdrtc_B,2367.0,2150.0,239.0,239.0
1002__mALb8x1_rprtc_A:1006__mALb8x12_rprtc_A,2343.0,2218.0,443.0,322.0
1002__mALb8x1_rprtc_A:1006__mALb8x12_rprtc_B,417.0,437.0,1893.0,8674.0
1002__mALb8x1_rprtc_A:1007__mALb8x12j_fdrtc_A,901.0,634.0,180.0,273.0
1002__mALb8x1_rprtc_A:1007__mALb8x12j_fdrtc_B,1064.0,967.0,146.0,146.0
1002__mALb8x1_rprtc_A:1008__mALb8x12j_rprtc_A,2034.0,1120.0,225.0,102.0
1002__mALb8x1_rprtc_A:1008__mALb8x12j_rprtc_B,1014.0,921.0,19502.0,19431.0
1002__mALb8x1_rprtc_A:1009__IL8_2H_A,433.0,1469.0,207.0,266.0
1002__mALb8x1_rprtc_A:1009__IL8_2H_B,2193.0,1701.0,360.0,228.0
1002__mALb8x1_rprtc_A:1010__IL9_2H_A,1607.0,1184.0,162.0,279.0
1002__mALb8x1_rprtc_A:1010__IL9_2H_B,2134.0,1336.0,320.0,207.0
1002__mALb8x1_rprtc_A:1011__IL14_2H_A,5350.0,1051.0,669.0,1204.0
1002__mALb8x1_rprtc_A:1011__IL14_2H_B,1374.0,1588.0,337.0,218.0
1002__mALb8x1_rprtc_A:1012__IL8_2Hx1_A,471.0,1143.0,122.0,227.0
1002__mALb8x1_rprtc_A:1012__IL8_2Hx1_B,1086.0,803.0,240.0,178.0
1002__mALb8x1_rprtc_A:1013__IL9_2Hx1_A,1621.0,2256.0,542.0,209.0
1002__mALb8x1_rprtc_A:1013__IL9_2Hx1_B,2264.0,1175.0,2330.0,225.0
1002__mALb8x1_rprtc_A:1014__IL9_2Hx2_A,1336.0,779.0,349.0,156.0
1002__mALb8x1_rprtc_A:1014__IL9_2Hx2_B,287.0,993.0,10.0,183.0
1002__mALb8x1_rprtc_A:1015__IL9_2Hx12j_A,2654.0,1119.0,467.0,282.0
1002__mALb8x1_rprtc_A:1015__IL9_2Hx12j_B,3055.0,963.0,379.0,1369.0
1002__mALb8x1_rprtc_A:1016__IL14_2Hx1_A,2393.0,1165.0,427.0,159.0
1002__mALb8x1_rprtc_A:1016__IL14_2Hx1_B,965.0,914.0,240.0,131.0
1002__mALb8x1_rprtc_A:1017__IL14_2Hx2_A,1396.0,2060.0,322.0,343.0
1002__mALb8x1_rprtc_A:1017__IL14_2Hx2_B,1400.0,783.0,227.0,93.0
1002__mALb8x1_rprtc_A:1018__BW1_2H_A,666.0,1115.0,53.0,205.0
1002__mALb8x1_rprtc_A:1018__BW1_2H_B,1526.0,695.0,253.0,113.0
1002__mALb8x1_rprtc_A:1019__BW2_2H_A,2548.0,2203.0,412.0,341.0
1002__mALb8x1_rprtc_A:1019__BW2_2H_B,3089.0,1609.0,223.0,367.0
1002__mALb8x1_rprtc_A:1020__BW3_2H_A,1958.0,1569.0,1020.0,336.0
1002__mALb8x1_rprtc_A:1020__BW3_2H_B,1991.0,855.0,683.0,127.0
1002__mALb8x1_rprtc_A:1021__BW5_2H_A,4813.0,3152.0,1088.0,556.0
1002__mALb8x1_rprtc_A:1021__BW5_2H_B,1245.0,597.0,186.0,103.0
1002__mALb8x1_rprtc_A:1022__BW8_2H_A,4258.0,734.0,451.0,154.0
1002__mALb8x1_rprtc_A:1022__BW8_2H_B,1449.0,991.0,206.0,196.0
1002__mALb8x1_rprtc_A:1023__BW9_2H_A,2911.0,894.0,590.0,168.0
1002__mALb8x1_rprtc_A:1023__BW9_2H_B,1518.0,1273.0,256.0,172.0
1002__mALb8x1_rprtc_A:1024__BW11_2H_A,2988.0,907.0,570.0,168.0
1002__mALb8x1_rprtc_A:1024__BW11_2H_B,1577.0,2883.0,388.0,403.0
1002__mALb8x1_rprtc_A:1025__BW5_2Hx1_A,2074.0,3051.0,430.0,1979.0
1002__mALb8x1_rprtc_A:1025__BW5_2Hx1_B,3648.0,1847.0,664.0,170.0
1002__mALb8x1_rprtc_A:1026__BW5_2Hx2_A,2677.0,1465.0,563.0,251.0
1002__mALb8x1_rprtc_A:1026__BW5_2Hx2_B,2156.0,1300.0,322.0,1224.0
1002__mALb8x1_rprtc_A:1027__BW5_2Hx12j_A,2050.0,2128.0,654.0,561.0
1002__mALb8x1_rprtc_A:1027__BW5_2Hx12j_B,617.0,1214.0,133.0,247.0
1002__mALb8x1_rprtc_A:1028__BW8_2Hx1_A,1637.0,969.0,143.0,61.0
1002__mALb8x1_rprtc_A:1028__BW8_2Hx1_B,1035.0,1171.0,214.0,346.0
1002__mALb8x1_rprtc_A:1029__BW8_2Hx2_A,3006.0,1139.0,2913.0,185.0
1002__mALb8x1_rprtc_A:1029__BW8_2Hx2_B,1814.0,886.0,445.0,180.0
1002__mALb8x1_rprtc_A:1030__BW8_2Hx12j_A,2091.0,626.0,382.0,180.0
1002__mALb8x1_rprtc_A:1030__BW8_2Hx12j_B,1634.0,1373.0,345.0,157.0
1002__mALb8x1_rprtc_A:1031__BW11_2Hx1_A,374.0,399.0,1085.0,51.0
1002__mALb8x1_rprtc_A:1031__BW11_2Hx1_B,830.0,927.0,297.0,323.0
1002__mALb8x1_rprtc_A:1032__BW11_2Hx2_A,8.0,1027.0,0.0,1266.0
1002__mALb8x1_rprtc_A:1032__BW11_2Hx2_B,1407.0,2657.0,225.0,442.0
1002__mALb8x1_rprtc_A:1033__BW11_2Hx12j_A,189.0,842.0,29.0,114.0
1002__mALb8x1_rprtc_A:1033__BW11_2Hx12j_B,2077.0,1043.0,269.0,275.0
1002__mALb8x1_rprtc_A:1034__BW1_2Hx1_A,1818.0,2397.0,400.0,492.0
1002__mALb8x1_rprtc_A:1034__BW1_2Hx1_B,821.0,946.0,219.0,255.0
1002__mALb8x1_rprtc_A:1035__BW2_2Hx1_A,964.0,1250.0,153.0,110.0
1002__mALb8x1_rprtc_A:1035__BW2_2Hx1_B,1155.0,1328.0,241.0,247.0
1002__mALb8x1_rprtc_A:1036__BW3_2Hx1_A,1466.0,1985.0,285.0,507.0
1002__mALb8x1_rprtc_A:1036__BW3_2Hx1_B,867.0,1486.0,169.0,494.0
1002__mALb8x1_rprtc_A:1037__BW9_2Hx1_A,2243.0,1632.0,478.0,337.0
1002__mALb8x1_rprtc_A:1037__BW9_2Hx1_B,899.0,1465.0,156.0,311.0
1002__mALb8x1_rprtc_A:Jerala_P1,400.0,144.0,17.0,14.0
1002__mALb8x1_rprtc_A:Jerala_P2,235.0,2.0,22.0,2.0
1002__mALb8x1_rprtc_A:Jerala_P3,569.0,85.0,61.0,4.0
1002__mALb8x1_rprtc_A:Jerala_P4,771.0,305.0,39.0,97.0
1002__mALb8x1_rprtc_A:Jerala_P5,358.0,167.0,26.0,26.0
1002__mALb8x1_rprtc_A:Jerala_P6,275.0,264.0,19.0,59.0
1002__mALb8x1_rprtc_A:Jerala_P7,869.0,106.0,78.0,21.0
1002__mALb8x1_rprtc_A:Jerala_P8,1510.0,397.0,85.0,32.0
1002__mALb8x1_rprtc_A:Jerala_P9,825.0,267.0,25.0,50.0
1002__mALb8x1_rprtc_A:Jerala_P10,1810.0,1094.0,146.0,113.0
1002__mALb8x1_rprtc_A:Jerala_P11,1458.0,1324.0,174.0,174.0
1002__mALb8x1_rprtc_A:Jerala_P12,606.0,108.0,106.0,29.0
1002__mALb8x1_rprtc_B:1003__mALb8x2_fdrtc_A,1374.0,4263.0,241.0,5175.0
1002__mALb8x1_rprtc_B:1003__mALb8x2_fdrtc_B,1881.0,1709.0,589.0,588.0
1002__mALb8x1_rprtc_B:1004__mALb8x2_rprtc_A,4592.0,4052.0,1047.0,6630.0
1002__mALb8x1_rprtc_B:1004__mALb8x2_rprtc_B,3703.0,3363.0,557.0,555.0
1002__mALb8x1_rprtc_B:1005__mALb8x12_fdrtc_A,4356.0,2071.0,76998.0,38195.0
1002__mALb8x1_rprtc_B:1005__mALb8x12_fdrtc_B,3805.0,3456.0,723.0,721.0
1002__mALb8x1_rprtc_B:1006__mALb8x12_rprtc_A,2252.0,2323.0,8308.0,1660.0
1002__mALb8x1_rprtc_B:1006__mALb8x12_rprtc_B,581.0,1991.0,38.0,105.0
1002__mALb8x1_rprtc_B:1007__mALb8x12j_fdrtc_A,1907.0,1805.0,3662.0,615.0
1002__mALb8x1_rprtc_B:1007__mALb8x12j_fdrtc_B,2256.0,2049.0,536.0,535.0
1002__mALb8x1_rprtc_B:1008__mALb8x12j_rprtc_A,2766.0,2464.0,730.0,600.0
1002__mALb8x1_rprtc_B:1008__mALb8x12j_rprtc_B,5435.0,4936.0,2290.0,2282.0
1002__mALb8x1_rprtc_B:1009__IL8_2H_A,556.0,2440.0,74.0,411.0
1002__mALb8x1_rprtc_B:1009__IL8_2H_B,1695.0,4403.0,1447.0,571.0
1002__mALb8x1_rprtc_B:1010__IL9_2H_A,5971.0,2873.0,552.0,582.0
1002__mALb8x1_rprtc_B:1010__IL9_2H_B,3669.0,2985.0,1579.0,804.0
1002__mALb8x1_rprtc_B:1011__IL14_2H_A,5503.0,920.0,4428.0,88.0
1002__mALb8x1_rprtc_B:1011__IL14_2H_B,2941.0,1745.0,623.0,276.0
1002__mALb8x1_rprtc_B:1012__IL8_2Hx1_A,923.0,3493.0,133.0,566.0
1002__mALb8x1_rprtc_B:1012__IL8_2Hx1_B,2173.0,2848.0,328.0,3181.0
1002__mALb8x1_rprtc_B:1013__IL9_2Hx1_A,2971.0,2895.0,818.0,430.0
1002__mALb8x1_rprtc_B:1013__IL9_2Hx1_B,4097.0,3104.0,1795.0,509.0
1002__mALb8x1_rprtc_B:1014__IL9_2Hx2_A,2699.0,1397.0,474.0,269.0
1002__mALb8x1_rprtc_B:1014__IL9_2Hx2_B,401.0,1983.0,37.0,229.0
1002__mALb8x1_rprtc_B:1015__IL9_2Hx12j_A,6096.0,4057.0,1682.0,617.0
1002__mALb8x1_rprtc_B:1015__IL9_2Hx12j_B,5740.0,2854.0,4718.0,474.0
1002__mALb8x1_rprtc_B:1016__IL14_2Hx1_A,5552.0,1564.0,1554.0,344.0
1002__mALb8x1_rprtc_B:1016__IL14_2Hx1_B,1356.0,2176.0,464.0,274.0
1002__mALb8x1_rprtc_B:1017__IL14_2Hx2_A,3860.0,3054.0,1422.0,510.0
1002__mALb8x1_rprtc_B:1017__IL14_2Hx2_B,3625.0,1158.0,1344.0,134.0
