,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
Jerala_P1:Jerala_P2,1523.0,1811.0,53793.0,51509.0
Jerala_P1:Jerala_P3,4103.0,3445.0,210.0,194.0
Jerala_P1:Jerala_P4,2693.0,3790.0,167.0,209.0
Jerala_P1:Jerala_P5,5479.0,3504.0,289.0,184.0
Jerala_P1:Jerala_P6,3346.0,2680.0,184.0,152.0
Jerala_P1:Jerala_P7,2158.0,1340.0,3621.0,72.0
Jerala_P1:Jerala_P8,3075.0,4876.0,158.0,313.0
Jerala_P1:Jerala_P9,3525.0,1977.0,167.0,126.0
Jerala_P1:Jerala_P10,5302.0,5098.0,289.0,337.0
Jerala_P1:Jerala_P11,2414.0,2447.0,114.0,188.0
Jerala_P1:Jerala_P12,2235.0,834.0,136.0,50.0
Jerala_P2:Jerala_P3,2610.0,4677.0,141.0,1749.0
Jerala_P2:Jerala_P4,2812.0,1817.0,175.0,102.0
Jerala_P2:Jerala_P5,5276.0,3895.0,356.0,255.0
Jerala_P2:Jerala_P6,4938.0,2270.0,290.0,149.0
Jerala_P2:Jerala_P7,4089.0,2149.0,289.0,119.0
Jerala_P2:Jerala_P8,2798.0,3787.0,180.0,315.0
Jerala_P2:Jerala_P9,1772.0,2000.0,128.0,106.0
Jerala_P10:Jerala_P2,2418.0,6044.0,187.0,422.0
Jerala_P11:Jerala_P2,1720.0,1686.0,94.0,171.0
Jerala_P12:Jerala_P2,3162.0,3205.0,175.0,200.0
Jerala_P3:Jerala_P4,1106.0,1087.0,11380.0,70559.0
Jerala_P3:Jerala_P5,1660.0,2417.0,106.0,147.0
Jerala_P3:Jerala_P6,1552.0,1166.0,95.0,75.0
Jerala_P3:Jerala_P7,1893.0,1483.0,537.0,92.0
Jerala_P3:Jerala_P8,2795.0,1757.0,1792.0,89.0
Jerala_P3:Jerala_P9,1690.0,3530.0,97.0,163.0
Jerala_P10:Jerala_P3,3994.0,4536.0,236.0,309.0
Jerala_P11:Jerala_P3,912.0,3184.0,54.0,572.0
Jerala_P12:Jerala_P3,1037.0,1265.0,77.0,75.0
Jerala_P4:Jerala_P5,4110.0,1255.0,229.0,77.0
Jerala_P4:Jerala_P6,1570.0,1061.0,97.0,66.0
Jerala_P4:Jerala_P7,2778.0,1347.0,670.0,88.0
Jerala_P4:Jerala_P8,2830.0,2412.0,174.0,169.0
Jerala_P4:Jerala_P9,1438.0,1269.0,96.0,67.0
Jerala_P10:Jerala_P4,4222.0,3674.0,2446.0,219.0
Jerala_P11:Jerala_P4,1717.0,2329.0,128.0,351.0
Jerala_P12:Jerala_P4,1136.0,2022.0,15557.0,117.0
Jerala_P5:Jerala_P6,2184.0,1499.0,9798.0,332.0
Jerala_P5:Jerala_P7,6117.0,2053.0,342.0,107.0
Jerala_P5:Jerala_P8,2363.0,2825.0,153.0,171.0
Jerala_P5:Jerala_P9,2292.0,3753.0,143.0,4194.0
Jerala_P10:Jerala_P5,5026.0,3297.0,270.0,218.0
Jerala_P11:Jerala_P5,1664.0,3164.0,89.0,6665.0
Jerala_P12:Jerala_P5,3938.0,4485.0,221.0,274.0
Jerala_P6:Jerala_P7,1850.0,1417.0,115.0,95.0
Jerala_P6:Jerala_P8,1720.0,4016.0,117.0,254.0
Jerala_P6:Jerala_P9,1299.0,2971.0,95.0,159.0
Jerala_P10:Jerala_P6,741.0,4966.0,44.0,333.0
Jerala_P11:Jerala_P6,2009.0,3874.0,111.0,272.0
Jerala_P12:Jerala_P6,1407.0,3638.0,91.0,242.0
Jerala_P7:Jerala_P8,1392.0,2410.0,746.0,18154.0
Jerala_P7:Jerala_P9,983.0,4101.0,56.0,178.0
Jerala_P10:Jerala_P7,1790.0,1732.0,110.0,107.0
Jerala_P11:Jerala_P7,1954.0,3782.0,136.0,382.0
Jerala_P12:Jerala_P7,1444.0,5175.0,75.0,265.0
Jerala_P8:Jerala_P9,3173.0,2754.0,209.0,126.0
Jerala_P10:Jerala_P8,3672.0,11007.0,228.0,741.0
Jerala_P11:Jerala_P8,3954.0,2516.0,220.0,199.0
Jerala_P12:Jerala_P8,3632.0,2890.0,164.0,194.0
Jerala_P10:Jerala_P9,2408.0,1733.0,42353.0,70229.0
Jerala_P11:Jerala_P9,2956.0,835.0,130.0,78.0
Jerala_P12:Jerala_P9,2564.0,1442.0,229.0,241.0
Jerala_P10:Jerala_P11,4496.0,2542.0,310.0,389.0
Jerala_P10:Jerala_P12,3496.0,3535.0,227.0,5395.0
Jerala_P11:Jerala_P12,1351.0,822.0,5200.0,15002.0
Jerala_P1:Jerala_P1,5.0,5.0,11.0,16.0
Jerala_P2:Jerala_P2,23.0,23.0,5.0,8.0
Jerala_P3:Jerala_P3,1676.0,1676.0,2928.0,4410.0
Jerala_P4:Jerala_P4,5.0,5.0,4.0,5.0
Jerala_P5:Jerala_P5,1909.0,1909.0,133.0,201.0
Jerala_P6:Jerala_P6,6.0,6.0,2.0,3.0
Jerala_P7:Jerala_P7,1508.0,1508.0,79.0,119.0
Jerala_P8:Jerala_P8,6.0,6.0,2.0,3.0
Jerala_P9:Jerala_P9,6.0,6.0,10.0,15.0
Jerala_P10:Jerala_P10,4.0,4.0,5.0,8.0
Jerala_P11:Jerala_P11,198.0,198.0,61.0,92.0
Jerala_P12:Jerala_P12,1433.0,1433.0,68.0,102.0
