,count_DBDAD_trp1,count_ADDBD_trp1,count_DBDAD_his1,count_ADDBD_his1
A_ZCON_13_swap:A_ZCON_150_swap,2038.0,1410.0,138.0,56.0
A_ZCON_13_swap:A_ZCON_154_swap,2382.0,1835.0,100.0,67.0
A_ZCON_13_swap:A_ZCON_155_swap,1758.0,1818.0,197.0,111.0
A_ZCON_13_swap:A_ZCON_15_re_loop_swap,532.0,351.0,160.0,1.0
A_ZCON_13_swap:A_ZCON_162_swap,1173.0,499.0,46.0,27.0
A_ZCON_13_swap:A_ZCON_37_3_swap,512.0,555.0,6.0,19.0
A_ZCON_13_swap:A_ZCON_37_swap,1151.0,1069.0,198.0,36.0
A_ZCON_13_swap:A_ZCON_6_swap,4161.0,135.0,89.0,18.0
A_ZCON_13_swap:B_ZCON_13_swap,3046.0,165.0,2231.0,15.0
A_ZCON_13_swap:B_ZCON_150_swap,1751.0,444.0,172.0,8.0
A_ZCON_13_swap:B_ZCON_154_swap,1578.0,263.0,252.0,108.0
A_ZCON_13_swap:B_ZCON_155_swap,2.0,703.0,2.0,6.0
A_ZCON_13_swap:B_ZCON_15_re_loop_swap,1887.0,860.0,243.0,35.0
A_ZCON_13_swap:B_ZCON_162_swap,697.0,177.0,172.0,122.0
A_ZCON_13_swap:B_ZCON_37_3_swap,798.0,346.0,74.0,101.0
A_ZCON_13_swap:B_ZCON_37_swap,1155.0,900.0,24.0,19.0
A_ZCON_13_swap:B_ZCON_6_swap,1125.0,1108.0,95.0,18.0
A_ZCON_13_swap:DHDr2_00_A,1696.0,54.0,8.0,0.0
A_ZCON_13_swap:DHDr2_00_B,320.0,472.0,39.0,65.0
A_ZCON_13_swap:DHDr2_01_A,233.0,141.0,0.0,84.0
A_ZCON_13_swap:DHDr2_01_B,1207.0,613.0,36.0,3.0
A_ZCON_13_swap:DHDr2_02_A,329.0,199.0,5.0,36.0
A_ZCON_13_swap:DHDr2_02_B,674.0,117.0,7.0,31.0
A_ZCON_13_swap:DHDr2_03_A,1763.0,1270.0,221.0,85.0
A_ZCON_13_swap:DHDr2_03_B,1033.0,273.0,8403.0,16738.0
A_ZCON_13_swap:DHDr2_04_A,3195.0,311.0,193.0,28.0
A_ZCON_13_swap:DHDr2_04_B,1751.0,554.0,68.0,31.0
A_ZCON_13_swap:DHDr2_05_A,541.0,432.0,7.0,1.0
A_ZCON_13_swap:DHDr2_05_B,451.0,1901.0,20.0,267.0
A_ZCON_13_swap:DHDr2_06_A,1269.0,753.0,51.0,82.0
A_ZCON_13_swap:DHDr2_06_B,4.0,428.0,0.0,75.0
A_ZCON_13_swap:DHDr2_07_A,534.0,301.0,13.0,26.0
A_ZCON_13_swap:DHDr2_07_B,1049.0,267.0,474.0,64.0
A_ZCON_13_swap:DHDr2_08_A,2094.0,1914.0,406.0,49200.0
A_ZCON_13_swap:DHDr2_08_B,755.0,374.0,247.0,23.0
A_ZCON_13_swap:DHDr2_09_A,1207.0,1595.0,2.0,281.0
