"","count_DBDAD_trp1","count_ADDBD_trp1","count_DBDAD_his1","count_ADDBD_his1","ashr_baseMean_HIS_TRP","ashr_log2FoldChange_HIS_TRP","ashr_lfcSE_HIS_TRP","ashr_pvalue_HIS_TRP","ashr_padj_HIS_TRP"
"1001__mALb8x1_fdrtc_A:1001__mALb8x1_fdrtc_B",1046,951,35752,33811,39120.0504622648,7.29719321476468,0.512081714026865,6.38115894315194e-47,1.1821096942189e-43
"1001__mALb8x1_fdrtc_A:1002__mALb8x1_rprtc_A",985,2411,3375,522,2534.62540755522,0.605825505742267,1.03502504877667,0.0258988613525817,0.198254713453131
"1001__mALb8x1_fdrtc_A:1002__mALb8x1_rprtc_B",745,1407,22165,33738,31702.5815224766,6.91352019199574,0.522886640395164,1.12012187437878e-40,2.59378221535836e-38
"1001__mALb8x1_fdrtc_A:1003__mALb8x2_fdrtc_A",1255,539,1200,121,921.772145504881,0.13312645366693,0.435811693798904,0.0978531777344822,0.445388235265671
"1001__mALb8x1_fdrtc_A:1003__mALb8x2_fdrtc_B",638,580,65,65,210.874589546949,-0.0758344071281373,0.299649396557717,0.132872541464249,0.536851435250863
"1001__mALb8x1_fdrtc_A:1004__mALb8x2_rprtc_A",1044,1354,211,255,536.497821235454,-0.00178183896677956,0.0989530424375911,0.918409975209175,0.992003768785068
"1001__mALb8x1_fdrtc_A:1004__mALb8x2_rprtc_B",926,841,750,748,1038.53968105069,1.96678414172055,0.618234558689193,0.000115204061963783,0.00169377400625323
"1001__mALb8x1_fdrtc_A:1005__mALb8x12_fdrtc_A",1344,1471,4232,216,2749.80151451575,0.271354367779194,0.718267019090646,0.0759157562164471,0.394810738597304
"1001__mALb8x1_fdrtc_A:1005__mALb8x12_fdrtc_B",1305,1186,263,263,576.819240665985,0.0018235962178976,0.097619602974705,0.915187376627325,0.992003768785068
"1001__mALb8x1_fdrtc_A:1006__mALb8x12_rprtc_A",622,845,7814,5437,7547.26723570647,5.34711553963558,0.575025011113548,4.74107082339573e-21,1.51428167247252e-19
"1001__mALb8x1_fdrtc_A:1006__mALb8x12_rprtc_B",126,984,287,1536,1171.3601348484,3.14067745177463,0.556319702264803,1.11851537946907e-08,2.11433646986373e-07
"1001__mALb8x1_fdrtc_A:1007__mALb8x12j_fdrtc_A",623,1098,127,259,417.255534039097,0.00354475293673136,0.102414432527835,0.843507299798279,0.982277338183071
"1001__mALb8x1_fdrtc_A:1007__mALb8x12j_fdrtc_B",470,427,133,133,250.563498106936,0.0245075499580349,0.163912072683213,0.357282690437173,0.83096821598853
"1001__mALb8x1_fdrtc_A:1008__mALb8x12j_rprtc_A",1071,812,6126,1058,4156.03375556233,3.62141255381236,0.704518073539785,1.59622548314937e-07,2.85701227781082e-06
"1001__mALb8x1_fdrtc_A:1008__mALb8x12j_rprtc_B",945,859,15129,15086,17110.1770707901,6.25741615069388,0.512701022506582,6.74046479308601e-35,5.20279626216327e-33
"1001__mALb8x1_fdrtc_A:1009__IL8_2H_A",257,1984,24,364,489.903247332723,-0.029204412307896,0.180654518217249,0.319842147664273,0.798327789671471
"1001__mALb8x1_fdrtc_A:1009__IL8_2H_B",541,1175,97,291,419.910117506686,0.00177144197506539,0.102194673241705,0.921845887462529,0.992387604606926
"1001__mALb8x1_fdrtc_A:1010__IL9_2H_A",999,618,139,132,332.667699357425,-0.00796154455001442,0.115375779473717,0.690286802381438,0.966767075182067
"1001__mALb8x1_fdrtc_A:1010__IL9_2H_B",778,1208,196,295,505.326574254948,0.00993938758872757,0.11386513875024,0.604973840005277,0.940878756076588
"1001__mALb8x1_fdrtc_A:1011__IL14_2H_A",2159,953,232,304,646.105606936948,-0.00443733445088662,0.120349632630571,0.837806369582787,0.981748355316088
"1001__mALb8x1_fdrtc_A:1011__IL14_2H_B",467,2108,121,263,522.059676449182,-0.00602116984425664,0.117936470670905,0.773383208495226,0.980443921993613
"1001__mALb8x1_fdrtc_A:1012__IL8_2Hx1_A",374,734,156,111,277.431886978139,0.0114392609982582,0.143981205378784,0.656240996232361,0.953433821616125
"1001__mALb8x1_fdrtc_A:1012__IL8_2Hx1_B",1786,1558,376,2099,1789.39734714764,0.20532984502254,0.558935622381951,0.0664675297412689,0.366461603707442
"1001__mALb8x1_fdrtc_A:1013__IL9_2Hx1_A",1325,1011,333,294,613.672656989546,0.0158667073953838,0.129459358165956,0.452171028617798,0.895699649173732
"1001__mALb8x1_fdrtc_A:1013__IL9_2Hx1_B",1296,2145,331,893,1091.02394210583,0.0388272265362336,0.198245769941516,0.217274744308073,0.688795711766738
"1001__mALb8x1_fdrtc_A:1014__IL9_2Hx2_A",599,444,606,99,504.382273053672,0.138738711540501,0.45183226519214,0.099230174406329,0.449447183588568
"1001__mALb8x1_fdrtc_A:1014__IL9_2Hx2_B",117,692,3,170,195.586504872876,-0.0845530311955397,0.37540544937247,0.218310700166266,0.688795711766738
"1001__mALb8x1_fdrtc_A:1015__IL9_2Hx12j_A",2416,1193,523,247,828.236338058589,0.00189147569890438,0.0959184354600124,0.910245848837572,0.992003768785068
"1001__mALb8x1_fdrtc_A:1015__IL9_2Hx12j_B",2257,1355,509,419,922.143385711627,0.0140594554874234,0.123128295571359,0.486298185026022,0.911809096923792
"1001__mALb8x1_fdrtc_A:1016__IL14_2Hx1_A",2215,771,286,183,589.901288643474,-0.00714763181256035,0.111958915408104,0.712669215704253,0.972097125339684
"1001__mALb8x1_fdrtc_A:1016__IL14_2Hx1_B",1284,1735,340,435,781.846657851659,0.0123285642185786,0.117984068605761,0.527717729814156,0.926731084128456
"1001__mALb8x1_fdrtc_A:1017__IL14_2Hx2_A",1046,340,388,97,419.470008697798,0.0376495848264348,0.199505644873525,0.238303728037512,0.706942730491442
"1001__mALb8x1_fdrtc_A:1017__IL14_2Hx2_B",603,940,136,116,318.730759681244,-0.00996672526196398,0.127189089452505,0.652706792010118,0.953433821616125
"1001__mALb8x1_fdrtc_A:1018__BW1_2H_A",763,1123,122,347,483.011064168825,0.00436757734158141,0.109597797751972,0.821507201556206,0.981585346906861
"1001__mALb8x1_fdrtc_A:1018__BW1_2H_B",434,541,47,52,167.17912953379,-0.0878880944697525,0.331211212603255,0.123233712768157,0.512651896381713
"1001__mALb8x1_fdrtc_A:1019__BW2_2H_A",948,1974,169,569,758.929465840382,0.00519256136505543,0.104130979687311,0.774178758326947,0.980443921993613
"1001__mALb8x1_fdrtc_A:1019__BW2_2H_B",1743,2372,110,686,926.80503580972,-0.0265095967013673,0.18987797129531,0.414962843324018,0.87653211773973
"1001__mALb8x1_fdrtc_A:1020__BW3_2H_A",452,1527,79,323,461.672507339935,-0.00240531279424363,0.101296537556169,0.892693284362724,0.987746374504476
"1001__mALb8x1_fdrtc_A:1020__BW3_2H_B",988,435,150,122,309.570963228101,0.000718867485978053,0.110037400257923,0.970940528916246,0.995189858348651
"1001__mALb8x1_fdrtc_A:1021__BW5_2H_A",2295,2611,873,792,1490.86636019673,0.0482389529514073,0.220052137813603,0.169133986917838,0.604948750996489
"1001__mALb8x1_fdrtc_A:1021__BW5_2H_B",1354,735,207,156,435.422461208742,-0.0055980238829986,0.106427175249584,0.762357498208663,0.977278016291969
"1001__mALb8x1_fdrtc_A:1022__BW8_2H_A",1951,942,237,186,557.577526781288,-0.0146826916117292,0.129993105214978,0.495287043279837,0.914774922907177
"1001__mALb8x1_fdrtc_A:1022__BW8_2H_B",772,840,210,154,386.720050330121,0.00449732831720974,0.109201352614277,0.815351470175262,0.981585346906861
"1001__mALb8x1_fdrtc_A:1023__BW9_2H_A",934,594,325,160,440.217933487301,0.0285077226953084,0.172401813773787,0.301641149731593,0.779888666961307
"1001__mALb8x1_fdrtc_A:1023__BW9_2H_B",2086,1164,483,151,712.684815256147,-0.00753411267073794,0.114618474548641,0.705048189792037,0.967611860674146
"1001__mALb8x1_fdrtc_A:1024__BW11_2H_A",1092,743,163,182,399.499625898375,-0.00273952724631931,0.105801253790583,0.883743308878109,0.987746374504476
"1001__mALb8x1_fdrtc_A:1024__BW11_2H_B",536,909,186,189,377.014958151377,0.0154399351550131,0.138338417936023,0.506045026200962,0.918616283531257
"1001__mALb8x1_fdrtc_A:1025__BW5_2Hx1_A",560,1652,118,284,487.136379954225,-0.00299027413615171,0.102251462686828,0.867897186043157,0.987746374504476
"1001__mALb8x1_fdrtc_A:1025__BW5_2Hx1_B",999,383,139,104,288.109665561941,-0.00210753178804845,0.113009587716795,0.917340341790902,0.992003768785068
"1001__mALb8x1_fdrtc_A:1026__BW5_2Hx2_A",1226,1486,1085,365,1110.98067652593,0.14498535214938,0.447551715273288,0.0825966231767142,0.41410079684672
"1001__mALb8x1_fdrtc_A:1026__BW5_2Hx2_B",1155,984,181,256,487.715550562594,-0.000212933055611133,0.102802660106821,0.990680286842149,0.997569720137479
"1001__mALb8x1_fdrtc_A:1027__BW5_2Hx12j_A",994,1719,358,841,992.115275490238,0.145229555389511,0.403610821204152,0.0534100867345278,0.317631414689286
"1001__mALb8x1_fdrtc_A:1027__BW5_2Hx12j_B",694,515,138,90,263.071079500743,-0.00394808385061046,0.109884328111747,0.839324462326304,0.981748355316088
"1001__mALb8x1_fdrtc_A:1028__BW8_2Hx1_A",486,429,60,113,201.265536186471,-0.00568895821722992,0.125220462400439,0.801096419079809,0.981585346906861
"1001__mALb8x1_fdrtc_A:1028__BW8_2Hx1_B",766,726,141,251,390.424276901824,0.0112292042666529,0.125382196317005,0.600116633523915,0.939161391614468
"1001__mALb8x1_fdrtc_A:1029__BW8_2Hx2_A",1003,821,99,187,367.504263973073,-0.0171245973162112,0.147632786642379,0.491762136893275,0.912814988571936
"1001__mALb8x1_fdrtc_A:1029__BW8_2Hx2_B",297,1002,878,135,708.662223363969,0.212868963629053,0.638079686672848,0.102380829608887,0.458954688447519
"1001__mALb8x1_fdrtc_A:1030__BW8_2Hx12j_A",903,684,171,215,395.562535026341,0.00911189693906988,0.117399740989675,0.651423412625416,0.953433821616125
"1001__mALb8x1_fdrtc_A:1030__BW8_2Hx12j_B",867,707,131,171,347.459199366785,-0.00274303327795183,0.106894330809373,0.884987012895368,0.987746374504476
"1001__mALb8x1_fdrtc_A:1031__BW11_2Hx1_A",273,753,113,214,304.749824511221,0.0450185730715073,0.225602341805832,0.219566295052628,0.689400951838973
"1001__mALb8x1_fdrtc_A:1031__BW11_2Hx1_B",659,1565,842,1967,1848.28730033643,2.59040002778564,0.524176195520527,5.58007866460738e-07,9.57138493165294e-06
"1001__mALb8x1_fdrtc_A:1032__BW11_2Hx2_A",1,712,0,131,161.6307682729,-0.00767473534106343,0.196482484777254,0.846269706742338,0.982277338183071
"1001__mALb8x1_fdrtc_A:1032__BW11_2Hx2_B",1451,883,1585,194,1235.88875662284,0.15559085954353,0.479549803128108,0.0872808176421,0.424377203889738
"1001__mALb8x1_fdrtc_A:1033__BW11_2Hx12j_A",877,357,63,33,189.806129198361,-0.252795360459487,0.57537458223444,0.0378267293610139,0.251161348176624
"1001__mALb8x1_fdrtc_A:1033__BW11_2Hx12j_B",1341,1392,165,233,535.005676754548,-0.0211460771749973,0.148338375313993,0.376807221222512,0.842904838306891
"1001__mALb8x1_fdrtc_A:1034__BW1_2Hx1_A",1328,951,186,205,475.542198448105,-0.00744751641219733,0.110747447926784,0.696462217070788,0.966767075182067
"1001__mALb8x1_fdrtc_A:1034__BW1_2Hx1_B",711,1327,181,168,431.485598392597,-0.00594345731776838,0.118105159831358,0.776750373088615,0.980865757427852
"1001__mALb8x1_fdrtc_A:1035__BW2_2Hx1_A",870,988,116,185,381.698102477868,-0.0131903287908749,0.127338891805535,0.536514569098732,0.930176496349424
"1001__mALb8x1_fdrtc_A:1035__BW2_2Hx1_B",742,1034,2409,214,1638.96261536976,0.523891268222552,0.970990341108659,0.0315539108738653,0.22482161497629
"1001__mALb8x1_fdrtc_A:1036__BW3_2Hx1_A",1414,1054,224,3759,2559.68827118771,0.37459706209907,0.839351018223645,0.0507450325108893,0.308213681070237
"1001__mALb8x1_fdrtc_A:1036__BW3_2Hx1_B",613,1072,143,226,402.795520714561,0.00405696712434575,0.104260565895739,0.824354313538942,0.981748355316088
"1001__mALb8x1_fdrtc_A:1037__BW9_2Hx1_A",1443,1555,373,369,757.003785261378,0.00982637968729216,0.11142187009468,0.5997398667821,0.939161391614468
"1001__mALb8x1_fdrtc_A:1037__BW9_2Hx1_B",455,614,38,516,439.931343620004,0.0175199030936735,0.195077143980233,0.635811108476271,0.950254198025246
"1001__mALb8x1_fdrtc_A:Jerala_P1",514,121,38,63,126.222177578604,-0.0018103810260008,0.17560074796723,0.95858897529141,0.993575529912115
"1001__mALb8x1_fdrtc_A:Jerala_P2",1097,2,74,0,157.228633113651,-0.173953280861999,0.559002949227017,0.11419006785807,0.490518899467797
"1001__mALb8x1_fdrtc_A:Jerala_P3",530,117,57,48,129.168168906145,0.00153289630768255,0.150296521638714,0.957498950615434,0.993575529912115
"1001__mALb8x1_fdrtc_A:Jerala_P4",306,210,10,42,87.567584689837,-0.118208645121882,0.449427595551994,0.160647716988877,0.589745659209494
"1001__mALb8x1_fdrtc_A:Jerala_P5",921,23,52,5,131.944013737065,-0.0742790067960956,0.341911841235518,0.225447946914475,0.694912348850357
"1001__mALb8x1_fdrtc_A:Jerala_P6",473,121,121,14,138.907090995115,-0.00721042772585575,0.143628962440004,0.786093315980422,0.981585346906861
"1001__mALb8x1_fdrtc_A:Jerala_P7",175,140,28,22,63.4635181350887,-0.0142984915971265,0.172067181515865,0.653987395588155,0.953433821616125
"1001__mALb8x1_fdrtc_A:Jerala_P8",1230,126,87,29,210.139444937869,-0.035754163738177,0.218881450889899,0.336893787773229,0.817813637780487
"1001__mALb8x1_fdrtc_A:Jerala_P9",541,43,93,4,115.697757280475,-0.0270895365231145,0.203651223578436,0.452322278975453,0.895699649173732
"1001__mALb8x1_fdrtc_A:Jerala_P10",1140,336,82,72,247.990113048119,-0.0378976905702097,0.219500295624894,0.30248584114969,0.780982607288921
"1001__mALb8x1_fdrtc_A:Jerala_P11",191,174,19,19,62.660297213344,-0.0658092723680911,0.312884854005265,0.231457850878812,0.699668490139504
"1001__mALb8x1_fdrtc_A:Jerala_P12",129,377,46,41,108.00197023462,-0.00170550865558487,0.155554450792706,0.954671457117076,0.993575529912115
"1001__mALb8x1_fdrtc_B:1002__mALb8x1_rprtc_A",1632,1230,39141,32563,40344.6614769154,6.83640678212676,0.511583194225381,1.75646909717447e-41,5.00593692694724e-39
"1001__mALb8x1_fdrtc_B:1002__mALb8x1_rprtc_B",6044,3331,829,2083,2694.62516307525,0.023095356197221,0.177427615236957,0.447694635455485,0.895225302359758
